"Título de trazado: WL_04"
"N.º","Fecha Tiempo, GMT-05:00","Pres abs, psi (LGR S/N: 20968507, SEN S/N: 20968507)","Temp, °F (LGR S/N: 20968507, SEN S/N: 20968507)","Acoplador separado (LGR S/N: 20968507)","Acoplador adjunto (LGR S/N: 20968507)","Host conectado (LGR S/N: 20968507)","Parado (LGR S/N: 20968507)","Final de archivo (LGR S/N: 20968507)"
1918,01/18/22 12:30:00 PM,9.2395,44.013,,,,,
1919,01/18/22 12:45:00 PM,9.2395,44.013,,,,,
1920,01/18/22 01:00:00 PM,9.2380,44.195,,,,,
1921,01/18/22 01:15:00 PM,9.2399,44.195,,,,,
1922,01/18/22 01:30:00 PM,9.2380,44.195,,,,,
1923,01/18/22 01:45:00 PM,9.2331,44.379,,,,,
1924,01/18/22 02:00:00 PM,9.2348,44.379,,,,,
1925,01/18/22 02:15:00 PM,9.2331,44.379,,,,,
1926,01/18/22 02:30:00 PM,9.2314,44.379,,,,,
1927,01/18/22 02:45:00 PM,9.2279,44.379,,,,,
1928,01/18/22 03:00:00 PM,9.2247,44.560,,,,,
1929,01/18/22 03:15:00 PM,9.2264,44.560,,,,,
1930,01/18/22 03:30:00 PM,9.2264,44.560,,,,,
1931,01/18/22 03:45:00 PM,9.2250,44.742,,,,,
1932,01/18/22 04:00:00 PM,9.2250,44.742,,,,,
1933,01/18/22 04:15:00 PM,9.2218,44.922,,,,,
1934,01/18/22 04:30:00 PM,9.2218,44.922,,,,,
1935,01/18/22 04:45:00 PM,9.2200,44.922,,,,,
1936,01/18/22 05:00:00 PM,9.2240,45.104,,,,,
1937,01/18/22 05:15:00 PM,9.2257,45.104,,,,,
1938,01/18/22 05:30:00 PM,9.2274,45.104,,,,,
1939,01/18/22 05:45:00 PM,9.2272,44.922,,,,,
1940,01/18/22 06:00:00 PM,9.2254,44.922,,,,,
1941,01/18/22 06:15:00 PM,9.2289,44.922,,,,,
1942,01/18/22 06:30:00 PM,9.2324,44.922,,,,,
1943,01/18/22 06:45:00 PM,9.2321,44.742,,,,,
1944,01/18/22 07:00:00 PM,9.2303,44.742,,,,,
1945,01/18/22 07:15:00 PM,9.2321,44.742,,,,,
1946,01/18/22 07:30:00 PM,9.2317,44.560,,,,,
1947,01/18/22 07:45:00 PM,9.2335,44.560,,,,,
1948,01/18/22 08:00:00 PM,9.2317,44.560,,,,,
1949,01/18/22 08:15:00 PM,9.2348,44.379,,,,,
1950,01/18/22 08:30:00 PM,9.2385,44.379,,,,,
1951,01/18/22 08:45:00 PM,9.2434,44.195,,,,,
1952,01/18/22 09:00:00 PM,9.2470,44.195,,,,,
1953,01/18/22 09:15:00 PM,9.2505,44.195,,,,,
1954,01/18/22 09:30:00 PM,9.2466,44.013,,,,,
1955,01/18/22 09:45:00 PM,9.2466,44.013,,,,,
1956,01/18/22 10:00:00 PM,9.2502,44.013,,,,,
1957,01/18/22 10:15:00 PM,9.2515,43.831,,,,,
1958,01/18/22 10:30:00 PM,9.2480,43.831,,,,,
1959,01/18/22 10:45:00 PM,9.2463,43.831,,,,,
1960,01/18/22 11:00:00 PM,9.2476,43.648,,,,,
1961,01/18/22 11:15:00 PM,9.2459,43.648,,,,,
1962,01/18/22 11:30:00 PM,9.2405,43.648,,,,,
1963,01/18/22 11:45:00 PM,9.2405,43.648,,,,,
1964,01/19/22 12:00:00 AM,9.2402,43.466,,,,,
1965,01/19/22 12:15:00 AM,9.2402,43.466,,,,,
1966,01/19/22 12:30:00 AM,9.2402,43.466,,,,,
1967,01/19/22 12:45:00 AM,9.2366,43.466,,,,,
1968,01/19/22 01:00:00 AM,9.2327,43.282,,,,,
1969,01/19/22 01:15:00 AM,9.2309,43.282,,,,,
1970,01/19/22 01:30:00 AM,9.2292,43.282,,,,,
1971,01/19/22 01:45:00 AM,9.2274,43.282,,,,,
1972,01/19/22 02:00:00 AM,9.2256,43.282,,,,,
1973,01/19/22 02:15:00 AM,9.2216,43.099,,,,,
1974,01/19/22 02:30:00 AM,9.2199,43.099,,,,,
1975,01/19/22 02:45:00 AM,9.2199,43.099,,,,,
1976,01/19/22 03:00:00 AM,9.2182,43.099,,,,,
1977,01/19/22 03:15:00 AM,9.2182,43.099,,,,,
1978,01/19/22 03:30:00 AM,9.2199,43.099,,,,,
1979,01/19/22 03:45:00 AM,9.2164,43.099,,,,,
1980,01/19/22 04:00:00 AM,9.2182,43.099,,,,,
1981,01/19/22 04:15:00 AM,9.2160,42.915,,,,,
1982,01/19/22 04:30:00 AM,9.2160,42.915,,,,,
1983,01/19/22 04:45:00 AM,9.2142,42.915,,,,,
1984,01/19/22 05:00:00 AM,9.2196,42.915,,,,,
1985,01/19/22 05:15:00 AM,9.2196,42.915,,,,,
1986,01/19/22 05:30:00 AM,9.2214,42.915,,,,,
1987,01/19/22 05:45:00 AM,9.2248,42.915,,,,,
1988,01/19/22 06:00:00 AM,9.2248,42.915,,,,,
1989,01/19/22 06:15:00 AM,9.2267,42.915,,,,,
1990,01/19/22 06:30:00 AM,9.2302,42.915,,,,,
1991,01/19/22 06:45:00 AM,9.2267,42.915,,,,,
1992,01/19/22 07:00:00 AM,9.2298,42.732,,,,,
1993,01/19/22 07:15:00 AM,9.2337,42.915,,,,,
1994,01/19/22 07:30:00 AM,9.2351,42.732,,,,,
1995,01/19/22 07:45:00 AM,9.2373,42.915,,,,,
1996,01/19/22 08:00:00 AM,9.2390,42.915,,,,,
1997,01/19/22 08:15:00 AM,9.2427,42.915,,,,,
1998,01/19/22 08:30:00 AM,9.2462,42.915,,,,,
1999,01/19/22 08:45:00 AM,9.2462,42.915,,,,,
2000,01/19/22 09:00:00 AM,9.2479,42.915,,,,,
2001,01/19/22 09:15:00 AM,9.2479,42.915,,,,,
2002,01/19/22 09:30:00 AM,9.2479,42.915,,,,,
2003,01/19/22 09:45:00 AM,9.2501,43.099,,,,,
2004,01/19/22 10:00:00 AM,9.2501,43.099,,,,,
2005,01/19/22 10:15:00 AM,9.2518,43.099,,,,,
2006,01/19/22 10:30:00 AM,9.2483,43.099,,,,,
2007,01/19/22 10:45:00 AM,9.2505,43.282,,,,,
2008,01/19/22 11:00:00 AM,9.2505,43.282,,,,,
2009,01/19/22 11:15:00 AM,9.2491,43.466,,,,,
2010,01/19/22 11:30:00 AM,9.2491,43.466,,,,,
2011,01/19/22 11:45:00 AM,9.2476,43.648,,,,,
2012,01/19/22 12:00:00 PM,9.2459,43.648,,,,,
2013,01/19/22 12:15:00 PM,9.2444,43.831,,,,,
2014,01/19/22 12:30:00 PM,9.2463,43.831,,,,,
2015,01/19/22 12:45:00 PM,9.2412,44.013,,,,,
2016,01/19/22 01:00:00 PM,9.2412,44.013,,,,,
2017,01/19/22 01:15:00 PM,9.2412,44.013,,,,,
2018,01/19/22 01:30:00 PM,9.2399,44.195,,,,,
2019,01/19/22 01:45:00 PM,9.2380,44.195,,,,,
2020,01/19/22 02:00:00 PM,9.2348,44.379,,,,,
2021,01/19/22 02:15:00 PM,9.2314,44.379,,,,,
2022,01/19/22 02:30:00 PM,9.2282,44.560,,,,,
2023,01/19/22 02:45:00 PM,9.2264,44.560,,,,,
2024,01/19/22 03:00:00 PM,9.2267,44.742,,,,,
2025,01/19/22 03:15:00 PM,9.2267,44.742,,,,,
2026,01/19/22 03:30:00 PM,9.2254,44.922,,,,,
2027,01/19/22 03:45:00 PM,9.2254,44.922,,,,,
2028,01/19/22 04:00:00 PM,9.2254,44.922,,,,,
2029,01/19/22 04:15:00 PM,9.2254,44.922,,,,,
2030,01/19/22 04:30:00 PM,9.2235,44.922,,,,,
2031,01/19/22 04:45:00 PM,9.2254,44.922,,,,,
2032,01/19/22 05:00:00 PM,9.2250,44.742,,,,,
2033,01/19/22 05:15:00 PM,9.2286,44.742,,,,,
2034,01/19/22 05:30:00 PM,9.2267,44.742,,,,,
2035,01/19/22 05:45:00 PM,9.2250,44.742,,,,,
2036,01/19/22 06:00:00 PM,9.2282,44.560,,,,,
2037,01/19/22 06:15:00 PM,9.2299,44.560,,,,,
2038,01/19/22 06:30:00 PM,9.2282,44.560,,,,,
2039,01/19/22 06:45:00 PM,9.2296,44.379,,,,,
2040,01/19/22 07:00:00 PM,9.2296,44.379,,,,,
2041,01/19/22 07:15:00 PM,9.2292,44.195,,,,,
2042,01/19/22 07:30:00 PM,9.2346,44.195,,,,,
2043,01/19/22 07:45:00 PM,9.2346,44.195,,,,,
2044,01/19/22 08:00:00 PM,9.2377,44.013,,,,,
2045,01/19/22 08:15:00 PM,9.2377,44.013,,,,,
2046,01/19/22 08:30:00 PM,9.2395,44.013,,,,,
2047,01/19/22 08:45:00 PM,9.2409,43.831,,,,,
2048,01/19/22 09:00:00 PM,9.2463,43.831,,,,,
2049,01/19/22 09:15:00 PM,9.2498,43.831,,,,,
2050,01/19/22 09:30:00 PM,9.2498,43.831,,,,,
2051,01/19/22 09:45:00 PM,9.2512,43.648,,,,,
2052,01/19/22 10:00:00 PM,9.2512,43.648,,,,,
2053,01/19/22 10:15:00 PM,9.2565,43.648,,,,,
2054,01/19/22 10:30:00 PM,9.2544,43.466,,,,,
2055,01/19/22 10:45:00 PM,9.2508,43.466,,,,,
2056,01/19/22 11:00:00 PM,9.2508,43.466,,,,,
2057,01/19/22 11:15:00 PM,9.2437,43.466,,,,,
2058,01/19/22 11:30:00 PM,9.2434,43.282,,,,,
2059,01/19/22 11:45:00 PM,9.2380,43.282,,,,,
2060,01/20/22 12:00:00 AM,9.2398,43.282,,,,,
2061,01/20/22 12:15:00 AM,9.2380,43.282,,,,,
2062,01/20/22 12:30:00 AM,9.2363,43.282,,,,,
2063,01/20/22 12:45:00 AM,9.2327,43.282,,,,,
2064,01/20/22 01:00:00 AM,9.2324,43.099,,,,,
2065,01/20/22 01:15:00 AM,9.2324,43.099,,,,,
2066,01/20/22 01:30:00 AM,9.2306,43.099,,,,,
2067,01/20/22 01:45:00 AM,9.2288,43.099,,,,,
2068,01/20/22 02:00:00 AM,9.2306,43.099,,,,,
2069,01/20/22 02:15:00 AM,9.2270,43.099,,,,,
2070,01/20/22 02:30:00 AM,9.2270,43.099,,,,,
2071,01/20/22 02:45:00 AM,9.2270,43.099,,,,,
2072,01/20/22 03:00:00 AM,9.2288,43.099,,,,,
2073,01/20/22 03:15:00 AM,9.2306,43.099,,,,,
2074,01/20/22 03:30:00 AM,9.2248,42.915,,,,,
2075,01/20/22 03:45:00 AM,9.2231,42.915,,,,,
2076,01/20/22 04:00:00 AM,9.2231,42.915,,,,,
2077,01/20/22 04:15:00 AM,9.2231,42.915,,,,,
2078,01/20/22 04:30:00 AM,9.2214,42.915,,,,,
2079,01/20/22 04:45:00 AM,9.2231,42.915,,,,,
2080,01/20/22 05:00:00 AM,9.2231,42.915,,,,,
2081,01/20/22 05:15:00 AM,9.2214,42.915,,,,,
2082,01/20/22 05:30:00 AM,9.2248,42.915,,,,,
2083,01/20/22 05:45:00 AM,9.2248,42.915,,,,,
2084,01/20/22 06:00:00 AM,9.2280,42.732,,,,,
2085,01/20/22 06:15:00 AM,9.2280,42.732,,,,,
2086,01/20/22 06:30:00 AM,9.2298,42.732,,,,,
2087,01/20/22 06:45:00 AM,9.2298,42.732,,,,,
2088,01/20/22 07:00:00 AM,9.2317,42.732,,,,,
2089,01/20/22 07:15:00 AM,9.2369,42.732,,,,,
2090,01/20/22 07:30:00 AM,9.2440,42.732,,,,,
2091,01/20/22 07:45:00 AM,9.2459,42.732,,,,,
2092,01/20/22 08:00:00 AM,9.2476,42.732,,,,,
2093,01/20/22 08:15:00 AM,9.2493,42.732,,,,,
2094,01/20/22 08:30:00 AM,9.2528,42.732,,,,,
2095,01/20/22 08:45:00 AM,9.2511,42.732,,,,,
2096,01/20/22 09:00:00 AM,9.2528,42.732,,,,,
2097,01/20/22 09:15:00 AM,9.2515,42.915,,,,,
2098,01/20/22 09:30:00 AM,9.2550,42.915,,,,,
2099,01/20/22 09:45:00 AM,9.2515,42.915,,,,,
2100,01/20/22 10:00:00 AM,9.2537,43.099,,,,,
2101,01/20/22 10:15:00 AM,9.2501,43.099,,,,,
2102,01/20/22 10:30:00 AM,9.2537,43.099,,,,,
2103,01/20/22 10:45:00 AM,9.2522,43.282,,,,,
2104,01/20/22 11:00:00 AM,9.2505,43.282,,,,,
2105,01/20/22 11:15:00 AM,9.2522,43.282,,,,,
2106,01/20/22 11:30:00 AM,9.2505,43.282,,,,,
2107,01/20/22 11:45:00 AM,9.2540,43.282,,,,,
2108,01/20/22 12:00:00 PM,9.2505,43.282,,,,,
2109,01/20/22 12:15:00 PM,9.2454,43.466,,,,,
2110,01/20/22 12:30:00 PM,9.2473,43.466,,,,,
2111,01/20/22 12:45:00 PM,9.2441,43.648,,,,,
2112,01/20/22 01:00:00 PM,9.2424,43.648,,,,,
2113,01/20/22 01:15:00 PM,9.2409,43.831,,,,,
2114,01/20/22 01:30:00 PM,9.2409,43.831,,,,,
2115,01/20/22 01:45:00 PM,9.2373,43.831,,,,,
2116,01/20/22 02:00:00 PM,9.2338,43.831,,,,,
2117,01/20/22 02:15:00 PM,9.2356,43.831,,,,,
2118,01/20/22 02:30:00 PM,9.2321,43.831,,,,,
2119,01/20/22 02:45:00 PM,9.2321,43.831,,,,,
2120,01/20/22 03:00:00 PM,9.2289,44.013,,,,,
2121,01/20/22 03:15:00 PM,9.2270,44.013,,,,,
2122,01/20/22 03:30:00 PM,9.2253,44.013,,,,,
2123,01/20/22 03:45:00 PM,9.2235,44.013,,,,,
2124,01/20/22 04:00:00 PM,9.2182,44.013,,,,,
2125,01/20/22 04:15:00 PM,9.2218,44.013,,,,,
2126,01/20/22 04:30:00 PM,9.2253,44.013,,,,,
2127,01/20/22 04:45:00 PM,9.2253,44.013,,,,,
2128,01/20/22 05:00:00 PM,9.2250,43.831,,,,,
2129,01/20/22 05:15:00 PM,9.2231,43.831,,,,,
2130,01/20/22 05:30:00 PM,9.2250,43.831,,,,,
2131,01/20/22 05:45:00 PM,9.2250,43.831,,,,,
2132,01/20/22 06:00:00 PM,9.2250,43.831,,,,,
2133,01/20/22 06:15:00 PM,9.2285,43.831,,,,,
2134,01/20/22 06:30:00 PM,9.2263,43.648,,,,,
2135,01/20/22 06:45:00 PM,9.2263,43.648,,,,,
2136,01/20/22 07:00:00 PM,9.2245,43.648,,,,,
2137,01/20/22 07:15:00 PM,9.2295,43.466,,,,,
2138,01/20/22 07:30:00 PM,9.2331,43.466,,,,,
2139,01/20/22 07:45:00 PM,9.2348,43.466,,,,,
2140,01/20/22 08:00:00 PM,9.2363,43.282,,,,,
2141,01/20/22 08:15:00 PM,9.2415,43.282,,,,,
2142,01/20/22 08:30:00 PM,9.2415,43.282,,,,,
2143,01/20/22 08:45:00 PM,9.2469,43.282,,,,,
2144,01/20/22 09:00:00 PM,9.2447,43.099,,,,,
2145,01/20/22 09:15:00 PM,9.2466,43.099,,,,,
2146,01/20/22 09:30:00 PM,9.2501,43.099,,,,,
2147,01/20/22 09:45:00 PM,9.2501,43.099,,,,,
2148,01/20/22 10:00:00 PM,9.2572,43.099,,,,,
2149,01/20/22 10:15:00 PM,9.2554,43.099,,,,,
2150,01/20/22 10:30:00 PM,9.2554,43.099,,,,,
2151,01/20/22 10:45:00 PM,9.2501,43.099,,,,,
2152,01/20/22 11:00:00 PM,9.2483,43.099,,,,,
2153,01/20/22 11:15:00 PM,9.2518,43.099,,,,,
2154,01/20/22 11:30:00 PM,9.2466,43.099,,,,,
2155,01/20/22 11:45:00 PM,9.2501,43.099,,,,,
2156,01/21/22 12:00:00 AM,9.2483,43.099,,,,,
2157,01/21/22 12:15:00 AM,9.2447,43.099,,,,,
2158,01/21/22 12:30:00 AM,9.2447,43.099,,,,,
2159,01/21/22 12:45:00 AM,9.2430,43.099,,,,,
2160,01/21/22 01:00:00 AM,9.2395,43.099,,,,,
2161,01/21/22 01:15:00 AM,9.2376,43.099,,,,,
2162,01/21/22 01:30:00 AM,9.2373,42.915,,,,,
2163,01/21/22 01:45:00 AM,9.2373,42.915,,,,,
2164,01/21/22 02:00:00 AM,9.2337,42.915,,,,,
2165,01/21/22 02:15:00 AM,9.2319,42.915,,,,,
2166,01/21/22 02:30:00 AM,9.2285,42.915,,,,,
2167,01/21/22 02:45:00 AM,9.2285,42.915,,,,,
2168,01/21/22 03:00:00 AM,9.2285,42.915,,,,,
2169,01/21/22 03:15:00 AM,9.2267,42.915,,,,,
2170,01/21/22 03:30:00 AM,9.2248,42.915,,,,,
2171,01/21/22 03:45:00 AM,9.2231,42.915,,,,,
2172,01/21/22 04:00:00 AM,9.2248,42.915,,,,,
2173,01/21/22 04:15:00 AM,9.2248,42.915,,,,,
2174,01/21/22 04:30:00 AM,9.2248,42.915,,,,,
2175,01/21/22 04:45:00 AM,9.2231,42.915,,,,,
2176,01/21/22 05:00:00 AM,9.2248,42.915,,,,,
2177,01/21/22 05:15:00 AM,9.2248,42.915,,,,,
2178,01/21/22 05:30:00 AM,9.2248,42.915,,,,,
2179,01/21/22 05:45:00 AM,9.2267,42.915,,,,,
2180,01/21/22 06:00:00 AM,9.2267,42.915,,,,,
2181,01/21/22 06:15:00 AM,9.2245,42.732,,,,,
2182,01/21/22 06:30:00 AM,9.2280,42.732,,,,,
2183,01/21/22 06:45:00 AM,9.2298,42.732,,,,,
2184,01/21/22 07:00:00 AM,9.2298,42.732,,,,,
2185,01/21/22 07:15:00 AM,9.2317,42.732,,,,,
2186,01/21/22 07:30:00 AM,9.2351,42.732,,,,,
2187,01/21/22 07:45:00 AM,9.2388,42.732,,,,,
2188,01/21/22 08:00:00 AM,9.2422,42.732,,,,,
2189,01/21/22 08:15:00 AM,9.2405,42.732,,,,,
2190,01/21/22 08:30:00 AM,9.2440,42.732,,,,,
2191,01/21/22 08:45:00 AM,9.2440,42.732,,,,,
2192,01/21/22 09:00:00 AM,9.2459,42.732,,,,,
2193,01/21/22 09:15:00 AM,9.2462,42.915,,,,,
2194,01/21/22 09:30:00 AM,9.2462,42.915,,,,,
2195,01/21/22 09:45:00 AM,9.2466,43.099,,,,,
2196,01/21/22 10:00:00 AM,9.2447,43.099,,,,,
2197,01/21/22 10:15:00 AM,9.2434,43.282,,,,,
2198,01/21/22 10:30:00 AM,9.2469,43.282,,,,,
2199,01/21/22 10:45:00 AM,9.2454,43.466,,,,,
2200,01/21/22 11:00:00 AM,9.2441,43.648,,,,,
2201,01/21/22 11:15:00 AM,9.2441,43.648,,,,,
2202,01/21/22 11:30:00 AM,9.2463,43.831,,,,,
2203,01/21/22 11:45:00 AM,9.2427,43.831,,,,,
2204,01/21/22 12:00:00 PM,9.2427,43.831,,,,,
2205,01/21/22 12:15:00 PM,9.2449,44.013,,,,,
2206,01/21/22 12:30:00 PM,9.2449,44.013,,,,,
2207,01/21/22 12:45:00 PM,9.2434,44.195,,,,,
2208,01/21/22 01:00:00 PM,9.2417,44.195,,,,,
2209,01/21/22 01:15:00 PM,9.2399,44.195,,,,,
2210,01/21/22 01:30:00 PM,9.2402,44.379,,,,,
2211,01/21/22 01:45:00 PM,9.2402,44.379,,,,,
2212,01/21/22 02:00:00 PM,9.2406,44.560,,,,,
2213,01/21/22 02:15:00 PM,9.2370,44.560,,,,,
2214,01/21/22 02:30:00 PM,9.2317,44.560,,,,,
2215,01/21/22 02:45:00 PM,9.2338,44.742,,,,,
2216,01/21/22 03:00:00 PM,9.2303,44.742,,,,,
2217,01/21/22 03:15:00 PM,9.2286,44.742,,,,,
2218,01/21/22 03:30:00 PM,9.2272,44.922,,,,,
2219,01/21/22 03:45:00 PM,9.2289,44.922,,,,,
2220,01/21/22 04:00:00 PM,9.2272,44.922,,,,,
2221,01/21/22 04:15:00 PM,9.2235,44.922,,,,,
2222,01/21/22 04:30:00 PM,9.2254,44.922,,,,,
2223,01/21/22 04:45:00 PM,9.2254,44.922,,,,,
2224,01/21/22 05:00:00 PM,9.2235,44.922,,,,,
2225,01/21/22 05:15:00 PM,9.2235,44.922,,,,,
2226,01/21/22 05:30:00 PM,9.2235,44.922,,,,,
2227,01/21/22 05:45:00 PM,9.2235,44.922,,,,,
2228,01/21/22 06:00:00 PM,9.2289,44.922,,,,,
2229,01/21/22 06:15:00 PM,9.2286,44.742,,,,,
2230,01/21/22 06:30:00 PM,9.2303,44.742,,,,,
2231,01/21/22 06:45:00 PM,9.2303,44.742,,,,,
2232,01/21/22 07:00:00 PM,9.2321,44.742,,,,,
2233,01/21/22 07:15:00 PM,9.2335,44.560,,,,,
2234,01/21/22 07:30:00 PM,9.2353,44.560,,,,,
2235,01/21/22 07:45:00 PM,9.2370,44.560,,,,,
2236,01/21/22 08:00:00 PM,9.2385,44.379,,,,,
2237,01/21/22 08:15:00 PM,9.2438,44.379,,,,,
2238,01/21/22 08:30:00 PM,9.2456,44.379,,,,,
2239,01/21/22 08:45:00 PM,9.2470,44.195,,,,,
2240,01/21/22 09:00:00 PM,9.2522,44.195,,,,,
2241,01/21/22 09:15:00 PM,9.2541,44.195,,,,,
2242,01/21/22 09:30:00 PM,9.2541,44.195,,,,,
2243,01/21/22 09:45:00 PM,9.2576,44.195,,,,,
2244,01/21/22 10:00:00 PM,9.2572,44.013,,,,,
2245,01/21/22 10:15:00 PM,9.2608,44.013,,,,,
2246,01/21/22 10:30:00 PM,9.2608,44.013,,,,,
2247,01/21/22 10:45:00 PM,9.2608,44.013,,,,,
2248,01/21/22 11:00:00 PM,9.2608,44.013,,,,,
2249,01/21/22 11:15:00 PM,9.2608,44.013,,,,,
2250,01/21/22 11:30:00 PM,9.2608,44.013,,,,,
2251,01/21/22 11:45:00 PM,9.2608,44.013,,,,,
2252,01/22/22 12:00:00 AM,9.2591,44.013,,,,,
2253,01/22/22 12:15:00 AM,9.2586,43.831,,,,,
2254,01/22/22 12:30:00 AM,9.2569,43.831,,,,,
2255,01/22/22 12:45:00 AM,9.2569,43.831,,,,,
2256,01/22/22 01:00:00 AM,9.2569,43.831,,,,,
2257,01/22/22 01:15:00 AM,9.2551,43.831,,,,,
2258,01/22/22 01:30:00 AM,9.2515,43.831,,,,,
2259,01/22/22 01:45:00 AM,9.2515,43.831,,,,,
2260,01/22/22 02:00:00 AM,9.2480,43.831,,,,,
2261,01/22/22 02:15:00 AM,9.2463,43.831,,,,,
2262,01/22/22 02:30:00 AM,9.2463,43.831,,,,,
2263,01/22/22 02:45:00 AM,9.2444,43.831,,,,,
2264,01/22/22 03:00:00 AM,9.2388,43.648,,,,,
2265,01/22/22 03:15:00 AM,9.2388,43.648,,,,,
2266,01/22/22 03:30:00 AM,9.2370,43.648,,,,,
2267,01/22/22 03:45:00 AM,9.2370,43.648,,,,,
2268,01/22/22 04:00:00 AM,9.2388,43.648,,,,,
2269,01/22/22 04:15:00 AM,9.2353,43.648,,,,,
2270,01/22/22 04:30:00 AM,9.2353,43.648,,,,,
2271,01/22/22 04:45:00 AM,9.2370,43.648,,,,,
2272,01/22/22 05:00:00 AM,9.2405,43.648,,,,,
2273,01/22/22 05:15:00 AM,9.2405,43.648,,,,,
2274,01/22/22 05:30:00 AM,9.2388,43.648,,,,,
2275,01/22/22 05:45:00 AM,9.2405,43.648,,,,,
2276,01/22/22 06:00:00 AM,9.2437,43.466,,,,,
2277,01/22/22 06:15:00 AM,9.2419,43.466,,,,,
2278,01/22/22 06:30:00 AM,9.2437,43.466,,,,,
2279,01/22/22 06:45:00 AM,9.2454,43.466,,,,,
2280,01/22/22 07:00:00 AM,9.2491,43.466,,,,,
2281,01/22/22 07:15:00 AM,9.2525,43.466,,,,,
2282,01/22/22 07:30:00 AM,9.2544,43.466,,,,,
2283,01/22/22 07:45:00 AM,9.2544,43.466,,,,,
2284,01/22/22 08:00:00 AM,9.2544,43.466,,,,,
2285,01/22/22 08:15:00 AM,9.2596,43.466,,,,,
2286,01/22/22 08:30:00 AM,9.2596,43.466,,,,,
2287,01/22/22 08:45:00 AM,9.2583,43.648,,,,,
2288,01/22/22 09:00:00 AM,9.2583,43.648,,,,,
2289,01/22/22 09:15:00 AM,9.2586,43.831,,,,,
2290,01/22/22 09:30:00 AM,9.2569,43.831,,,,,
2291,01/22/22 09:45:00 AM,9.2608,44.013,,,,,
2292,01/22/22 10:00:00 AM,9.2594,44.195,,,,,
2293,01/22/22 10:15:00 AM,9.2598,44.379,,,,,
2294,01/22/22 10:30:00 AM,9.2580,44.379,,,,,
2295,01/22/22 10:45:00 AM,9.2583,44.560,,,,,
2296,01/22/22 11:00:00 AM,9.2569,44.742,,,,,
2297,01/22/22 11:15:00 AM,9.2569,44.742,,,,,
2298,01/22/22 11:30:00 AM,9.2573,44.922,,,,,
2299,01/22/22 11:45:00 AM,9.2537,44.922,,,,,
2300,01/22/22 12:00:00 PM,9.2559,45.104,,,,,
2301,01/22/22 12:15:00 PM,9.2559,45.104,,,,,
2302,01/22/22 12:30:00 PM,9.2527,45.286,,,,,
2303,01/22/22 12:45:00 PM,9.2509,45.286,,,,,
2304,01/22/22 01:00:00 PM,9.2512,45.466,,,,,
2305,01/22/22 01:15:00 PM,9.2478,45.466,,,,,
2306,01/22/22 01:30:00 PM,9.2478,45.466,,,,,
2307,01/22/22 01:45:00 PM,9.2446,45.648,,,,,
2308,01/22/22 02:00:00 PM,9.2409,45.648,,,,,
2309,01/22/22 02:15:00 PM,9.2414,45.828,,,,,
2310,01/22/22 02:30:00 PM,9.2364,46.008,,,,,
2311,01/22/22 02:45:00 PM,9.2357,46.548,,,,,
2312,01/22/22 03:00:00 PM,9.2328,46.908,,,,,
2313,01/22/22 03:15:00 PM,9.2318,47.266,,,,,
2314,01/22/22 03:30:00 PM,9.2325,47.624,,,,,
2315,01/22/22 03:45:00 PM,9.2325,47.624,,,,,
2316,01/22/22 04:00:00 PM,9.2289,47.624,,,,,
2317,01/22/22 04:15:00 PM,9.2267,47.446,,,,,
2318,01/22/22 04:30:00 PM,9.2264,47.266,,,,,
2319,01/22/22 04:45:00 PM,9.2261,47.088,,,,,
2320,01/22/22 05:00:00 PM,9.2293,46.908,,,,,
2321,01/22/22 05:15:00 PM,9.2289,46.728,,,,,
2322,01/22/22 05:30:00 PM,9.2269,46.548,,,,,
2323,01/22/22 05:45:00 PM,9.2286,46.548,,,,,
2324,01/22/22 06:00:00 PM,9.2301,46.369,,,,,
2325,01/22/22 06:15:00 PM,9.2350,46.188,,,,,
2326,01/22/22 06:30:00 PM,9.2314,46.188,,,,,
2327,01/22/22 06:45:00 PM,9.2311,46.008,,,,,
2328,01/22/22 07:00:00 PM,9.2343,45.828,,,,,
2329,01/22/22 07:15:00 PM,9.2360,45.828,,,,,
2330,01/22/22 07:30:00 PM,9.2375,45.648,,,,,
2331,01/22/22 07:45:00 PM,9.2389,45.466,,,,,
2332,01/22/22 08:00:00 PM,9.2399,45.104,,,,,
2333,01/22/22 08:15:00 PM,9.2414,44.922,,,,,
2334,01/22/22 08:30:00 PM,9.2463,44.742,,,,,
2335,01/22/22 08:45:00 PM,9.2424,44.560,,,,,
2336,01/22/22 09:00:00 PM,9.2451,44.195,,,,,
2337,01/22/22 09:15:00 PM,9.2502,44.013,,,,,
2338,01/22/22 09:30:00 PM,9.2515,43.831,,,,,
2339,01/22/22 09:45:00 PM,9.2530,43.648,,,,,
2340,01/22/22 10:00:00 PM,9.2525,43.466,,,,,
2341,01/22/22 10:15:00 PM,9.2525,43.466,,,,,
2342,01/22/22 10:30:00 PM,9.2522,43.282,,,,,
2343,01/22/22 10:45:00 PM,9.2522,43.282,,,,,
2344,01/22/22 11:00:00 PM,9.2501,43.099,,,,,
2345,01/22/22 11:15:00 PM,9.2554,43.099,,,,,
2346,01/22/22 11:30:00 PM,9.2533,42.915,,,,,
2347,01/22/22 11:45:00 PM,9.2515,42.915,,,,,
2348,01/23/22 12:00:00 AM,9.2493,42.732,,,,,
