"Título de trazado: LUXabajo_04"
"N.º","Fecha Tiempo, GMT-05:00","Temp, °F (LGR S/N: 10801154, SEN S/N: 10801154, LBL: Blue)","Intensidad, lum/ft² (LGR S/N: 10801154, SEN S/N: 10801154)","Batería mala (LGR S/N: 10801154)","Acoplador adjunto (LGR S/N: 10801154)","Acoplador separado (LGR S/N: 10801154)","Host conectado (LGR S/N: 10801154)","Parado (LGR S/N: 10801154)","Final de archivo (LGR S/N: 10801154)"
3383,08/31/21 04:45:00 PM,45.104,29.0,,,,,,
3384,08/31/21 05:00:00 PM,45.104,40.0,,,,,,
3385,08/31/21 05:15:00 PM,45.104,38.0,,,,,,
3386,08/31/21 05:30:00 PM,44.922,21.0,,,,,,
3387,08/31/21 05:45:00 PM,44.742,6.0,,,,,,
3388,08/31/21 06:00:00 PM,44.742,2.0,,,,,,
3389,08/31/21 06:15:00 PM,44.742,0.0,,,,,,
3390,08/31/21 06:30:00 PM,44.560,0.0,,,,,,
3391,08/31/21 06:45:00 PM,44.560,0.0,,,,,,
3392,08/31/21 07:00:00 PM,44.560,0.0,,,,,,
3393,08/31/21 07:15:00 PM,44.560,0.0,,,,,,
3394,08/31/21 07:30:00 PM,44.379,0.0,,,,,,
3395,08/31/21 07:45:00 PM,44.379,0.0,,,,,,
3396,08/31/21 08:00:00 PM,44.195,0.0,,,,,,
3397,08/31/21 08:15:00 PM,44.195,0.0,,,,,,
3398,08/31/21 08:30:00 PM,44.013,0.0,,,,,,
3399,08/31/21 08:45:00 PM,44.013,0.0,,,,,,
3400,08/31/21 09:00:00 PM,44.013,0.0,,,,,,
3401,08/31/21 09:15:00 PM,43.831,0.0,,,,,,
3402,08/31/21 09:30:00 PM,43.831,0.0,,,,,,
3403,08/31/21 09:45:00 PM,43.831,0.0,,,,,,
3404,08/31/21 10:00:00 PM,43.831,0.0,,,,,,
3405,08/31/21 10:15:00 PM,43.648,0.0,,,,,,
3406,08/31/21 10:30:00 PM,43.648,0.0,,,,,,
3407,08/31/21 10:45:00 PM,43.648,0.0,,,,,,
3408,08/31/21 11:00:00 PM,43.648,0.0,,,,,,
3409,08/31/21 11:15:00 PM,43.466,0.0,,,,,,
3410,08/31/21 11:30:00 PM,43.466,0.0,,,,,,
3411,08/31/21 11:45:00 PM,43.466,0.0,,,,,,
3412,09/01/21 12:00:00 AM,43.466,0.0,,,,,,
3413,09/01/21 12:15:00 AM,43.466,0.0,,,,,,
3414,09/01/21 12:30:00 AM,43.282,0.0,,,,,,
3415,09/01/21 12:45:00 AM,43.282,0.0,,,,,,
3416,09/01/21 01:00:00 AM,43.282,0.0,,,,,,
3417,09/01/21 01:15:00 AM,43.099,0.0,,,,,,
3418,09/01/21 01:30:00 AM,43.099,0.0,,,,,,
3419,09/01/21 01:45:00 AM,43.099,0.0,,,,,,
3420,09/01/21 02:00:00 AM,43.099,0.0,,,,,,
3421,09/01/21 02:15:00 AM,43.099,0.0,,,,,,
3422,09/01/21 02:30:00 AM,43.099,0.0,,,,,,
3423,09/01/21 02:45:00 AM,42.915,0.0,,,,,,
3424,09/01/21 03:00:00 AM,42.915,0.0,,,,,,
3425,09/01/21 03:15:00 AM,42.915,0.0,,,,,,
3426,09/01/21 03:30:00 AM,42.915,0.0,,,,,,
3427,09/01/21 03:45:00 AM,42.915,0.0,,,,,,
3428,09/01/21 04:00:00 AM,42.915,0.0,,,,,,
3429,09/01/21 04:15:00 AM,42.915,0.0,,,,,,
3430,09/01/21 04:30:00 AM,42.915,0.0,,,,,,
3431,09/01/21 04:45:00 AM,42.915,0.0,,,,,,
3432,09/01/21 05:00:00 AM,42.732,0.0,,,,,,
3433,09/01/21 05:15:00 AM,42.732,0.0,,,,,,
3434,09/01/21 05:30:00 AM,42.732,0.0,,,,,,
3435,09/01/21 05:45:00 AM,42.732,0.0,,,,,,
3436,09/01/21 06:00:00 AM,42.732,0.0,,,,,,
3437,09/01/21 06:15:00 AM,42.732,0.0,,,,,,
3438,09/01/21 06:30:00 AM,42.548,5.0,,,,,,
3439,09/01/21 06:45:00 AM,42.548,8.0,,,,,,
3440,09/01/21 07:00:00 AM,42.548,17.0,,,,,,
3441,09/01/21 07:15:00 AM,42.548,22.0,,,,,,
3442,09/01/21 07:30:00 AM,42.548,26.0,,,,,,
3443,09/01/21 07:45:00 AM,42.732,40.0,,,,,,
3444,09/01/21 08:00:00 AM,42.732,44.0,,,,,,
3445,09/01/21 08:15:00 AM,42.915,58.0,,,,,,
3446,09/01/21 08:30:00 AM,42.915,68.0,,,,,,
3447,09/01/21 08:45:00 AM,43.099,55.0,,,,,,
3448,09/01/21 09:00:00 AM,43.099,62.0,,,,,,
3449,09/01/21 09:15:00 AM,43.282,57.0,,,,,,
3450,09/01/21 09:30:00 AM,43.282,108.0,,,,,,
3451,09/01/21 09:45:00 AM,43.648,109.0,,,,,,
3452,09/01/21 10:00:00 AM,43.831,124.0,,,,,,
3453,09/01/21 10:15:00 AM,44.379,115.0,,,,,,
3454,09/01/21 10:30:00 AM,44.922,103.0,,,,,,
3455,09/01/21 10:45:00 AM,45.828,184.0,,,,,,
3456,09/01/21 11:00:00 AM,47.088,464.0,,,,,,
3457,09/01/21 11:15:00 AM,47.982,3584.0,,,,,,
3458,09/01/21 11:30:00 AM,49.228,3584.0,,,,,,
3459,09/01/21 11:45:00 AM,49.759,240.0,,,,,,
3460,09/01/21 12:00:00 PM,50.113,336.0,,,,,,
3461,09/01/21 12:15:00 PM,49.937,152.0,,,,,,
3462,09/01/21 12:30:00 PM,49.759,92.0,,,,,,
3463,09/01/21 12:45:00 PM,49.228,87.0,,,,,,
3464,09/01/21 01:00:00 PM,48.695,52.0,,,,,,
3465,09/01/21 01:15:00 PM,48.517,97.0,,,,,,
3466,09/01/21 01:30:00 PM,48.339,86.0,,,,,,
3467,09/01/21 01:45:00 PM,47.982,61.0,,,,,,
3468,09/01/21 02:00:00 PM,47.982,73.0,,,,,,
3469,09/01/21 02:15:00 PM,47.802,69.0,,,,,,
3470,09/01/21 02:30:00 PM,47.624,114.0,,,,,,
3471,09/01/21 02:45:00 PM,47.446,43.0,,,,,,
3472,09/01/21 03:00:00 PM,47.088,35.0,,,,,,
3473,09/01/21 03:15:00 PM,46.908,62.0,,,,,,
3474,09/01/21 03:30:00 PM,46.728,68.0,,,,,,
3475,09/01/21 03:45:00 PM,46.369,98.0,,,,,,
3476,09/01/21 04:00:00 PM,46.369,65.0,,,,,,
3477,09/01/21 04:15:00 PM,46.369,49.0,,,,,,
3478,09/01/21 04:30:00 PM,46.188,43.0,,,,,,
3479,09/01/21 04:45:00 PM,46.188,38.0,,,,,,
3480,09/01/21 05:00:00 PM,46.008,16.0,,,,,,
3481,09/01/21 05:15:00 PM,45.828,19.0,,,,,,
3482,09/01/21 05:30:00 PM,45.648,14.0,,,,,,
3483,09/01/21 05:45:00 PM,45.648,8.0,,,,,,
3484,09/01/21 06:00:00 PM,45.466,1.0,,,,,,
3485,09/01/21 06:15:00 PM,45.286,0.0,,,,,,
3486,09/01/21 06:30:00 PM,45.104,0.0,,,,,,
3487,09/01/21 06:45:00 PM,45.104,0.0,,,,,,
3488,09/01/21 07:00:00 PM,44.922,0.0,,,,,,
3489,09/01/21 07:15:00 PM,44.742,0.0,,,,,,
3490,09/01/21 07:30:00 PM,44.742,0.0,,,,,,
3491,09/01/21 07:45:00 PM,44.560,0.0,,,,,,
3492,09/01/21 08:00:00 PM,44.379,0.0,,,,,,
3493,09/01/21 08:15:00 PM,44.379,0.0,,,,,,
3494,09/01/21 08:30:00 PM,44.195,0.0,,,,,,
3495,09/01/21 08:45:00 PM,44.195,0.0,,,,,,
3496,09/01/21 09:00:00 PM,44.013,0.0,,,,,,
3497,09/01/21 09:15:00 PM,44.013,0.0,,,,,,
3498,09/01/21 09:30:00 PM,43.831,0.0,,,,,,
3499,09/01/21 09:45:00 PM,43.831,0.0,,,,,,
3500,09/01/21 10:00:00 PM,43.648,0.0,,,,,,
3501,09/01/21 10:15:00 PM,43.648,0.0,,,,,,
3502,09/01/21 10:30:00 PM,43.648,0.0,,,,,,
3503,09/01/21 10:45:00 PM,43.466,0.0,,,,,,
3504,09/01/21 11:00:00 PM,43.466,0.0,,,,,,
3505,09/01/21 11:15:00 PM,43.466,0.0,,,,,,
3506,09/01/21 11:30:00 PM,43.466,0.0,,,,,,
3507,09/01/21 11:45:00 PM,43.282,0.0,,,,,,
3508,09/02/21 12:00:00 AM,43.282,0.0,,,,,,
3509,09/02/21 12:15:00 AM,43.282,0.0,,,,,,
3510,09/02/21 12:30:00 AM,43.282,0.0,,,,,,
3511,09/02/21 12:45:00 AM,43.282,0.0,,,,,,
3512,09/02/21 01:00:00 AM,43.282,0.0,,,,,,
3513,09/02/21 01:15:00 AM,43.282,0.0,,,,,,
3514,09/02/21 01:30:00 AM,43.099,0.0,,,,,,
3515,09/02/21 01:45:00 AM,43.282,0.0,,,,,,
3516,09/02/21 02:00:00 AM,43.282,0.0,,,,,,
3517,09/02/21 02:15:00 AM,43.282,0.0,,,,,,
3518,09/02/21 02:30:00 AM,43.282,0.0,,,,,,
3519,09/02/21 02:45:00 AM,43.282,0.0,,,,,,
3520,09/02/21 03:00:00 AM,43.282,0.0,,,,,,
3521,09/02/21 03:15:00 AM,43.099,0.0,,,,,,
3522,09/02/21 03:30:00 AM,42.915,0.0,,,,,,
3523,09/02/21 03:45:00 AM,42.732,0.0,,,,,,
3524,09/02/21 04:00:00 AM,42.363,0.0,,,,,,
3525,09/02/21 04:15:00 AM,42.179,0.0,,,,,,
3526,09/02/21 04:30:00 AM,41.994,0.0,,,,,,
3527,09/02/21 04:45:00 AM,41.810,0.0,,,,,,
3528,09/02/21 05:00:00 AM,41.625,0.0,,,,,,
3529,09/02/21 05:15:00 AM,41.625,0.0,,,,,,
3530,09/02/21 05:30:00 AM,41.625,0.0,,,,,,
3531,09/02/21 05:45:00 AM,41.625,0.0,,,,,,
3532,09/02/21 06:00:00 AM,41.625,0.0,,,,,,
3533,09/02/21 06:15:00 AM,41.810,1.0,,,,,,
3534,09/02/21 06:30:00 AM,41.810,2.0,,,,,,
3535,09/02/21 06:45:00 AM,41.810,4.0,,,,,,
3536,09/02/21 07:00:00 AM,41.810,14.0,,,,,,
3537,09/02/21 07:15:00 AM,41.994,28.0,,,,,,
3538,09/02/21 07:30:00 AM,41.994,18.0,,,,,,
3539,09/02/21 07:45:00 AM,42.179,4.0,,,,,,
3540,09/02/21 08:00:00 AM,42.179,30.0,,,,,,
3541,09/02/21 08:15:00 AM,42.363,34.0,,,,,,
3542,09/02/21 08:30:00 AM,42.548,32.0,,,,,,
3543,09/02/21 08:45:00 AM,42.915,42.0,,,,,,
3544,09/02/21 09:00:00 AM,43.099,61.0,,,,,,
3545,09/02/21 09:15:00 AM,43.466,56.0,,,,,,
3546,09/02/21 09:30:00 AM,43.648,111.0,,,,,,
3547,09/02/21 09:45:00 AM,44.013,68.0,,,,,,
3548,09/02/21 10:00:00 AM,44.379,118.0,,,,,,
3549,09/02/21 10:15:00 AM,44.742,60.0,,,,,,
3550,09/02/21 10:30:00 AM,44.922,90.0,,,,,,
3551,09/02/21 10:45:00 AM,45.286,95.0,,,,,,
3552,09/02/21 11:00:00 AM,45.466,111.0,,,,,,
3553,09/02/21 11:15:00 AM,45.648,84.0,,,,,,
3554,09/02/21 11:30:00 AM,45.828,100.0,,,,,,
3555,09/02/21 11:45:00 AM,46.188,126.0,,,,,,
3556,09/02/21 12:00:00 PM,46.369,128.0,,,,,,
3557,09/02/21 12:15:00 PM,46.369,64.0,,,,,,
3558,09/02/21 12:30:00 PM,46.369,56.0,,,,,,
3559,09/02/21 12:45:00 PM,46.548,200.0,,,,,,
3560,09/02/21 01:00:00 PM,46.908,208.0,,,,,,
3561,09/02/21 01:15:00 PM,47.266,248.0,,,,,,
3562,09/02/21 01:30:00 PM,47.802,256.0,,,,,,
3563,09/02/21 01:45:00 PM,47.982,248.0,,,,,,
3564,09/02/21 02:00:00 PM,48.339,85.0,,,,,,
3565,09/02/21 02:15:00 PM,48.517,58.0,,,,,,
3566,09/02/21 02:30:00 PM,48.695,86.0,,,,,,
3567,09/02/21 02:45:00 PM,48.695,84.0,,,,,,
3568,09/02/21 03:00:00 PM,48.871,43.0,,,,,,
3569,09/02/21 03:15:00 PM,48.695,71.0,,,,,,
3570,09/02/21 03:30:00 PM,48.517,48.0,,,,,,
3571,09/02/21 03:45:00 PM,48.339,39.0,,,,,,
3572,09/02/21 04:00:00 PM,48.339,79.0,,,,,,
3573,09/02/21 04:15:00 PM,48.339,32.0,,,,,,
3574,09/02/21 04:30:00 PM,48.160,49.0,,,,,,
3575,09/02/21 04:45:00 PM,48.160,49.0,,,,,,
3576,09/02/21 05:00:00 PM,48.160,30.0,,,,,,
3577,09/02/21 05:15:00 PM,47.982,14.0,,,,,,
3578,09/02/21 05:30:00 PM,47.802,1.0,,,,,,
3579,09/02/21 05:45:00 PM,47.624,0.0,,,,,,
3580,09/02/21 06:00:00 PM,47.624,0.0,,,,,,
3581,09/02/21 06:15:00 PM,47.446,0.0,,,,,,
3582,09/02/21 06:30:00 PM,47.266,0.0,,,,,,
3583,09/02/21 06:45:00 PM,46.908,0.0,,,,,,
3584,09/02/21 07:00:00 PM,46.908,0.0,,,,,,
3585,09/02/21 07:15:00 PM,46.548,0.0,,,,,,
3586,09/02/21 07:30:00 PM,46.548,0.0,,,,,,
3587,09/02/21 07:45:00 PM,46.369,0.0,,,,,,
3588,09/02/21 08:00:00 PM,46.369,0.0,,,,,,
3589,09/02/21 08:15:00 PM,46.188,0.0,,,,,,
3590,09/02/21 08:30:00 PM,46.008,0.0,,,,,,
3591,09/02/21 08:45:00 PM,46.008,0.0,,,,,,
3592,09/02/21 09:00:00 PM,45.828,0.0,,,,,,
3593,09/02/21 09:15:00 PM,45.648,0.0,,,,,,
3594,09/02/21 09:30:00 PM,45.648,0.0,,,,,,
3595,09/02/21 09:45:00 PM,45.466,0.0,,,,,,
3596,09/02/21 10:00:00 PM,45.286,0.0,,,,,,
3597,09/02/21 10:15:00 PM,45.286,0.0,,,,,,
3598,09/02/21 10:30:00 PM,45.104,0.0,,,,,,
3599,09/02/21 10:45:00 PM,45.104,0.0,,,,,,
3600,09/02/21 11:00:00 PM,44.922,0.0,,,,,,
3601,09/02/21 11:15:00 PM,44.922,0.0,,,,,,
3602,09/02/21 11:30:00 PM,44.922,0.0,,,,,,
3603,09/02/21 11:45:00 PM,44.742,0.0,,,,,,
3604,09/03/21 12:00:00 AM,44.742,0.0,,,,,,
3605,09/03/21 12:15:00 AM,44.742,0.0,,,,,,
3606,09/03/21 12:30:00 AM,44.560,0.0,,,,,,
3607,09/03/21 12:45:00 AM,44.560,0.0,,,,,,
3608,09/03/21 01:00:00 AM,44.560,0.0,,,,,,
3609,09/03/21 01:15:00 AM,44.560,0.0,,,,,,
3610,09/03/21 01:30:00 AM,44.379,0.0,,,,,,
3611,09/03/21 01:45:00 AM,44.379,0.0,,,,,,
3612,09/03/21 02:00:00 AM,44.379,0.0,,,,,,
3613,09/03/21 02:15:00 AM,44.379,0.0,,,,,,
3614,09/03/21 02:30:00 AM,44.195,0.0,,,,,,
3615,09/03/21 02:45:00 AM,44.195,0.0,,,,,,
3616,09/03/21 03:00:00 AM,44.013,0.0,,,,,,
3617,09/03/21 03:15:00 AM,43.831,0.0,,,,,,
3618,09/03/21 03:30:00 AM,43.831,0.0,,,,,,
3619,09/03/21 03:45:00 AM,43.831,0.0,,,,,,
3620,09/03/21 04:00:00 AM,43.648,0.0,,,,,,
3621,09/03/21 04:15:00 AM,43.648,0.0,,,,,,
3622,09/03/21 04:30:00 AM,43.648,0.0,,,,,,
3623,09/03/21 04:45:00 AM,43.648,0.0,,,,,,
3624,09/03/21 05:00:00 AM,43.466,0.0,,,,,,
3625,09/03/21 05:15:00 AM,43.466,0.0,,,,,,
3626,09/03/21 05:30:00 AM,43.466,0.0,,,,,,
3627,09/03/21 05:45:00 AM,43.466,0.0,,,,,,
3628,09/03/21 06:00:00 AM,43.466,0.0,,,,,,
3629,09/03/21 06:15:00 AM,43.466,0.0,,,,,,
3630,09/03/21 06:30:00 AM,43.466,0.0,,,,,,
3631,09/03/21 06:45:00 AM,43.466,4.0,,,,,,
3632,09/03/21 07:00:00 AM,43.466,4.0,,,,,,
3633,09/03/21 07:15:00 AM,43.466,7.0,,,,,,
3634,09/03/21 07:30:00 AM,43.466,12.0,,,,,,
3635,09/03/21 07:45:00 AM,43.466,10.0,,,,,,
3636,09/03/21 08:00:00 AM,43.466,18.0,,,,,,
3637,09/03/21 08:15:00 AM,43.466,25.0,,,,,,
3638,09/03/21 08:30:00 AM,43.466,27.0,,,,,,
3639,09/03/21 08:45:00 AM,43.466,42.0,,,,,,
3640,09/03/21 09:00:00 AM,43.648,74.0,,,,,,
3641,09/03/21 09:15:00 AM,43.648,43.0,,,,,,
3642,09/03/21 09:30:00 AM,43.831,121.0,,,,,,
3643,09/03/21 09:45:00 AM,44.013,126.0,,,,,,
3644,09/03/21 10:00:00 AM,44.195,51.0,,,,,,
3645,09/03/21 10:15:00 AM,44.379,70.0,,,,,,
3646,09/03/21 10:30:00 AM,44.560,86.0,,,,,,
3647,09/03/21 10:45:00 AM,44.560,136.0,,,,,,
3648,09/03/21 11:00:00 AM,44.742,60.0,,,,,,
3649,09/03/21 11:15:00 AM,44.742,168.0,,,,,,
3650,09/03/21 11:30:00 AM,45.104,240.0,,,,,,
3651,09/03/21 11:45:00 AM,45.286,256.0,,,,,,
3652,09/03/21 12:00:00 PM,45.466,98.0,,,,,,
3653,09/03/21 12:15:00 PM,45.648,123.0,,,,,,
3654,09/03/21 12:30:00 PM,45.828,152.0,,,,,,
3655,09/03/21 12:45:00 PM,45.828,128.0,,,,,,
3656,09/03/21 01:00:00 PM,46.188,200.0,,,,,,
3657,09/03/21 01:15:00 PM,46.548,152.0,,,,,,
3658,09/03/21 01:30:00 PM,46.908,124.0,,,,,,
3659,09/03/21 01:45:00 PM,47.446,122.0,,,,,,
3660,09/03/21 02:00:00 PM,47.624,95.0,,,,,,
3661,09/03/21 02:15:00 PM,47.982,101.0,,,,,,
3662,09/03/21 02:30:00 PM,47.982,95.0,,,,,,
3663,09/03/21 02:45:00 PM,47.982,85.0,,,,,,
3664,09/03/21 03:00:00 PM,47.982,116.0,,,,,,
3665,09/03/21 03:15:00 PM,48.339,94.0,,,,,,
3666,09/03/21 03:30:00 PM,48.517,83.0,,,,,,
3667,09/03/21 03:45:00 PM,48.517,54.0,,,,,,
3668,09/03/21 04:00:00 PM,48.339,29.0,,,,,,
3669,09/03/21 04:15:00 PM,48.160,9.0,,,,,,
3670,09/03/21 04:30:00 PM,47.982,6.0,,,,,,
3671,09/03/21 04:45:00 PM,47.624,1.0,,,,,,
3672,09/03/21 05:00:00 PM,47.266,1.0,,,,,,
3673,09/03/21 05:15:00 PM,46.728,5.0,,,,,,
3674,09/03/21 05:30:00 PM,46.369,6.0,,,,,,
3675,09/03/21 05:45:00 PM,45.828,3.0,,,,,,
3676,09/03/21 06:00:00 PM,45.648,3.0,,,,,,
3677,09/03/21 06:15:00 PM,45.466,0.0,,,,,,
3678,09/03/21 06:30:00 PM,45.286,0.0,,,,,,
3679,09/03/21 06:45:00 PM,45.104,0.0,,,,,,
3680,09/03/21 07:00:00 PM,44.922,0.0,,,,,,
3681,09/03/21 07:15:00 PM,44.742,0.0,,,,,,
3682,09/03/21 07:30:00 PM,44.560,0.0,,,,,,
3683,09/03/21 07:45:00 PM,44.560,0.0,,,,,,
3684,09/03/21 08:00:00 PM,44.560,0.0,,,,,,
3685,09/03/21 08:15:00 PM,44.379,0.0,,,,,,
3686,09/03/21 08:30:00 PM,44.379,0.0,,,,,,
3687,09/03/21 08:45:00 PM,44.195,0.0,,,,,,
3688,09/03/21 09:00:00 PM,44.195,0.0,,,,,,
3689,09/03/21 09:15:00 PM,44.195,0.0,,,,,,
3690,09/03/21 09:30:00 PM,44.013,0.0,,,,,,
3691,09/03/21 09:45:00 PM,44.013,0.0,,,,,,
3692,09/03/21 10:00:00 PM,44.013,0.0,,,,,,
3693,09/03/21 10:15:00 PM,44.013,0.0,,,,,,
3694,09/03/21 10:30:00 PM,44.013,0.0,,,,,,
3695,09/03/21 10:45:00 PM,43.831,0.0,,,,,,
3696,09/03/21 11:00:00 PM,43.831,0.0,,,,,,
3697,09/03/21 11:15:00 PM,43.831,0.0,,,,,,
3698,09/03/21 11:30:00 PM,43.831,0.0,,,,,,
3699,09/03/21 11:45:00 PM,43.831,0.0,,,,,,
3700,09/04/21 12:00:00 AM,43.831,0.0,,,,,,
3701,09/04/21 12:15:00 AM,43.831,0.0,,,,,,
3702,09/04/21 12:30:00 AM,43.831,0.0,,,,,,
3703,09/04/21 12:45:00 AM,43.831,0.0,,,,,,
3704,09/04/21 01:00:00 AM,43.831,0.0,,,,,,
3705,09/04/21 01:15:00 AM,43.831,0.0,,,,,,
3706,09/04/21 01:30:00 AM,43.831,0.0,,,,,,
3707,09/04/21 01:45:00 AM,43.831,0.0,,,,,,
3708,09/04/21 02:00:00 AM,43.831,0.0,,,,,,
3709,09/04/21 02:15:00 AM,43.831,0.0,,,,,,
3710,09/04/21 02:30:00 AM,43.831,0.0,,,,,,
3711,09/04/21 02:45:00 AM,43.648,0.0,,,,,,
3712,09/04/21 03:00:00 AM,43.648,0.0,,,,,,
3713,09/04/21 03:15:00 AM,43.648,0.0,,,,,,
3714,09/04/21 03:30:00 AM,43.648,0.0,,,,,,
3715,09/04/21 03:45:00 AM,43.648,0.0,,,,,,
3716,09/04/21 04:00:00 AM,43.648,0.0,,,,,,
3717,09/04/21 04:15:00 AM,43.466,0.0,,,,,,
3718,09/04/21 04:30:00 AM,43.466,0.0,,,,,,
3719,09/04/21 04:45:00 AM,43.466,0.0,,,,,,
3720,09/04/21 05:00:00 AM,43.466,0.0,,,,,,
3721,09/04/21 05:15:00 AM,43.466,0.0,,,,,,
3722,09/04/21 05:30:00 AM,43.466,0.0,,,,,,
3723,09/04/21 05:45:00 AM,43.466,0.0,,,,,,
3724,09/04/21 06:00:00 AM,43.282,0.0,,,,,,
3725,09/04/21 06:15:00 AM,43.282,0.0,,,,,,
3726,09/04/21 06:30:00 AM,43.282,2.0,,,,,,
3727,09/04/21 06:45:00 AM,43.282,4.0,,,,,,
3728,09/04/21 07:00:00 AM,43.282,4.0,,,,,,
3729,09/04/21 07:15:00 AM,43.282,4.0,,,,,,
3730,09/04/21 07:30:00 AM,43.282,5.0,,,,,,
3731,09/04/21 07:45:00 AM,43.282,13.0,,,,,,
3732,09/04/21 08:00:00 AM,43.282,14.0,,,,,,
3733,09/04/21 08:15:00 AM,43.282,12.0,,,,,,
3734,09/04/21 08:30:00 AM,43.282,39.0,,,,,,
3735,09/04/21 08:45:00 AM,43.282,28.0,,,,,,
3736,09/04/21 09:00:00 AM,43.466,33.0,,,,,,
3737,09/04/21 09:15:00 AM,43.466,43.0,,,,,,
3738,09/04/21 09:30:00 AM,43.648,61.0,,,,,,
3739,09/04/21 09:45:00 AM,43.648,78.0,,,,,,
3740,09/04/21 10:00:00 AM,43.831,46.0,,,,,,
3741,09/04/21 10:15:00 AM,44.013,52.0,,,,,,
3742,09/04/21 10:30:00 AM,44.013,49.0,,,,,,
3743,09/04/21 10:45:00 AM,44.013,75.0,,,,,,
3744,09/04/21 11:00:00 AM,44.195,84.0,,,,,,
3745,09/04/21 11:15:00 AM,44.195,43.0,,,,,,
3746,09/04/21 11:30:00 AM,44.379,101.0,,,,,,
3747,09/04/21 11:45:00 AM,44.560,50.0,,,,,,
3748,09/04/21 12:00:00 PM,44.560,98.0,,,,,,
3749,09/04/21 12:15:00 PM,44.742,42.0,,,,,,
3750,09/04/21 12:30:00 PM,44.742,45.0,,,,,,
3751,09/04/21 12:45:00 PM,44.922,52.0,,,,,,
3752,09/04/21 01:00:00 PM,44.922,52.0,,,,,,
3753,09/04/21 01:15:00 PM,44.922,34.0,,,,,,
3754,09/04/21 01:30:00 PM,45.104,60.0,,,,,,
3755,09/04/21 01:45:00 PM,45.104,111.0,,,,,,
3756,09/04/21 02:00:00 PM,45.286,71.0,,,,,,
3757,09/04/21 02:15:00 PM,45.466,50.0,,,,,,
3758,09/04/21 02:30:00 PM,45.828,136.0,,,,,,
3759,09/04/21 02:45:00 PM,46.008,224.0,,,,,,
3760,09/04/21 03:00:00 PM,46.008,63.0,,,,,,
3761,09/04/21 03:15:00 PM,46.188,70.0,,,,,,
3762,09/04/21 03:30:00 PM,46.369,83.0,,,,,,
3763,09/04/21 03:45:00 PM,46.369,71.0,,,,,,
3764,09/04/21 04:00:00 PM,46.548,13.0,,,,,,
3765,09/04/21 04:15:00 PM,46.548,32.0,,,,,,
3766,09/04/21 04:30:00 PM,46.369,23.0,,,,,,
3767,09/04/21 04:45:00 PM,46.369,34.0,,,,,,
3768,09/04/21 05:00:00 PM,46.188,6.0,,,,,,
3769,09/04/21 05:15:00 PM,46.188,2.0,,,,,,
3770,09/04/21 05:30:00 PM,46.008,10.0,,,,,,
3771,09/04/21 05:45:00 PM,45.828,30.0,,,,,,
3772,09/04/21 06:00:00 PM,45.828,8.0,,,,,,
3773,09/04/21 06:15:00 PM,45.648,0.0,,,,,,
3774,09/04/21 06:30:00 PM,45.466,0.0,,,,,,
3775,09/04/21 06:45:00 PM,45.286,0.0,,,,,,
3776,09/04/21 07:00:00 PM,44.922,0.0,,,,,,
3777,09/04/21 07:15:00 PM,44.742,0.0,,,,,,
3778,09/04/21 07:30:00 PM,44.379,0.0,,,,,,
3779,09/04/21 07:45:00 PM,44.195,0.0,,,,,,
3780,09/04/21 08:00:00 PM,43.831,0.0,,,,,,
3781,09/04/21 08:15:00 PM,43.831,0.0,,,,,,
3782,09/04/21 08:30:00 PM,43.648,0.0,,,,,,
3783,09/04/21 08:45:00 PM,43.466,0.0,,,,,,
3784,09/04/21 09:00:00 PM,43.282,0.0,,,,,,
3785,09/04/21 09:15:00 PM,43.099,0.0,,,,,,
3786,09/04/21 09:30:00 PM,43.099,0.0,,,,,,
3787,09/04/21 09:45:00 PM,42.915,0.0,,,,,,
3788,09/04/21 10:00:00 PM,42.915,0.0,,,,,,
3789,09/04/21 10:15:00 PM,42.732,0.0,,,,,,
3790,09/04/21 10:30:00 PM,42.732,0.0,,,,,,
3791,09/04/21 10:45:00 PM,42.732,0.0,,,,,,
3792,09/04/21 11:00:00 PM,42.732,0.0,,,,,,
3793,09/04/21 11:15:00 PM,42.732,0.0,,,,,,
3794,09/04/21 11:30:00 PM,42.732,0.0,,,,,,
3795,09/04/21 11:45:00 PM,42.732,0.0,,,,,,
3796,09/05/21 12:00:00 AM,42.732,0.0,,,,,,
3797,09/05/21 12:15:00 AM,42.732,0.0,,,,,,
3798,09/05/21 12:30:00 AM,42.548,0.0,,,,,,
3799,09/05/21 12:45:00 AM,42.548,0.0,,,,,,
3800,09/05/21 01:00:00 AM,42.548,0.0,,,,,,
3801,09/05/21 01:15:00 AM,42.363,0.0,,,,,,
3802,09/05/21 01:30:00 AM,42.363,0.0,,,,,,
3803,09/05/21 01:45:00 AM,42.363,0.0,,,,,,
3804,09/05/21 02:00:00 AM,42.363,0.0,,,,,,
3805,09/05/21 02:15:00 AM,42.179,0.0,,,,,,
3806,09/05/21 02:30:00 AM,42.179,0.0,,,,,,
3807,09/05/21 02:45:00 AM,42.179,0.0,,,,,,
3808,09/05/21 03:00:00 AM,41.994,0.0,,,,,,
3809,09/05/21 03:15:00 AM,41.994,0.0,,,,,,
3810,09/05/21 03:30:00 AM,41.994,0.0,,,,,,
3811,09/05/21 03:45:00 AM,41.994,0.0,,,,,,
