"Plot Title: DO_02"
"#","Date Time, GMT-05:00","DO conc, mg/L (LGR S/N: 20645540, SEN S/N: 20645540)","Temp, °C (LGR S/N: 20645540, SEN S/N: 20645540)","Expired Sensor Cap (LGR S/N: 20645540)","Coupler Attached (LGR S/N: 20645540)","Host Connected (LGR S/N: 20645540)","Stopped (LGR S/N: 20645540)","End Of File (LGR S/N: 20645540)"
1866,11/08/21 10:30:00 PM,0.00,6.22,,,,,
1867,11/08/21 10:45:00 PM,0.00,6.30,,,,,
1868,11/08/21 11:00:00 PM,0.00,6.26,,,,,
1869,11/08/21 11:15:00 PM,0.00,6.12,,,,,
1870,11/08/21 11:30:00 PM,0.00,5.94,,,,,
1871,11/08/21 11:45:00 PM,0.00,6.00,,,,,
1872,11/09/21 12:00:00 AM,0.00,6.12,,,,,
1873,11/09/21 12:15:00 AM,-0.01,6.22,,,,,
1874,11/09/21 12:30:00 AM,-0.01,6.34,,,,,
1875,11/09/21 12:45:00 AM,-0.01,6.36,,,,,
1876,11/09/21 01:00:00 AM,-0.01,6.36,,,,,
1877,11/09/21 01:15:00 AM,-0.01,6.40,,,,,
1878,11/09/21 01:30:00 AM,-0.01,6.46,,,,,
1879,11/09/21 01:45:00 AM,-0.01,6.54,,,,,
1880,11/09/21 02:00:00 AM,-0.01,6.58,,,,,
1881,11/09/21 02:15:00 AM,-0.01,6.56,,,,,
1882,11/09/21 02:30:00 AM,-0.01,6.52,,,,,
1883,11/09/21 02:45:00 AM,-0.01,6.50,,,,,
1884,11/09/21 03:00:00 AM,-0.01,6.54,,,,,
1885,11/09/21 03:15:00 AM,-0.01,6.56,,,,,
1886,11/09/21 03:30:00 AM,-0.01,6.58,,,,,
1887,11/09/21 03:45:00 AM,-0.01,6.58,,,,,
1888,11/09/21 04:00:00 AM,-0.01,6.58,,,,,
1889,11/09/21 04:15:00 AM,-0.01,6.54,,,,,
1890,11/09/21 04:30:00 AM,-0.01,6.50,,,,,
1891,11/09/21 04:45:00 AM,-0.01,6.48,,,,,
1892,11/09/21 05:00:00 AM,-0.01,6.48,,,,,
1893,11/09/21 05:15:00 AM,-0.01,6.50,,,,,
1894,11/09/21 05:30:00 AM,-0.01,6.52,,,,,
1895,11/09/21 05:45:00 AM,-0.01,6.54,,,,,
1896,11/09/21 06:00:00 AM,-0.01,6.56,,,,,
1897,11/09/21 06:15:00 AM,-0.01,6.56,,,,,
1898,11/09/21 06:30:00 AM,-0.01,6.56,,,,,
1899,11/09/21 06:45:00 AM,-0.01,6.58,,,,,
1900,11/09/21 07:00:00 AM,-0.01,6.60,,,,,
1901,11/09/21 07:15:00 AM,-0.01,6.66,,,,,
1902,11/09/21 07:30:00 AM,-0.01,6.66,,,,,
1903,11/09/21 07:45:00 AM,-0.01,6.68,,,,,
1904,11/09/21 08:00:00 AM,-0.01,6.70,,,,,
1905,11/09/21 08:15:00 AM,-0.01,6.76,,,,,
1906,11/09/21 08:30:00 AM,-0.01,6.84,,,,,
1907,11/09/21 08:45:00 AM,-0.01,6.82,,,,,
1908,11/09/21 09:00:00 AM,-0.01,6.88,,,,,
1909,11/09/21 09:15:00 AM,-0.01,6.94,,,,,
1910,11/09/21 09:30:00 AM,-0.01,7.04,,,,,
1911,11/09/21 09:45:00 AM,-0.01,7.18,,,,,
1912,11/09/21 10:00:00 AM,-0.01,7.28,,,,,
1913,11/09/21 10:15:00 AM,-0.01,7.38,,,,,
1914,11/09/21 10:30:00 AM,-0.01,7.44,,,,,
1915,11/09/21 10:45:00 AM,-0.01,7.54,,,,,
1916,11/09/21 11:00:00 AM,-0.02,7.70,,,,,
1917,11/09/21 11:15:00 AM,-0.02,7.86,,,,,
1918,11/09/21 11:30:00 AM,-0.02,7.94,,,,,
1919,11/09/21 11:45:00 AM,-0.02,7.94,,,,,
1920,11/09/21 12:00:00 PM,-0.02,7.92,,,,,
1921,11/09/21 12:15:00 PM,-0.02,8.00,,,,,
1922,11/09/21 12:30:00 PM,-0.02,8.22,,,,,
1923,11/09/21 12:45:00 PM,-0.02,8.50,,,,,
1924,11/09/21 01:00:00 PM,-0.02,8.74,,,,,
1925,11/09/21 01:15:00 PM,-0.02,8.96,,,,,
1926,11/09/21 01:30:00 PM,-0.02,9.26,,,,,
1927,11/09/21 01:45:00 PM,-0.03,9.70,,,,,
1928,11/09/21 02:00:00 PM,-0.03,10.00,,,,,
1929,11/09/21 02:15:00 PM,-0.03,10.18,,,,,
1930,11/09/21 02:30:00 PM,-0.03,10.20,,,,,
1931,11/09/21 02:45:00 PM,-0.03,10.16,,,,,
1932,11/09/21 03:00:00 PM,-0.02,10.12,,,,,
1933,11/09/21 03:15:00 PM,-0.02,9.94,,,,,
1934,11/09/21 03:30:00 PM,-0.02,9.74,,,,,
1935,11/09/21 03:45:00 PM,-0.02,9.48,,,,,
1936,11/09/21 04:00:00 PM,-0.02,9.24,,,,,
1937,11/09/21 04:15:00 PM,-0.02,9.10,,,,,
1938,11/09/21 04:30:00 PM,-0.02,8.98,,,,,
1939,11/09/21 04:45:00 PM,-0.01,8.86,,,,,
1940,11/09/21 05:00:00 PM,-0.01,8.72,,,,,
1941,11/09/21 05:15:00 PM,-0.01,8.58,,,,,
1942,11/09/21 05:30:00 PM,0.43,8.38,,,,,
1943,11/09/21 05:45:00 PM,0.37,8.20,,,,,
1944,11/09/21 06:00:00 PM,0.14,8.04,,,,,
1945,11/09/21 06:15:00 PM,0.04,7.86,,,,,
1946,11/09/21 06:30:00 PM,0.00,7.72,,,,,
1947,11/09/21 06:45:00 PM,0.00,7.62,,,,,
1948,11/09/21 07:00:00 PM,-0.01,7.52,,,,,
1949,11/09/21 07:15:00 PM,-0.01,7.40,,,,,
1950,11/09/21 07:30:00 PM,-0.01,7.32,,,,,
1951,11/09/21 07:45:00 PM,-0.01,7.28,,,,,
1952,11/09/21 08:00:00 PM,-0.01,7.26,,,,,
1953,11/09/21 08:15:00 PM,-0.01,7.22,,,,,
1954,11/09/21 08:30:00 PM,-0.01,7.16,,,,,
1955,11/09/21 08:45:00 PM,-0.01,7.14,,,,,
1956,11/09/21 09:00:00 PM,-0.01,7.08,,,,,
1957,11/09/21 09:15:00 PM,-0.01,7.02,,,,,
1958,11/09/21 09:30:00 PM,-0.01,6.98,,,,,
1959,11/09/21 09:45:00 PM,-0.01,6.96,,,,,
1960,11/09/21 10:00:00 PM,-0.01,6.92,,,,,
1961,11/09/21 10:15:00 PM,-0.01,6.88,,,,,
1962,11/09/21 10:30:00 PM,-0.01,6.84,,,,,
1963,11/09/21 10:45:00 PM,-0.01,6.80,,,,,
1964,11/09/21 11:00:00 PM,-0.01,6.74,,,,,
1965,11/09/21 11:15:00 PM,-0.01,6.68,,,,,
1966,11/09/21 11:30:00 PM,-0.01,6.66,,,,,
1967,11/09/21 11:45:00 PM,-0.01,6.68,,,,,
1968,11/10/21 12:00:00 AM,-0.01,6.70,,,,,
1969,11/10/21 12:15:00 AM,-0.01,6.72,,,,,
1970,11/10/21 12:30:00 AM,-0.01,6.72,,,,,
1971,11/10/21 12:45:00 AM,-0.01,6.72,,,,,
1972,11/10/21 01:00:00 AM,-0.01,6.72,,,,,
1973,11/10/21 01:15:00 AM,-0.01,6.70,,,,,
1974,11/10/21 01:30:00 AM,-0.01,6.68,,,,,
1975,11/10/21 01:45:00 AM,-0.01,6.66,,,,,
1976,11/10/21 02:00:00 AM,-0.01,6.66,,,,,
1977,11/10/21 02:15:00 AM,-0.01,6.66,,,,,
1978,11/10/21 02:30:00 AM,-0.01,6.66,,,,,
1979,11/10/21 02:45:00 AM,-0.01,6.64,,,,,
1980,11/10/21 03:00:00 AM,-0.01,6.62,,,,,
1981,11/10/21 03:15:00 AM,-0.01,6.60,,,,,
1982,11/10/21 03:30:00 AM,-0.01,6.56,,,,,
1983,11/10/21 03:45:00 AM,-0.01,6.54,,,,,
1984,11/10/21 04:00:00 AM,-0.01,6.50,,,,,
1985,11/10/21 04:15:00 AM,-0.01,6.48,,,,,
1986,11/10/21 04:30:00 AM,-0.01,6.48,,,,,
1987,11/10/21 04:45:00 AM,-0.01,6.48,,,,,
1988,11/10/21 05:00:00 AM,-0.01,6.48,,,,,
1989,11/10/21 05:15:00 AM,-0.01,6.48,,,,,
1990,11/10/21 05:30:00 AM,-0.01,6.46,,,,,
1991,11/10/21 05:45:00 AM,-0.01,6.44,,,,,
1992,11/10/21 06:00:00 AM,-0.01,6.44,,,,,
1993,11/10/21 06:15:00 AM,-0.01,6.44,,,,,
1994,11/10/21 06:30:00 AM,-0.01,6.42,,,,,
1995,11/10/21 06:45:00 AM,-0.01,6.40,,,,,
1996,11/10/21 07:00:00 AM,-0.01,6.40,,,,,
1997,11/10/21 07:15:00 AM,-0.01,6.44,,,,,
1998,11/10/21 07:30:00 AM,-0.01,6.52,,,,,
1999,11/10/21 07:45:00 AM,-0.01,6.62,,,,,
2000,11/10/21 08:00:00 AM,-0.01,6.80,,,,,
2001,11/10/21 08:15:00 AM,-0.01,7.04,,,,,
2002,11/10/21 08:30:00 AM,-0.01,7.20,,,,,
2003,11/10/21 08:45:00 AM,-0.01,7.30,,,,,
2004,11/10/21 09:00:00 AM,-0.01,7.38,,,,,
2005,11/10/21 09:15:00 AM,-0.01,7.42,,,,,
2006,11/10/21 09:30:00 AM,-0.01,7.50,,,,,
2007,11/10/21 09:45:00 AM,-0.01,7.58,,,,,
2008,11/10/21 10:00:00 AM,-0.01,7.70,,,,,
2009,11/10/21 10:15:00 AM,-0.02,7.94,,,,,
2010,11/10/21 10:30:00 AM,-0.02,8.18,,,,,
2011,11/10/21 10:45:00 AM,-0.02,8.28,,,,,
2012,11/10/21 11:00:00 AM,-0.02,8.34,,,,,
2013,11/10/21 11:15:00 AM,-0.02,8.36,,,,,
2014,11/10/21 11:30:00 AM,-0.02,8.28,,,,,
2015,11/10/21 11:45:00 AM,-0.02,8.24,,,,,
2016,11/10/21 12:00:00 PM,-0.02,8.32,,,,,
2017,11/10/21 12:15:00 PM,-0.02,8.42,,,,,
2018,11/10/21 12:30:00 PM,-0.02,8.64,,,,,
2019,11/10/21 12:45:00 PM,-0.02,8.92,,,,,
2020,11/10/21 01:00:00 PM,-0.02,9.28,,,,,
2021,11/10/21 01:15:00 PM,-0.03,9.80,,,,,
2022,11/10/21 01:30:00 PM,-0.03,10.36,,,,,
2023,11/10/21 01:45:00 PM,-0.03,10.66,,,,,
2024,11/10/21 02:00:00 PM,-0.03,10.40,,,,,
2025,11/10/21 02:15:00 PM,-0.02,10.20,,,,,
2026,11/10/21 02:30:00 PM,-0.02,10.14,,,,,
2027,11/10/21 02:45:00 PM,-0.02,10.04,,,,,
2028,11/10/21 03:00:00 PM,-0.02,9.98,,,,,
2029,11/10/21 03:15:00 PM,-0.02,9.84,,,,,
2030,11/10/21 03:30:00 PM,-0.02,9.64,,,,,
2031,11/10/21 03:45:00 PM,-0.02,9.36,,,,,
2032,11/10/21 04:00:00 PM,-0.02,9.08,,,,,
2033,11/10/21 04:15:00 PM,-0.01,8.84,,,,,
2034,11/10/21 04:30:00 PM,-0.01,8.66,,,,,
2035,11/10/21 04:45:00 PM,-0.01,8.48,,,,,
2036,11/10/21 05:00:00 PM,-0.01,8.30,,,,,
2037,11/10/21 05:15:00 PM,-0.01,8.14,,,,,
2038,11/10/21 05:30:00 PM,-0.01,8.02,,,,,
2039,11/10/21 05:45:00 PM,-0.01,7.88,,,,,
2040,11/10/21 06:00:00 PM,-0.01,7.80,,,,,
2041,11/10/21 06:15:00 PM,-0.01,7.72,,,,,
2042,11/10/21 06:30:00 PM,-0.01,7.60,,,,,
2043,11/10/21 06:45:00 PM,-0.01,7.50,,,,,
2044,11/10/21 07:00:00 PM,-0.01,7.42,,,,,
2045,11/10/21 07:15:00 PM,-0.01,7.34,,,,,
2046,11/10/21 07:30:00 PM,-0.01,7.28,,,,,
2047,11/10/21 07:45:00 PM,-0.01,7.20,,,,,
2048,11/10/21 08:00:00 PM,-0.01,7.12,,,,,
2049,11/10/21 08:15:00 PM,-0.01,7.12,,,,,
2050,11/10/21 08:30:00 PM,-0.01,7.10,,,,,
2051,11/10/21 08:45:00 PM,-0.01,7.10,,,,,
2052,11/10/21 09:00:00 PM,-0.01,7.06,,,,,
2053,11/10/21 09:15:00 PM,-0.01,7.04,,,,,
2054,11/10/21 09:30:00 PM,-0.01,7.00,,,,,
2055,11/10/21 09:45:00 PM,-0.01,6.98,,,,,
2056,11/10/21 10:00:00 PM,-0.01,6.96,,,,,
2057,11/10/21 10:15:00 PM,-0.01,6.96,,,,,
2058,11/10/21 10:30:00 PM,-0.01,6.92,,,,,
2059,11/10/21 10:45:00 PM,-0.01,6.88,,,,,
2060,11/10/21 11:00:00 PM,-0.01,6.84,,,,,
2061,11/10/21 11:15:00 PM,-0.01,6.82,,,,,
2062,11/10/21 11:30:00 PM,-0.01,6.80,,,,,
2063,11/10/21 11:45:00 PM,-0.01,6.78,,,,,
2064,11/11/21 12:00:00 AM,-0.01,6.78,,,,,
2065,11/11/21 12:15:00 AM,-0.01,6.76,,,,,
2066,11/11/21 12:30:00 AM,-0.01,6.74,,,,,
2067,11/11/21 12:45:00 AM,-0.01,6.68,,,,,
2068,11/11/21 01:00:00 AM,-0.01,6.62,,,,,
2069,11/11/21 01:15:00 AM,-0.01,6.58,,,,,
2070,11/11/21 01:30:00 AM,-0.01,6.54,,,,,
2071,11/11/21 01:45:00 AM,-0.01,6.50,,,,,
2072,11/11/21 02:00:00 AM,-0.01,6.46,,,,,
2073,11/11/21 02:15:00 AM,-0.01,6.46,,,,,
2074,11/11/21 02:30:00 AM,-0.01,6.48,,,,,
2075,11/11/21 02:45:00 AM,-0.01,6.50,,,,,
2076,11/11/21 03:00:00 AM,-0.01,6.50,,,,,
2077,11/11/21 03:15:00 AM,-0.01,6.50,,,,,
2078,11/11/21 03:30:00 AM,-0.01,6.52,,,,,
2079,11/11/21 03:45:00 AM,-0.01,6.54,,,,,
2080,11/11/21 04:00:00 AM,-0.01,6.56,,,,,
2081,11/11/21 04:15:00 AM,-0.01,6.56,,,,,
2082,11/11/21 04:30:00 AM,-0.01,6.56,,,,,
2083,11/11/21 04:45:00 AM,-0.01,6.56,,,,,
2084,11/11/21 05:00:00 AM,-0.01,6.54,,,,,
2085,11/11/21 05:15:00 AM,-0.01,6.54,,,,,
2086,11/11/21 05:30:00 AM,-0.01,6.52,,,,,
2087,11/11/21 05:45:00 AM,-0.01,6.52,,,,,
2088,11/11/21 06:00:00 AM,-0.01,6.50,,,,,
2089,11/11/21 06:15:00 AM,-0.01,6.52,,,,,
2090,11/11/21 06:30:00 AM,-0.01,6.54,,,,,
2091,11/11/21 06:45:00 AM,-0.01,6.54,,,,,
2092,11/11/21 07:00:00 AM,-0.01,6.56,,,,,
2093,11/11/21 07:15:00 AM,-0.01,6.64,,,,,
2094,11/11/21 07:30:00 AM,-0.01,6.78,,,,,
2095,11/11/21 07:45:00 AM,-0.01,6.92,,,,,
2096,11/11/21 08:00:00 AM,-0.01,7.08,,,,,
2097,11/11/21 08:15:00 AM,-0.01,7.40,,,,,
2098,11/11/21 08:30:00 AM,-0.01,7.72,,,,,
2099,11/11/21 08:45:00 AM,-0.02,7.98,,,,,
2100,11/11/21 09:00:00 AM,-0.02,8.20,,,,,
2101,11/11/21 09:15:00 AM,-0.02,8.24,,,,,
2102,11/11/21 09:30:00 AM,-0.02,8.24,,,,,
2103,11/11/21 09:45:00 AM,-0.02,8.42,,,,,
2104,11/11/21 10:00:00 AM,-0.02,8.52,,,,,
2105,11/11/21 10:15:00 AM,-0.02,8.52,,,,,
2106,11/11/21 10:30:00 AM,-0.02,8.50,,,,,
2107,11/11/21 10:45:00 AM,-0.02,8.50,,,,,
2108,11/11/21 11:00:00 AM,-0.02,8.56,,,,,
2109,11/11/21 11:15:00 AM,-0.02,8.58,,,,,
2110,11/11/21 11:30:00 AM,-0.02,8.62,,,,,
2111,11/11/21 11:45:00 AM,-0.02,8.64,,,,,
2112,11/11/21 12:00:00 PM,-0.02,8.68,,,,,
2113,11/11/21 12:15:00 PM,-0.02,8.80,,,,,
2114,11/11/21 12:30:00 PM,-0.02,8.94,,,,,
2115,11/11/21 12:45:00 PM,-0.02,8.88,,,,,
2116,11/11/21 01:00:00 PM,-0.02,8.84,,,,,
2117,11/11/21 01:15:00 PM,-0.02,8.94,,,,,
2118,11/11/21 01:30:00 PM,-0.02,9.12,,,,,
2119,11/11/21 01:45:00 PM,-0.02,9.34,,,,,
2120,11/11/21 02:00:00 PM,-0.02,9.48,,,,,
2121,11/11/21 02:15:00 PM,-0.02,9.54,,,,,
2122,11/11/21 02:30:00 PM,-0.02,9.38,,,,,
2123,11/11/21 02:45:00 PM,-0.02,9.30,,,,,
2124,11/11/21 03:00:00 PM,-0.02,9.22,,,,,
2125,11/11/21 03:15:00 PM,-0.02,9.10,,,,,
2126,11/11/21 03:30:00 PM,-0.02,8.92,,,,,
2127,11/11/21 03:45:00 PM,-0.02,8.78,,,,,
2128,11/11/21 04:00:00 PM,-0.02,8.68,,,,,
2129,11/11/21 04:15:00 PM,-0.01,8.56,,,,,
2130,11/11/21 04:30:00 PM,-0.01,8.52,,,,,
2131,11/11/21 04:45:00 PM,-0.01,8.52,,,,,
2132,11/11/21 05:00:00 PM,-0.01,8.42,,,,,
2133,11/11/21 05:15:00 PM,-0.01,8.34,,,,,
2134,11/11/21 05:30:00 PM,-0.01,8.22,,,,,
2135,11/11/21 05:45:00 PM,-0.01,8.06,,,,,
2136,11/11/21 06:00:00 PM,-0.01,7.94,,,,,
2137,11/11/21 06:15:00 PM,-0.01,7.82,,,,,
2138,11/11/21 06:30:00 PM,-0.01,7.72,,,,,
2139,11/11/21 06:45:00 PM,-0.01,7.60,,,,,
2140,11/11/21 07:00:00 PM,-0.01,7.48,,,,,
2141,11/11/21 07:15:00 PM,-0.01,7.40,,,,,
2142,11/11/21 07:30:00 PM,-0.01,7.36,,,,,
2143,11/11/21 07:45:00 PM,-0.01,7.30,,,,,
2144,11/11/21 08:00:00 PM,-0.01,7.30,,,,,
2145,11/11/21 08:15:00 PM,-0.01,7.30,,,,,
2146,11/11/21 08:30:00 PM,-0.01,7.30,,,,,
2147,11/11/21 08:45:00 PM,-0.01,7.28,,,,,
2148,11/11/21 09:00:00 PM,-0.01,7.26,,,,,
2149,11/11/21 09:15:00 PM,-0.01,7.22,,,,,
2150,11/11/21 09:30:00 PM,-0.01,7.14,,,,,
2151,11/11/21 09:45:00 PM,-0.01,7.02,,,,,
2152,11/11/21 10:00:00 PM,-0.01,6.86,,,,,
2153,11/11/21 10:15:00 PM,0.00,6.64,,,,,
2154,11/11/21 10:30:00 PM,0.00,6.42,,,,,
2155,11/11/21 10:45:00 PM,0.00,6.32,,,,,
2156,11/11/21 11:00:00 PM,0.00,6.24,,,,,
2157,11/11/21 11:15:00 PM,0.00,6.12,,,,,
2158,11/11/21 11:30:00 PM,0.00,5.96,,,,,
2159,11/11/21 11:45:00 PM,0.00,5.92,,,,,
2160,11/12/21 12:00:00 AM,0.00,5.86,,,,,
2161,11/12/21 12:15:00 AM,0.00,5.62,,,,,
2162,11/12/21 12:30:00 AM,0.00,5.42,,,,,
2163,11/12/21 12:45:00 AM,0.00,5.42,,,,,
2164,11/12/21 01:00:00 AM,0.00,5.46,,,,,
2165,11/12/21 01:15:00 AM,0.00,5.52,,,,,
2166,11/12/21 01:30:00 AM,0.00,5.54,,,,,
2167,11/12/21 01:45:00 AM,0.00,5.52,,,,,
2168,11/12/21 02:00:00 AM,0.00,5.54,,,,,
2169,11/12/21 02:15:00 AM,0.00,5.64,,,,,
2170,11/12/21 02:30:00 AM,0.00,5.66,,,,,
2171,11/12/21 02:45:00 AM,0.00,5.72,,,,,
2172,11/12/21 03:00:00 AM,0.00,5.82,,,,,
2173,11/12/21 03:15:00 AM,0.00,5.92,,,,,
2174,11/12/21 03:30:00 AM,-0.01,6.00,,,,,
2175,11/12/21 03:45:00 AM,-0.01,6.08,,,,,
2176,11/12/21 04:00:00 AM,-0.01,6.16,,,,,
2177,11/12/21 04:15:00 AM,-0.01,6.22,,,,,
2178,11/12/21 04:30:00 AM,-0.01,6.26,,,,,
2179,11/12/21 04:45:00 AM,-0.01,6.26,,,,,
2180,11/12/21 05:00:00 AM,-0.01,6.26,,,,,
2181,11/12/21 05:15:00 AM,-0.01,6.26,,,,,
2182,11/12/21 05:30:00 AM,-0.01,6.26,,,,,
2183,11/12/21 05:45:00 AM,-0.01,6.26,,,,,
2184,11/12/21 06:00:00 AM,-0.01,6.26,,,,,
2185,11/12/21 06:15:00 AM,-0.01,6.22,,,,,
2186,11/12/21 06:30:00 AM,-0.01,6.20,,,,,
2187,11/12/21 06:45:00 AM,-0.01,6.22,,,,,
2188,11/12/21 07:00:00 AM,-0.01,6.28,,,,,
2189,11/12/21 07:15:00 AM,-0.01,6.42,,,,,
2190,11/12/21 07:30:00 AM,-0.01,6.62,,,,,
2191,11/12/21 07:45:00 AM,-0.01,6.84,,,,,
2192,11/12/21 08:00:00 AM,-0.01,7.12,,,,,
2193,11/12/21 08:15:00 AM,-0.01,7.32,,,,,
2194,11/12/21 08:30:00 AM,-0.02,7.46,,,,,
2195,11/12/21 08:45:00 AM,-0.02,7.54,,,,,
2196,11/12/21 09:00:00 AM,-0.02,7.62,,,,,
2197,11/12/21 09:15:00 AM,-0.02,7.70,,,,,
2198,11/12/21 09:30:00 AM,-0.02,7.78,,,,,
2199,11/12/21 09:45:00 AM,-0.02,7.92,,,,,
2200,11/12/21 10:00:00 AM,-0.02,8.04,,,,,
2201,11/12/21 10:15:00 AM,-0.02,8.12,,,,,
2202,11/12/21 10:30:00 AM,-0.02,8.18,,,,,
2203,11/12/21 10:45:00 AM,-0.02,8.28,,,,,
2204,11/12/21 11:00:00 AM,-0.02,8.36,,,,,
2205,11/12/21 11:15:00 AM,-0.02,8.44,,,,,
2206,11/12/21 11:30:00 AM,-0.02,8.38,,,,,
2207,11/12/21 11:45:00 AM,-0.02,8.44,,,,,
2208,11/12/21 12:00:00 PM,-0.02,8.62,,,,,
2209,11/12/21 12:15:00 PM,-0.02,8.84,,,,,
2210,11/12/21 12:30:00 PM,-0.02,9.28,,,,,
2211,11/12/21 12:45:00 PM,-0.02,9.62,,,,,
2212,11/12/21 01:00:00 PM,-0.03,10.26,,,,,
2213,11/12/21 01:15:00 PM,-0.03,11.28,,,,,
2214,11/12/21 01:30:00 PM,-0.03,11.58,,,,,
2215,11/12/21 01:45:00 PM,-0.03,11.16,,,,,
2216,11/12/21 02:00:00 PM,-0.03,11.14,,,,,
2217,11/12/21 02:15:00 PM,-0.03,10.86,,,,,
2218,11/12/21 02:30:00 PM,-0.02,10.10,,,,,
2219,11/12/21 02:45:00 PM,-0.02,9.66,,,,,
2220,11/12/21 03:00:00 PM,-0.01,8.86,,,,,
2221,11/12/21 03:15:00 PM,-0.01,8.44,,,,,
2222,11/12/21 03:30:00 PM,0.03,8.18,,,,,
2223,11/12/21 03:45:00 PM,0.17,8.06,,,,,
2224,11/12/21 04:00:00 PM,0.36,8.04,,,,,
2225,11/12/21 04:15:00 PM,0.48,8.02,,,,,
2226,11/12/21 04:30:00 PM,0.51,8.00,,,,,
2227,11/12/21 04:45:00 PM,0.48,8.00,,,,,
2228,11/12/21 05:00:00 PM,0.33,8.00,,,,,
2229,11/12/21 05:15:00 PM,0.20,8.04,,,,,
2230,11/12/21 05:30:00 PM,0.11,8.08,,,,,
2231,11/12/21 05:45:00 PM,0.05,8.02,,,,,
2232,11/12/21 06:00:00 PM,0.02,7.98,,,,,
2233,11/12/21 06:15:00 PM,0.00,7.90,,,,,
2234,11/12/21 06:30:00 PM,0.00,7.88,,,,,
2235,11/12/21 06:45:00 PM,-0.01,7.82,,,,,
2236,11/12/21 07:00:00 PM,-0.01,7.74,,,,,
2237,11/12/21 07:15:00 PM,-0.01,7.72,,,,,
2238,11/12/21 07:30:00 PM,-0.01,7.70,,,,,
2239,11/12/21 07:45:00 PM,-0.01,7.70,,,,,
2240,11/12/21 08:00:00 PM,-0.01,7.70,,,,,
2241,11/12/21 08:15:00 PM,-0.01,7.70,,,,,
2242,11/12/21 08:30:00 PM,-0.01,7.70,,,,,
2243,11/12/21 08:45:00 PM,-0.01,7.60,,,,,
2244,11/12/21 09:00:00 PM,-0.01,7.52,,,,,
2245,11/12/21 09:15:00 PM,-0.01,7.50,,,,,
2246,11/12/21 09:30:00 PM,-0.01,7.50,,,,,
2247,11/12/21 09:45:00 PM,-0.01,7.48,,,,,
2248,11/12/21 10:00:00 PM,-0.01,7.48,,,,,
2249,11/12/21 10:15:00 PM,-0.01,7.48,,,,,
2250,11/12/21 10:30:00 PM,-0.01,7.48,,,,,
2251,11/12/21 10:45:00 PM,-0.01,7.50,,,,,
2252,11/12/21 11:00:00 PM,-0.01,7.48,,,,,
2253,11/12/21 11:15:00 PM,-0.01,7.48,,,,,
2254,11/12/21 11:30:00 PM,-0.01,7.50,,,,,
2255,11/12/21 11:45:00 PM,-0.01,7.52,,,,,
2256,11/13/21 12:00:00 AM,-0.01,7.50,,,,,
2257,11/13/21 12:15:00 AM,-0.01,7.50,,,,,
2258,11/13/21 12:30:00 AM,-0.01,7.44,,,,,
2259,11/13/21 12:45:00 AM,-0.01,7.42,,,,,
2260,11/13/21 01:00:00 AM,-0.01,7.40,,,,,
2261,11/13/21 01:15:00 AM,-0.01,7.34,,,,,
2262,11/13/21 01:30:00 AM,-0.01,7.30,,,,,
2263,11/13/21 01:45:00 AM,-0.01,7.26,,,,,
2264,11/13/21 02:00:00 AM,-0.01,7.24,,,,,
2265,11/13/21 02:15:00 AM,-0.01,7.22,,,,,
2266,11/13/21 02:30:00 AM,-0.01,7.20,,,,,
2267,11/13/21 02:45:00 AM,-0.01,7.20,,,,,
2268,11/13/21 03:00:00 AM,-0.01,7.14,,,,,
2269,11/13/21 03:15:00 AM,-0.01,7.10,,,,,
2270,11/13/21 03:30:00 AM,-0.01,7.06,,,,,
2271,11/13/21 03:45:00 AM,-0.01,7.04,,,,,
2272,11/13/21 04:00:00 AM,-0.01,7.02,,,,,
2273,11/13/21 04:15:00 AM,-0.01,6.98,,,,,
2274,11/13/21 04:30:00 AM,-0.01,6.96,,,,,
2275,11/13/21 04:45:00 AM,-0.01,6.96,,,,,
2276,11/13/21 05:00:00 AM,-0.01,6.96,,,,,
2277,11/13/21 05:15:00 AM,-0.01,6.96,,,,,
2278,11/13/21 05:30:00 AM,0.00,6.92,,,,,
2279,11/13/21 05:45:00 AM,0.00,6.86,,,,,
2280,11/13/21 06:00:00 AM,0.00,6.86,,,,,
2281,11/13/21 06:15:00 AM,0.01,6.84,,,,,
2282,11/13/21 06:30:00 AM,0.02,6.80,,,,,
2283,11/13/21 06:45:00 AM,0.03,6.78,,,,,
2284,11/13/21 07:00:00 AM,0.02,6.78,,,,,
2285,11/13/21 07:15:00 AM,0.02,6.80,,,,,
2286,11/13/21 07:30:00 AM,0.01,6.84,,,,,
2287,11/13/21 07:45:00 AM,0.01,6.90,,,,,
2288,11/13/21 08:00:00 AM,0.01,7.00,,,,,
2289,11/13/21 08:15:00 AM,2.99,7.16,,,,,
2290,11/13/21 08:30:00 AM,4.60,7.26,,,,,
2291,11/13/21 08:45:00 AM,5.10,7.36,,,,,
2292,11/13/21 09:00:00 AM,5.19,7.50,,,,,
2293,11/13/21 09:15:00 AM,5.14,7.72,,,,,
2294,11/13/21 09:30:00 AM,4.99,8.02,,,,,
2295,11/13/21 09:45:00 AM,4.79,8.24,,,,,
2296,11/13/21 10:00:00 AM,4.55,8.62,,,,,
2297,11/13/21 10:15:00 AM,4.31,9.10,,,,,
2298,11/13/21 10:30:00 AM,4.10,9.40,,,,,
