"","pointid","ele","flo_accu","lat_center","lon_center","ele_up10","floaccu_up10","lat_up10","lon_up10","ele_down10","lat_down10","lon_down10","floaccu_down10","dist_diff_mid_1","dist_diff_mid_2","dist_diff_mid","ele_diff_mid","slope_mid"
"675",178617,4054,1072,-0.33708262,-78.20247788,4055,1058,-0.33702842,-78.20255868,4054,-0.33713681,-78.20239707,1123,10.8306794243171,10.83098380928,21.6616632335971,1,0.0461645068163097
"676",178618,4045,480,-0.33708245,-78.20191238,4047,315,-0.3371367,-78.20199315,4044,-0.33705532,-78.2018316,526,10.8310086512972,9.48584431496176,20.316852966259,3,0.147660664030114
"677",178619,4045,481,-0.33708245,-78.20188545,4046,456,-0.33710958,-78.20196623,4043,-0.3370282,-78.20180468,533,9.48584429121674,10.8310086928682,20.3168529840849,3,0.147660663900557
"678",178620,4043,2006,-0.33708241,-78.20177774,4045,1996,-0.33713666,-78.20185851,4042,-0.33705528,-78.20169696,2072,10.8310086501461,9.48584431499677,20.3168529651429,3,0.147660664038226
"679",178621,4043,2067,-0.33708241,-78.20175081,4044,2000,-0.33710954,-78.20183159,4041,-0.33702816,-78.20167004,2076,9.48584429259251,10.8310086917232,20.3168529843157,3,0.14766066389888
"680",178622,3982,586,-0.33708181,-78.19967733,3983,577,-0.33702761,-78.19975813,3982,-0.33716311,-78.19959652,594,10.8306794272905,12.7603993662668,23.5910787935574,1,0.0423889050920849
"681",178623,3981,307,-0.33708176,-78.19951576,NA,NA,NA,NA,3981,-0.33716306,-78.19943495,315,NA,12.7603993662994,NA,NA,NA
"682",178624,3980,3926,-0.33708171,-78.19935419,3981,3915,-0.33700041,-78.199435,3980,-0.33713591,-78.19927339,3931,12.7603994192752,10.8306793846203,23.5910788038955,1,0.0423889050735091
"683",178625,3980,3927,-0.3370817,-78.19932726,3981,3916,-0.33702751,-78.19940806,3980,-0.3371359,-78.19924646,3935,10.8300593309879,10.8306793858041,21.660738716792,1,0.0461664771952017
"684",178626,3980,2198,-0.33708168,-78.19924648,3980,2193,-0.33702749,-78.19932728,3979,-0.33710877,-78.19916568,2433,10.8300593321825,9.4865384004012,20.3165977325837,1,0.0492208396879465
"685",178627,3980,2428,-0.33708167,-78.19921955,3980,2194,-0.33702748,-78.19930035,3979,-0.33710876,-78.19913876,2434,10.8300593321871,9.48548297247146,20.3155423046586,1,0.0492233967965842
"686",178628,3976,29806,-0.3370815,-78.19862713,3977,29660,-0.3370002,-78.19870793,3976,-0.33716281,-78.19854632,29812,12.7596146988357,12.7611889207129,25.5208036195486,1,0.0391837190908053
"687",178629,3977,54633,-0.33708136,-78.19814242,3978,54621,-0.33700003,-78.19811551,3977,-0.33716269,-78.19814239,54636,9.53631394174117,9.05361480212631,18.5899287438675,1,0.0537925676734982
"688",178630,3977,1122,-0.33708135,-78.19811549,3978,1114,-0.337,-78.19803473,3977,-0.33716268,-78.19811547,1164,12.7604257758692,9.05361445995377,21.814040235823,1,0.045842035184193
"689",178631,4003,3191,-0.33708081,-78.19625744,4004,2948,-0.33699948,-78.19623054,4003,-0.33716215,-78.19628435,3263,9.53596432834303,9.53737078865175,19.0733351169948,1,0.052429215649285
"690",178739,4066,698,-0.33710992,-78.20315108,4071,691,-0.33705573,-78.20323188,4062,-0.33713701,-78.20307028,704,10.8300593105223,9.48653837432768,20.31659768485,9,0.442987558232315
"691",178740,4065,700,-0.33710991,-78.20312415,4069,694,-0.33708283,-78.20320494,4061,-0.337137,-78.20304336,706,9.48512912222066,9.48548294774406,18.9706120699647,8,0.421704896526034
"692",178741,4055,657,-0.33710978,-78.20266637,4056,648,-0.33702848,-78.20274717,4055,-0.33719109,-78.20258556,676,12.7596146794314,12.7611889022962,25.5208035817276,1,0.0391837191488743
"693",178742,4054,1074,-0.33710972,-78.20245094,4055,1060,-0.33705552,-78.20253174,4053,-0.33716391,-78.20237014,1130,10.8306794035325,10.8300592691067,21.6607386726392,2,0.0923329545786128
"694",178743,4046,456,-0.33710958,-78.20196623,4048,313,-0.33713671,-78.20204701,4045,-0.33708245,-78.20188545,481,9.4858442688088,9.48584429121674,18.9716885600255,3,0.15813036306748
"695",178744,4046,457,-0.33710957,-78.2019393,4048,314,-0.3371367,-78.20202008,4044,-0.33705533,-78.20185853,525,9.48584426747504,10.8303880236353,20.3162322911103,4,0.196886900222649
"696",178745,4044,2000,-0.33710954,-78.20183159,4046,1991,-0.33716378,-78.20191236,4043,-0.33708241,-78.20175081,2067,10.8303879809043,9.48584429259251,20.3162322734968,3,0.147665175295008
"697",178746,4044,2002,-0.33710953,-78.20180466,4045,1995,-0.33713666,-78.20188544,4042,-0.33705529,-78.20172389,2071,9.48584426885257,10.8303880224871,20.3162322913397,3,0.14766517516532
"698",178747,3982,587,-0.33710891,-78.19965039,3983,579,-0.33705471,-78.19973119,3981,-0.33719021,-78.19956959,598,10.8306794053299,12.7596146290606,23.5902940343904,2,0.0847806304187797
"699",178748,3981,308,-0.33710886,-78.19948882,NA,NA,NA,NA,3980,-0.33719016,-78.19940802,319,NA,12.7596146280948,NA,NA,NA
"700",178749,3980,3929,-0.33710881,-78.19930033,3981,3922,-0.33705461,-78.19938113,3979,-0.337163,-78.19921953,3939,10.8306794065827,10.8300592698018,21.6607386763844,2,0.0923329545626482
"701",178750,3979,2432,-0.33710877,-78.19919261,3980,2196,-0.33705458,-78.19927341,3979,-0.33713586,-78.19911182,2438,10.8300593114013,9.48548294874231,20.3155422601436,1,0.0492233969044413
"702",178751,3979,2433,-0.33710877,-78.19916568,3980,2198,-0.33708168,-78.19924648,3979,-0.33713585,-78.19908489,2439,9.4865384004012,9.48512909816356,18.9716674985648,1,0.0527101795388124
"703",178752,3979,2434,-0.33710876,-78.19913876,3980,2428,-0.33708167,-78.19921955,3979,-0.33713584,-78.19905796,2442,9.48548297247146,9.48618456413401,18.9716675366055,1,0.0527101794331215
"704",178753,3976,29808,-0.3371086,-78.19860019,3976,29795,-0.3370273,-78.198681,3976,-0.33718991,-78.19851938,29814,12.7603994017669,12.7611889030608,25.5215883048277,0,0
"705",178754,3977,54634,-0.33710847,-78.19814241,3977,54631,-0.33702714,-78.19814243,3977,-0.3371898,-78.19814239,54637,9.05361445995377,9.05361445995377,18.1072289199075,0,0
"706",178755,3977,1135,-0.33710846,-78.19811548,3978,1119,-0.33702713,-78.19808858,3977,-0.33718979,-78.19811546,1181,9.53596432567358,9.05361445995377,18.5895787856273,1,0.0537935803458418
"707",178756,4003,3197,-0.33710792,-78.19625743,4004,3045,-0.33702659,-78.19623053,4002,-0.33718926,-78.19628434,3385,9.53596432617042,9.53737078602699,19.0733351121974,2,0.104858431324944
"708",178825,4063,702,-0.33713701,-78.20309721,4068,696,-0.33708282,-78.20317801,4060,-0.33713699,-78.20301643,708,10.8300592897394,8.99223306865633,19.8222923583957,8,0.403586015953982
"709",178826,4062,704,-0.33713701,-78.20307028,4066,698,-0.33710992,-78.20315108,4059,-0.33713698,-78.2029895,711,9.48653837432768,8.9922334145975,18.4787717889252,7,0.378813055324125
"710",178827,4061,706,-0.337137,-78.20304336,4065,700,-0.33710991,-78.20312415,4058,-0.33716409,-78.20296256,712,9.48548294774406,9.48653835061083,18.9720212983549,7,0.368964376010214
"711",178828,4060,708,-0.33713699,-78.20301643,4063,702,-0.33713701,-78.20309721,4057,-0.33716408,-78.20293563,715,8.99223306865633,9.48653835196057,18.4787714206169,6,0.324696911035209
"712",178829,4059,711,-0.33713698,-78.2029895,4062,704,-0.33713701,-78.20307028,4056,-0.33721829,-78.20290869,718,8.9922334145975,12.7611888845814,21.7534222991789,6,0.275818669700835
"713",178830,4055,658,-0.33713688,-78.20263943,4056,649,-0.33705558,-78.20272024,4054,-0.33721819,-78.20255862,680,12.7603993823498,12.7611888846426,25.5215882669924,2,0.07836502881706
"714",178831,4054,1117,-0.33713682,-78.202424,4055,1068,-0.33705552,-78.20250481,4053,-0.33716391,-78.20234321,1131,12.7603993823889,9.48548292417931,22.2458823065682,2,0.0899042785733652
"715",178832,4054,1123,-0.33713681,-78.20239707,4054,1072,-0.33708262,-78.20247788,4053,-0.3371639,-78.20231628,1132,10.83098380928,9.48548292418631,20.3164667334663,1,0.0492211570603834
"716",178833,4052,303,-0.33713677,-78.20226243,NA,NA,NA,NA,4051,-0.33713675,-78.20218165,308,NA,8.99223307029417,NA,NA,NA
"717",178834,4052,304,-0.33713677,-78.2022355,NA,NA,NA,NA,4050,-0.33713674,-78.20215472,309,NA,8.99223341481913,NA,NA,NA
"718",178835,4051,307,-0.33713676,-78.20220858,NA,NA,NA,NA,4050,-0.33713673,-78.20212779,310,NA,8.99334658979802,NA,NA,NA
"719",178836,4051,308,-0.33713675,-78.20218165,4052,303,-0.33713677,-78.20226243,4049,-0.33713673,-78.20210086,311,8.99223307029417,8.99334624532494,17.9855793156191,3,0.166800298581138
"720",178837,4050,309,-0.33713674,-78.20215472,4052,304,-0.33713677,-78.2022355,4049,-0.33713672,-78.20207393,312,8.99223341481913,8.99334624533418,17.9855796601533,3,0.166800295385889
"721",178838,4050,310,-0.33713673,-78.20212779,4051,307,-0.33713676,-78.20220858,4048,-0.33713671,-78.20204701,313,8.99334658979802,8.99223307033111,17.9855796601291,3,0.166800295386113
"722",178839,4049,311,-0.33713673,-78.20210086,4051,308,-0.33713675,-78.20218165,4048,-0.3371367,-78.20202008,314,8.99334624532494,8.99223341485607,17.985579660181,3,0.166800295385632
"723",178840,4049,312,-0.33713672,-78.20207393,4050,309,-0.33713674,-78.20215472,4047,-0.3371367,-78.20199315,315,8.99334624533418,8.99223306892414,17.9855793142583,3,0.166800298593758
"724",178841,4048,313,-0.33713671,-78.20204701,4050,310,-0.33713673,-78.20212779,4046,-0.33710958,-78.20196623,456,8.99223307033111,9.4858442688088,18.4780773391399,4,0.216472738293355
"725",178842,4048,314,-0.3371367,-78.20202008,4049,311,-0.33713673,-78.20210086,4046,-0.33710957,-78.2019393,457,8.99223341485607,9.48584426747504,18.4780776823311,3,0.162354550704624
"726",178843,4047,315,-0.3371367,-78.20199315,4049,312,-0.33713672,-78.20207393,4045,-0.33708245,-78.20191238,480,8.99223306892414,10.8310086512972,19.8232417202214,4,0.201783343837232
"727",178844,4045,1995,-0.33713666,-78.20188544,4047,1145,-0.3371638,-78.20196621,4044,-0.33710953,-78.20180466,2002,9.48514351772702,9.48584426885257,18.9709877865796,3,0.158136204279371
"728",178845,4045,1996,-0.33713666,-78.20185851,4046,1146,-0.33716379,-78.20193929,4043,-0.33708241,-78.20177774,2006,9.48584424510373,10.8310086501461,20.3168528952498,3,0.147660664546201
"729",178846,3982,588,-0.33713601,-78.19962346,3983,582,-0.3370547,-78.19970427,3981,-0.33721731,-78.19954265,599,12.7611889381643,12.7603993309668,25.5215882691311,2,0.078365028810493
"730",178847,3981,309,-0.33713596,-78.19946189,3982,303,-0.33705466,-78.1995427,3980,-0.33719016,-78.19938109,320,12.7603993839472,10.8306793430044,23.5910787269517,2,0.0847778104235265
"731",178848,3980,3931,-0.33713591,-78.19927339,3980,3926,-0.33708171,-78.19935419,3979,-0.33716299,-78.1991926,3940,10.8306793846203,9.48512907439658,20.3158084590169,1,0.0492227519282485
"732",178849,3980,3935,-0.3371359,-78.19924646,3980,3927,-0.3370817,-78.19932726,3979,-0.33716299,-78.19916567,3941,10.8306793858041,9.48548292498497,20.3161623107891,1,0.0492218946030443
"733",178850,3979,2438,-0.33713586,-78.19911182,3979,2432,-0.33710877,-78.19919261,3979,-0.33713584,-78.19903104,2444,9.48548294874231,8.99223307113455,18.4777160198769,0,0
"734",178851,3979,2439,-0.33713585,-78.19908489,3979,2433,-0.33710877,-78.19916568,3979,-0.33716299,-78.1991926,3940,9.48512909816356,12.3647955890315,21.8499246871951,0,0
"735",178852,3979,2442,-0.33713584,-78.19905796,3979,2434,-0.33710876,-78.19913876,3979,-0.33716299,-78.19916567,3941,9.48618456413401,12.3650676325401,21.8512521966741,0,0
"736",178853,3979,2444,-0.33713584,-78.19903104,3979,2438,-0.33713586,-78.19911182,3979,-0.33716298,-78.19913874,3942,8.99223307113455,12.3637161563006,21.3559492274352,0,0
"737",178854,3976,29810,-0.3371357,-78.19857325,3976,29804,-0.3370544,-78.19865406,3976,-0.33721701,-78.19849245,30011,12.7603993841205,12.760404213414,25.5208035975345,0,0
"738",178855,3977,54635,-0.33713558,-78.1981424,3977,54632,-0.33705425,-78.19814243,3976,-0.33721691,-78.19814238,55821,9.05361480212683,9.05361445995377,18.1072292620806,1,0.0552265609236063
"739",178856,3977,1136,-0.33713557,-78.19811547,3977,1121,-0.33705424,-78.1981155,3977,-0.33702714,-78.19814243,54631,9.05361480212631,12.4378703971309,21.4914851992572,0,0
"740",178857,4003,3228,-0.33713503,-78.19625743,4003,3187,-0.33705371,-78.19625745,4002,-0.33721638,-78.19631126,3410,9.05250126507798,10.8588674429658,19.9113687080437,1,0.0502225645390225
"741",178923,4058,712,-0.33716409,-78.20296256,4061,706,-0.337137,-78.20304336,4056,-0.3372454,-78.20290868,719,9.48653835061083,10.8582277286964,20.3447660793072,5,0.24576345486152
"742",178924,4057,715,-0.33716408,-78.20293563,4060,708,-0.33713699,-78.20301643,4056,-0.3372454,-78.20290868,719,9.48653835196057,9.53665686304277,19.0231952150033,4,0.210269618473202
"743",178925,4055,659,-0.33716398,-78.20261249,4056,655,-0.33708268,-78.2026933,4054,-0.33721818,-78.20253169,681,12.7603993656963,10.8306793226834,23.5910786883797,2,0.0847778105621402
"744",178926,4053,1130,-0.33716391,-78.20237014,4054,1074,-0.33710972,-78.20245094,4053,-0.33716389,-78.20228935,1133,10.8300592691067,8.99334622023877,19.8234054893455,1,0.050445419205972
"745",178927,4053,1131,-0.33716391,-78.20234321,4054,1117,-0.33713682,-78.202424,4052,-0.33716388,-78.20226243,1134,9.48548292417931,8.99223338833833,18.4777163125176,2,0.108238483921582
"746",178928,4053,1132,-0.3371639,-78.20231628,4054,1123,-0.33713681,-78.20239707,4052,-0.33716387,-78.2022355,1135,9.48548292418631,8.99223338976378,18.4777163139501,2,0.108238483913191
"747",178929,4053,1133,-0.33716389,-78.20228935,4053,1130,-0.33716391,-78.20237014,4051,-0.33716387,-78.20220857,1136,8.99334622023877,8.99223304524805,17.9855792654868,2,0.111200199364047
"748",178930,4052,1134,-0.33716388,-78.20226243,4053,1131,-0.33716391,-78.20234321,4051,-0.33716386,-78.20218164,1137,8.99223338833833,8.99334622026648,17.9855796086048,2,0.111200197242637
"749",178931,4052,1135,-0.33716387,-78.2022355,4053,1132,-0.3371639,-78.20231628,4050,-0.33716385,-78.20215471,1138,8.99223338976378,8.99334622027572,17.9855796100395,3,0.16680029585065
"750",178932,4051,1136,-0.33716387,-78.20220857,4053,1133,-0.33716389,-78.20228935,4050,-0.33716384,-78.20212778,1139,8.99223304524805,8.99334656475803,17.9855796100061,3,0.16680029585096
"751",178933,4051,1137,-0.33716386,-78.20218164,4052,1134,-0.33716388,-78.20226243,4049,-0.33716384,-78.20210086,1140,8.99334622026648,8.99223304527576,17.9855792655422,3,0.166800299045556
"752",178934,4050,1138,-0.33716385,-78.20215471,4052,1135,-0.33716387,-78.2022355,4049,-0.33716383,-78.20207393,1141,8.99334622027572,8.99223304528499,17.9855792655607,3,0.166800299045385
"753",178935,4050,1139,-0.33716384,-78.20212778,4051,1136,-0.33716387,-78.20220857,4048,-0.33716382,-78.202047,1142,8.99334656475803,8.99223304529423,17.9855796100523,3,0.166800295850531
"754",178936,4049,1140,-0.33716384,-78.20210086,4051,1137,-0.33716386,-78.20218164,4048,-0.33716381,-78.20202007,1143,8.99223304527576,8.99334656478574,17.9855796100615,3,0.166800295850446
"755",178937,4049,1141,-0.33716383,-78.20207393,4050,1138,-0.33716385,-78.20215471,4047,-0.3371638,-78.20199314,1144,8.99223304528499,8.99334656479498,17.98557961008,3,0.166800295850274
"756",178938,4048,1142,-0.33716382,-78.202047,4050,1139,-0.33716384,-78.20212778,4047,-0.3371638,-78.20196621,1145,8.99223304529423,8.9933462203219,17.9855792656161,3,0.166800299044871
"757",178939,4048,1143,-0.33716381,-78.20202007,4049,1140,-0.33716384,-78.20210086,4046,-0.33716379,-78.20193929,1146,8.99334656478574,8.99223304532194,17.9855796101077,3,0.166800295850017
"758",178940,4047,1144,-0.3371638,-78.20199314,4049,1141,-0.33716383,-78.20207393,4046,-0.33716378,-78.20191236,1991,8.99334656479498,8.99223304533117,17.9855796101262,3,0.166800295849846
"759",178941,4047,1145,-0.3371638,-78.20196621,4048,1142,-0.33716382,-78.202047,4045,-0.33713666,-78.20188544,1995,8.9933462203219,9.48514351772702,18.4784897380489,3,0.16235093032645
"760",178942,4046,1146,-0.33716379,-78.20193929,4048,1143,-0.33716381,-78.20202007,4045,-0.33713666,-78.20185851,1996,8.99223304532194,9.48584424510373,18.4780772904257,3,0.162354554148036
"761",178943,4046,1991,-0.33716378,-78.20191236,4047,1144,-0.3371638,-78.20199314,4044,-0.33710954,-78.20183159,2000,8.99223304533117,10.8303879809043,19.8226210262355,3,0.15134224661963
"762",178944,3982,594,-0.33716311,-78.19959652,3982,586,-0.33708181,-78.19967733,3981,-0.33724441,-78.19951571,600,12.7603993662668,12.7603993133146,25.5207986795815,1,0.0391837266754537
"763",178945,3981,315,-0.33716306,-78.19943495,3981,307,-0.33708176,-78.19951576,3980,-0.33721726,-78.19935415,322,12.7603993662994,10.8306793222132,23.5910786885125,1,0.0423889052808315
"764",178946,3979,3939,-0.337163,-78.19921953,3980,3929,-0.33710881,-78.19930033,3979,-0.33716298,-78.19913874,3942,10.8300592698018,8.99334622107932,19.8234054908811,1,0.0504454192020643
"765",178947,3979,3940,-0.33716299,-78.1991926,3980,3931,-0.33713591,-78.19927339,3979,-0.33716297,-78.19911181,3943,9.48512907439658,8.99334622108856,18.4784752954851,1,0.05411701907269
"766",178948,3979,3941,-0.33716299,-78.19916567,3980,3935,-0.3371359,-78.19924646,3979,-0.33716296,-78.19908488,3944,9.48548292498497,8.99334656557087,18.4788294905558,1,0.054115981778558
"767",178949,3979,3942,-0.33716298,-78.19913874,3979,3939,-0.337163,-78.19921953,3979,-0.33716295,-78.19905796,3945,8.99334622107932,8.99223338919725,17.9855796102766,0,0
"768",178950,3979,3943,-0.33716297,-78.19911181,3979,3940,-0.33716299,-78.1991926,3979,-0.33716295,-78.19903103,3946,8.99334622108856,8.99223304609773,17.9855792671863,0,0
"769",178951,3979,3944,-0.33716296,-78.19908488,3979,3941,-0.33716299,-78.19916567,3978,-0.33716294,-78.1990041,6393,8.99334656557087,8.99223304610697,17.9855796116778,1,0.0556000986118185
"770",178952,3979,3945,-0.33716295,-78.19905796,3979,3942,-0.33716298,-78.19913874,3978,-0.33716293,-78.19897717,6394,8.99223338919725,8.9933462211255,17.9855796103228,1,0.0556000986160076
"771",178953,3979,3946,-0.33716295,-78.19903103,3979,3943,-0.33716297,-78.19911181,3978,-0.33716292,-78.19895024,6395,8.99223304609773,8.99334656560782,17.9855796117056,1,0.0556000986117328
"772",178954,3978,6393,-0.33716294,-78.1990041,3979,3944,-0.33716296,-78.19908488,3978,-0.33716292,-78.19892331,6396,8.99223304610697,8.99334622113474,17.9855792672417,1,0.0556000996765984
"773",178955,3978,6394,-0.33716293,-78.19897717,3979,3945,-0.33716295,-78.19905796,3978,-0.33716291,-78.19889639,6397,8.9933462211255,8.99223304613467,17.9855792672602,1,0.0556000996765413
"774",178956,3978,6395,-0.33716292,-78.19895024,3979,3946,-0.33716295,-78.19903103,3978,-0.3371629,-78.19886946,6398,8.99334656560782,8.99223304614391,17.9855796117517,1,0.0556000986115901
"775",178957,3978,6396,-0.33716292,-78.19892331,3978,6393,-0.33716294,-78.1990041,3977,-0.33716289,-78.19884253,6399,8.99334622113474,8.99223339066887,17.9855796118036,1,0.0556000986114297
"776",178958,3978,6397,-0.33716291,-78.19889639,3978,6394,-0.33716293,-78.19897717,3977,-0.33716288,-78.1988156,6400,8.99223304613467,8.99334656564477,17.9855796117794,1,0.0556000986115044
"777",178959,3978,6398,-0.3371629,-78.19886946,3978,6395,-0.33716292,-78.19895024,3977,-0.33716288,-78.19878867,6401,8.99223304614391,8.99334622117169,17.9855792673156,1,0.05560009967637
"778",178960,3977,6399,-0.33716289,-78.19884253,3978,6396,-0.33716292,-78.19892331,3977,-0.33716287,-78.19876174,6402,8.99223339066887,8.99334622118092,17.9855796118498,1,0.0556000986112869
"779",178961,3977,6400,-0.33716288,-78.1988156,3978,6397,-0.33716291,-78.19889639,3977,-0.33716286,-78.19873482,6403,8.99334656564477,8.99223304618085,17.9855796118256,1,0.0556000986113617
"780",178962,3977,6401,-0.33716288,-78.19878867,3978,6398,-0.3371629,-78.19886946,3977,-0.33716285,-78.19870789,6404,8.99334622117169,8.99223339070581,17.9855796118775,1,0.0556000986112013
"781",178963,3977,6402,-0.33716287,-78.19876174,3977,6399,-0.33716289,-78.19884253,3976,-0.33716284,-78.19868096,6405,8.99334622118092,8.99223338929884,17.9855796104798,1,0.0556000986155222
"782",178964,3977,6403,-0.33716286,-78.19873482,3977,6400,-0.33716288,-78.1988156,3976,-0.33718995,-78.19865402,6427,8.99223304618085,9.48653832796243,18.4787713741433,1,0.0541161519753021
"783",178965,3977,6404,-0.33716285,-78.19870789,3977,6401,-0.33716288,-78.19878867,3976,-0.33721705,-78.19862709,6429,8.99223339070581,10.8306793223743,19.8229127130801,1,0.0504466732247755
"784",178966,3976,6405,-0.33716284,-78.19868096,3977,6402,-0.33716287,-78.19876174,3976,-0.33724415,-78.19860015,6431,8.99223338929884,12.761188867738,21.7534222570368,1,0.0459697783725279
"785",178967,3976,29812,-0.33716281,-78.19854632,3976,29806,-0.3370815,-78.19862713,3976,-0.33724412,-78.19849244,30054,12.7611889207129,10.8582277291366,23.6194166498495,0,0
"786",178968,3977,54636,-0.33716269,-78.19814239,3977,54633,-0.33708136,-78.19814242,3976,-0.33724402,-78.1981693,55822,9.05361480212631,9.536313926023,18.5899287281493,1,0.0537925677189809
"787",178969,3977,1164,-0.33716268,-78.19811547,3977,1122,-0.33708135,-78.19811549,3977,-0.33705425,-78.19814243,54632,9.05361445995377,12.437870395115,21.4914848550688,0,0
"788",178970,4003,3263,-0.33716215,-78.19628435,4003,3191,-0.33708081,-78.19625744,4002,-0.33724349,-78.19631125,3413,9.53737078865175,9.53702120608898,19.0743919947407,1,0.0524263106407651
"789",179064,4057,716,-0.33719119,-78.20293563,4060,708,-0.33713699,-78.20301643,4055,-0.3372725,-78.20288175,721,10.8306793433873,10.8582277179137,21.6889070613009,5,0.23053259372951
"790",179065,4055,676,-0.33719109,-78.20258556,4055,657,-0.33710978,-78.20266637,4054,-0.33721817,-78.20250477,695,12.7611889022962,9.48512902606507,22.2463179283613,1,0.0449512590452159
"791",179066,4046,843,-0.3371909,-78.20193928,4048,814,-0.33724514,-78.20202005,4048,-0.33716382,-78.202047,1142,10.8303879185259,12.3642448439088,23.1946327624347,0,0
"792",179067,3981,598,-0.33719021,-78.19956959,3982,587,-0.33710891,-78.19965039,3981,-0.33727152,-78.19948878,606,12.7596146290606,12.7611888499097,25.5208034789703,1,0.0391837193066442
"793",179068,3980,319,-0.33719016,-78.19940802,3981,308,-0.33710886,-78.19948882,3980,-0.33724436,-78.19932722,324,12.7596146280948,10.8306793025963,23.5902939306912,1,0.0423903153957311
"794",179069,3980,320,-0.33719016,-78.19938109,3981,309,-0.33713596,-78.19946189,3980,-0.33724435,-78.19930029,328,10.8306793430044,10.8300592073891,21.6607385503936,1,0.0461664775498539
"795",179070,3976,6427,-0.33718995,-78.19865402,3977,6403,-0.33716286,-78.19873482,3976,-0.33727125,-78.19857322,6433,9.48653832796243,12.7596145762834,22.2461529042458,1,0.0449515924980065
"796",179071,3976,29814,-0.33718991,-78.19851938,3976,29808,-0.3371086,-78.19860019,3975,-0.33727122,-78.1984655,30068,12.7611889030608,10.8582277191316,23.6194166221923,1,0.0423380482251378
"797",179072,3977,54637,-0.3371898,-78.19814239,3977,54634,-0.33710847,-78.19814241,3976,-0.33727114,-78.19819622,55823,9.05361445995377,10.8579390838208,19.9115535437746,1,0.0502220983310794
"798",179073,3977,1181,-0.33718979,-78.19811546,3977,1135,-0.33710846,-78.19811548,3977,-0.33708136,-78.19814242,54633,9.05361445995377,12.437870393099,21.4914848530528,0,0
"799",179074,4002,3385,-0.33718926,-78.19628434,4003,3197,-0.33710792,-78.19625743,4002,-0.33727059,-78.19631124,3427,9.53737078602699,9.5359643100217,19.0733350960487,1,0.0524292157068621
"800",179170,4056,718,-0.33721829,-78.20290869,4059,711,-0.33713698,-78.2029895,4055,-0.33729961,-78.20288174,722,12.7611888845814,9.53665685734699,22.2978457419284,4,0.179389526965759
"801",179171,4054,680,-0.33721819,-78.20255862,4055,658,-0.33713688,-78.20263943,4054,-0.33721816,-78.20247784,696,12.7611888846426,8.9922333396193,21.7534222242619,1,0.0459697784417886
"802",179172,4054,681,-0.33721818,-78.20253169,4055,659,-0.33716398,-78.20261249,4054,-0.33721816,-78.20245091,699,10.8306793226834,8.99223299510357,19.822912317787,1,0.0504466742307438
"803",179173,4054,695,-0.33721817,-78.20250477,4055,676,-0.33719109,-78.20258556,4054,-0.33721815,-78.20242398,701,9.48512902606507,8.9933461701158,18.4784751961809,1,0.0541170193635176
"804",179174,4054,696,-0.33721816,-78.20247784,4054,680,-0.33721819,-78.20255862,4053,-0.33724525,-78.20239704,709,8.9922333396193,9.48653828086165,18.4787716204809,1,0.054116151253888
"805",179175,4054,699,-0.33721816,-78.20245091,4054,681,-0.33721818,-78.20253169,4053,-0.33724524,-78.20237012,710,8.99223299510357,9.48512900235713,18.4773619974607,1,0.0541202797313506
"806",179176,4054,701,-0.33721815,-78.20242398,4054,695,-0.33721817,-78.20250477,4053,-0.33724523,-78.20234319,711,8.9933461701158,9.48512900370866,18.4784751738245,1,0.0541170194289917
"807",179177,4047,826,-0.33721802,-78.20199313,4049,810,-0.33724516,-78.2020739,4049,-0.33716383,-78.20207393,1141,9.48514344650063,10.8300592264132,20.3152026729138,0,0
"808",179178,4047,827,-0.33721802,-78.2019662,4048,813,-0.33724515,-78.20204698,4048,-0.33716382,-78.202047,1142,9.48584417386497,10.8306793216301,20.316523495495,0,0
"809",179179,3981,599,-0.33721731,-78.19954265,3982,588,-0.33713601,-78.19962346,3980,-0.33729862,-78.19946184,610,12.7603993309668,12.7611888322558,25.5215881632226,2,0.0783650291356893
"810",179180,3980,322,-0.33721726,-78.19935415,3981,315,-0.33716306,-78.19943495,3979,-0.33727145,-78.19927335,332,10.8306793222132,10.8300591865903,21.6607385088034,2,0.0923329552769935
"811",179181,3976,469,-0.33721706,-78.19868094,3977,368,-0.3372442,-78.19876172,3976,-0.33729837,-78.19860014,492,9.4861986504276,12.7604041614257,22.2466028118533,1,0.0449506834125337
"812",179182,3976,6429,-0.33721705,-78.19862709,3977,6404,-0.33716285,-78.19870789,3976,-0.33729835,-78.19854628,6928,10.8306793223743,12.7603992781755,23.5910786005498,1,0.0423889054388846
"813",179183,3976,30011,-0.33721701,-78.19849245,3976,29810,-0.3371357,-78.19857325,3975,-0.33729832,-78.19843857,30096,12.760404213414,10.8582277106903,23.6186319241043,1,0.0423394548512962
"814",179184,3976,55821,-0.33721691,-78.19814238,3977,54635,-0.33713558,-78.1981424,3976,-0.33729826,-78.19822314,55824,9.05361445995377,12.7604256347806,21.8140400947344,1,0.0458420354806897
"815",179185,3978,896,-0.33721685,-78.19795388,3978,887,-0.33721683,-78.1978731,3977,-0.33727109,-78.19803465,914,8.99223299633211,10.8303878986311,19.8226208949632,1,0.0504474158739571
"816",179186,3978,891,-0.33721684,-78.19792695,3979,669,-0.33721682,-78.19784617,3977,-0.33724398,-78.19800773,909,8.99223299492514,9.4861986519627,18.4784316468878,2,0.108234293809066
