"Plot Title: WL_02"
"#","Date Time, GMT-05:00","Abs Pres, psi (LGR S/N: 20968506, SEN S/N: 20968506)","Temp, °F (LGR S/N: 20968506, SEN S/N: 20968506)","Coupler Detached (LGR S/N: 20968506)","Coupler Attached (LGR S/N: 20968506)","Host Connected (LGR S/N: 20968506)","Stopped (LGR S/N: 20968506)","End Of File (LGR S/N: 20968506)"
1439,08/11/21 12:30:00 PM,9.2480,44.922,,,,,
1440,08/11/21 12:45:00 PM,9.2447,44.922,,,,,
1441,08/11/21 01:00:00 PM,9.2464,44.922,,,,,
1442,08/11/21 01:15:00 PM,9.2425,44.742,,,,,
1443,08/11/21 01:30:00 PM,9.2392,44.742,,,,,
1444,08/11/21 01:45:00 PM,9.2431,44.922,,,,,
1445,08/11/21 02:00:00 PM,9.2376,44.742,,,,,
1446,08/11/21 02:15:00 PM,9.2343,44.742,,,,,
1447,08/11/21 02:30:00 PM,9.2343,44.742,,,,,
1448,08/11/21 02:45:00 PM,9.2254,44.560,,,,,
1449,08/11/21 03:00:00 PM,9.2372,44.560,,,,,
1450,08/11/21 03:15:00 PM,9.2372,44.560,,,,,
1451,08/11/21 03:30:00 PM,9.2350,44.379,,,,,
1452,08/11/21 03:45:00 PM,9.2366,44.379,,,,,
1453,08/11/21 04:00:00 PM,9.2366,44.379,,,,,
1454,08/11/21 04:15:00 PM,9.2350,44.379,,,,,
1455,08/11/21 04:30:00 PM,9.2399,44.379,,,,,
1456,08/11/21 04:45:00 PM,9.2483,44.379,,,,,
1457,08/11/21 05:00:00 PM,9.2478,44.195,,,,,
1458,08/11/21 05:15:00 PM,9.2478,44.195,,,,,
1459,08/11/21 05:30:00 PM,9.2462,44.195,,,,,
1460,08/11/21 05:45:00 PM,9.2424,44.013,,,,,
1461,08/11/21 06:00:00 PM,9.2457,44.013,,,,,
1462,08/11/21 06:15:00 PM,9.2418,43.831,,,,,
1463,08/11/21 06:30:00 PM,9.2414,43.648,,,,,
1464,08/11/21 06:45:00 PM,9.2408,43.466,,,,,
1465,08/11/21 07:00:00 PM,9.2359,43.466,,,,,
1466,08/11/21 07:15:00 PM,9.2419,43.282,,,,,
1467,08/11/21 07:30:00 PM,9.2415,43.099,,,,,
1468,08/11/21 07:45:00 PM,9.2464,43.099,,,,,
1469,08/11/21 08:00:00 PM,9.2460,42.915,,,,,
1470,08/11/21 08:15:00 PM,9.2460,42.915,,,,,
1471,08/11/21 08:30:00 PM,9.2493,42.915,,,,,
1472,08/11/21 08:45:00 PM,9.2472,42.732,,,,,
1473,08/11/21 09:00:00 PM,9.2521,42.732,,,,,
1474,08/11/21 09:15:00 PM,9.2505,42.732,,,,,
1475,08/11/21 09:30:00 PM,9.2483,42.548,,,,,
1476,08/11/21 09:45:00 PM,9.2499,42.548,,,,,
1477,08/11/21 10:00:00 PM,9.2533,42.548,,,,,
1478,08/11/21 10:15:00 PM,9.2528,42.363,,,,,
1479,08/11/21 10:30:00 PM,9.2528,42.363,,,,,
1480,08/11/21 10:45:00 PM,9.2528,42.363,,,,,
1481,08/11/21 11:00:00 PM,9.2489,42.179,,,,,
1482,08/11/21 11:15:00 PM,9.2456,42.179,,,,,
1483,08/11/21 11:30:00 PM,9.2456,42.179,,,,,
1484,08/11/21 11:45:00 PM,9.2440,42.179,,,,,
1485,08/12/21 12:00:00 AM,9.2418,41.994,,,,,
1486,08/12/21 12:15:00 AM,9.2369,41.994,,,,,
1487,08/12/21 12:30:00 AM,9.2369,41.994,,,,,
1488,08/12/21 12:45:00 AM,9.2385,41.994,,,,,
1489,08/12/21 01:00:00 AM,9.2318,41.994,,,,,
1490,08/12/21 01:15:00 AM,9.2314,41.810,,,,,
1491,08/12/21 01:30:00 AM,9.2330,41.810,,,,,
1492,08/12/21 01:45:00 AM,9.2247,41.810,,,,,
1493,08/12/21 02:00:00 AM,9.2229,41.810,,,,,
1494,08/12/21 02:15:00 AM,9.2214,41.810,,,,,
1495,08/12/21 02:30:00 AM,9.2196,41.810,,,,,
1496,08/12/21 02:45:00 AM,9.2180,41.810,,,,,
1497,08/12/21 03:00:00 AM,9.2174,41.625,,,,,
1498,08/12/21 03:15:00 AM,9.2174,41.625,,,,,
1499,08/12/21 03:30:00 AM,9.2125,41.625,,,,,
1500,08/12/21 03:45:00 AM,9.2158,41.625,,,,,
1501,08/12/21 04:00:00 AM,9.2141,41.625,,,,,
1502,08/12/21 04:15:00 AM,9.2125,41.625,,,,,
1503,08/12/21 04:30:00 AM,9.2108,41.625,,,,,
1504,08/12/21 04:45:00 AM,9.2103,41.439,,,,,
1505,08/12/21 05:00:00 AM,9.2137,41.439,,,,,
1506,08/12/21 05:15:00 AM,9.2119,41.439,,,,,
1507,08/12/21 05:30:00 AM,9.2164,41.254,,,,,
1508,08/12/21 05:45:00 AM,9.2182,41.254,,,,,
1509,08/12/21 06:00:00 AM,9.2231,41.254,,,,,
1510,08/12/21 06:15:00 AM,9.2187,40.881,,,,,
1511,08/12/21 06:30:00 AM,9.2221,40.881,,,,,
1512,08/12/21 06:45:00 AM,9.2221,40.881,,,,,
1513,08/12/21 07:00:00 AM,9.2221,40.881,,,,,
1514,08/12/21 07:15:00 AM,9.2203,40.881,,,,,
1515,08/12/21 07:30:00 AM,9.2237,40.881,,,,,
1516,08/12/21 07:45:00 AM,9.2254,40.881,,,,,
1517,08/12/21 08:00:00 AM,9.2292,41.067,,,,,
1518,08/12/21 08:15:00 AM,9.2292,41.067,,,,,
1519,08/12/21 08:30:00 AM,9.2325,41.067,,,,,
1520,08/12/21 08:45:00 AM,9.2309,41.067,,,,,
1521,08/12/21 09:00:00 AM,9.2343,41.067,,,,,
1522,08/12/21 09:15:00 AM,9.2347,41.254,,,,,
1523,08/12/21 09:30:00 AM,9.2364,41.254,,,,,
1524,08/12/21 09:45:00 AM,9.2398,41.254,,,,,
1525,08/12/21 10:00:00 AM,9.2398,41.254,,,,,
1526,08/12/21 10:15:00 AM,9.2419,41.439,,,,,
1527,08/12/21 10:30:00 AM,9.2408,41.625,,,,,
1528,08/12/21 10:45:00 AM,9.2424,41.625,,,,,
1529,08/12/21 11:00:00 AM,9.2412,41.810,,,,,
1530,08/12/21 11:15:00 AM,9.2485,41.994,,,,,
1531,08/12/21 11:30:00 AM,9.2440,42.179,,,,,
1532,08/12/21 11:45:00 AM,9.2495,42.363,,,,,
1533,08/12/21 12:00:00 PM,9.2428,42.363,,,,,
1534,08/12/21 12:15:00 PM,9.2444,42.363,,,,,
1535,08/12/21 12:30:00 PM,9.2462,42.363,,,,,
1536,08/12/21 12:45:00 PM,9.2466,42.548,,,,,
1537,08/12/21 01:00:00 PM,9.2499,42.548,,,,,
1538,08/12/21 01:15:00 PM,9.2460,42.915,,,,,
1539,08/12/21 01:30:00 PM,9.2415,43.099,,,,,
1540,08/12/21 01:45:00 PM,9.2404,43.282,,,,,
1541,08/12/21 02:00:00 PM,9.2459,43.466,,,,,
1542,08/12/21 02:15:00 PM,9.2441,43.466,,,,,
1543,08/12/21 02:30:00 PM,9.2441,43.466,,,,,
1544,08/12/21 02:45:00 PM,9.2408,43.466,,,,,
1545,08/12/21 03:00:00 PM,9.2430,43.648,,,,,
1546,08/12/21 03:15:00 PM,9.2430,43.648,,,,,
1547,08/12/21 03:30:00 PM,9.2447,43.648,,,,,
1548,08/12/21 03:45:00 PM,9.2402,43.831,,,,,
1549,08/12/21 04:00:00 PM,9.2385,43.831,,,,,
1550,08/12/21 04:15:00 PM,9.2418,43.831,,,,,
1551,08/12/21 04:30:00 PM,9.2440,44.013,,,,,
1552,08/12/21 04:45:00 PM,9.2373,44.013,,,,,
1553,08/12/21 05:00:00 PM,9.2395,44.195,,,,,
1554,08/12/21 05:15:00 PM,9.2411,44.195,,,,,
1555,08/12/21 05:30:00 PM,9.2373,44.013,,,,,
1556,08/12/21 05:45:00 PM,9.2390,44.013,,,,,
1557,08/12/21 06:00:00 PM,9.2402,43.831,,,,,
1558,08/12/21 06:15:00 PM,9.2414,43.648,,,,,
1559,08/12/21 06:30:00 PM,9.2375,43.466,,,,,
1560,08/12/21 06:45:00 PM,9.2408,43.466,,,,,
1561,08/12/21 07:00:00 PM,9.2419,43.282,,,,,
1562,08/12/21 07:15:00 PM,9.2449,43.099,,,,,
1563,08/12/21 07:30:00 PM,9.2460,42.915,,,,,
1564,08/12/21 07:45:00 PM,9.2460,42.915,,,,,
1565,08/12/21 08:00:00 PM,9.2438,42.732,,,,,
1566,08/12/21 08:15:00 PM,9.2488,42.732,,,,,
1567,08/12/21 08:30:00 PM,9.2505,42.732,,,,,
1568,08/12/21 08:45:00 PM,9.2466,42.548,,,,,
1569,08/12/21 09:00:00 PM,9.2466,42.548,,,,,
1570,08/12/21 09:15:00 PM,9.2517,42.548,,,,,
1571,08/12/21 09:30:00 PM,9.2462,42.363,,,,,
1572,08/12/21 09:45:00 PM,9.2511,42.363,,,,,
1573,08/12/21 10:00:00 PM,9.2495,42.363,,,,,
1574,08/12/21 10:15:00 PM,9.2522,42.179,,,,,
1575,08/12/21 10:30:00 PM,9.2522,42.179,,,,,
1576,08/12/21 10:45:00 PM,9.2489,42.179,,,,,
1577,08/12/21 11:00:00 PM,9.2489,42.179,,,,,
1578,08/12/21 11:15:00 PM,9.2434,41.994,,,,,
1579,08/12/21 11:30:00 PM,9.2434,41.994,,,,,
1580,08/12/21 11:45:00 PM,9.2402,41.994,,,,,
1581,08/13/21 12:00:00 AM,9.2418,41.994,,,,,
1582,08/13/21 12:15:00 AM,9.2402,41.994,,,,,
1583,08/13/21 12:30:00 AM,9.2434,41.994,,,,,
1584,08/13/21 12:45:00 AM,9.2434,41.994,,,,,
1585,08/13/21 01:00:00 AM,9.2385,41.994,,,,,
1586,08/13/21 01:15:00 AM,9.2351,41.994,,,,,
1587,08/13/21 01:30:00 AM,9.2402,41.994,,,,,
1588,08/13/21 01:45:00 AM,9.2385,41.994,,,,,
1589,08/13/21 02:00:00 AM,9.2335,41.994,,,,,
1590,08/13/21 02:15:00 AM,9.2379,41.810,,,,,
1591,08/13/21 02:30:00 AM,9.2363,41.810,,,,,
1592,08/13/21 02:45:00 AM,9.2314,41.810,,,,,
1593,08/13/21 03:00:00 AM,9.2296,41.810,,,,,
1594,08/13/21 03:15:00 AM,9.2314,41.810,,,,,
1595,08/13/21 03:30:00 AM,9.2296,41.810,,,,,
1596,08/13/21 03:45:00 AM,9.2330,41.810,,,,,
1597,08/13/21 04:00:00 AM,9.2357,41.625,,,,,
1598,08/13/21 04:15:00 AM,9.2408,41.625,,,,,
1599,08/13/21 04:30:00 AM,9.2435,41.439,,,,,
1600,08/13/21 04:45:00 AM,9.2464,41.254,,,,,
1601,08/13/21 05:00:00 AM,9.2520,40.881,,,,,
1602,08/13/21 05:15:00 AM,9.2543,40.509,,,,,
1603,08/13/21 05:30:00 AM,9.2588,40.321,,,,,
1604,08/13/21 05:45:00 AM,9.2566,40.134,,,,,
1605,08/13/21 06:00:00 AM,9.2599,40.134,,,,,
1606,08/13/21 06:15:00 AM,9.2604,40.321,,,,,
1607,08/13/21 06:30:00 AM,9.2637,40.321,,,,,
1608,08/13/21 06:45:00 AM,9.2676,40.509,,,,,
1609,08/13/21 07:00:00 AM,9.2710,40.509,,,,,
1610,08/13/21 07:15:00 AM,9.2710,40.509,,,,,
1611,08/13/21 07:30:00 AM,9.2714,40.696,,,,,
1612,08/13/21 07:45:00 AM,9.2753,40.881,,,,,
1613,08/13/21 08:00:00 AM,9.2759,41.067,,,,,
1614,08/13/21 08:15:00 AM,9.2814,41.254,,,,,
1615,08/13/21 08:30:00 AM,9.2818,41.439,,,,,
1616,08/13/21 08:45:00 AM,9.2836,41.439,,,,,
1617,08/13/21 09:00:00 AM,9.2862,41.810,,,,,
1618,08/13/21 09:15:00 AM,9.2868,41.994,,,,,
1619,08/13/21 09:30:00 AM,9.2872,42.179,,,,,
1620,08/13/21 09:45:00 AM,9.2850,42.548,,,,,
1621,08/13/21 10:00:00 AM,9.2853,43.282,,,,,
1622,08/13/21 10:15:00 AM,9.2844,44.195,,,,,
1623,08/13/21 10:30:00 AM,9.2855,44.560,,,,,
1624,08/13/21 10:45:00 AM,9.2859,44.742,,,,,
1625,08/13/21 11:00:00 AM,9.2847,44.922,,,,,
1626,08/13/21 11:15:00 AM,9.2869,45.104,,,,,
1627,08/13/21 11:30:00 AM,9.2852,45.104,,,,,
1628,08/13/21 11:45:00 AM,9.2837,45.828,,,,,
1629,08/13/21 12:00:00 PM,9.2821,47.088,,,,,
1630,08/13/21 12:15:00 PM,9.2831,48.160,,,,,
1631,08/13/21 12:30:00 PM,9.2820,48.339,,,,,
1632,08/13/21 12:45:00 PM,9.2849,48.871,,,,,
1633,08/13/21 01:00:00 PM,9.2795,49.404,,,,,
1634,08/13/21 01:15:00 PM,9.2766,49.582,,,,,
1635,08/13/21 01:30:00 PM,9.2726,49.937,,,,,
1636,08/13/21 01:45:00 PM,9.2730,50.819,,,,,
1637,08/13/21 02:00:00 PM,9.2734,52.401,,,,,
1638,08/13/21 02:15:00 PM,9.2697,53.623,,,,,
1639,08/13/21 02:30:00 PM,9.2697,54.322,,,,,
1640,08/13/21 02:45:00 PM,9.2686,54.669,,,,,
1641,08/13/21 03:00:00 PM,9.2653,54.669,,,,,
1642,08/13/21 03:15:00 PM,9.2608,54.147,,,,,
1643,08/13/21 03:30:00 PM,9.2612,53.623,,,,,
1644,08/13/21 03:45:00 PM,9.2521,53.274,,,,,
1645,08/13/21 04:00:00 PM,9.2496,52.925,,,,,
1646,08/13/21 04:15:00 PM,9.2467,52.401,,,,,
1647,08/13/21 04:30:00 PM,9.2451,52.401,,,,,
1648,08/13/21 04:45:00 PM,9.2451,52.401,,,,,
1649,08/13/21 05:00:00 PM,9.2456,51.874,,,,,
1650,08/13/21 05:15:00 PM,9.2476,51.346,,,,,
1651,08/13/21 05:30:00 PM,9.2447,50.819,,,,,
1652,08/13/21 05:45:00 PM,9.2450,50.290,,,,,
1653,08/13/21 06:00:00 PM,9.2376,49.937,,,,,
1654,08/13/21 06:15:00 PM,9.2412,49.404,,,,,
1655,08/13/21 06:30:00 PM,9.2404,49.050,,,,,
1656,08/13/21 06:45:00 PM,9.2411,48.695,,,,,
1657,08/13/21 07:00:00 PM,9.2486,48.339,,,,,
1658,08/13/21 07:15:00 PM,9.2464,48.160,,,,,
1659,08/13/21 07:30:00 PM,9.2476,47.982,,,,,
1660,08/13/21 07:45:00 PM,9.2438,47.802,,,,,
1661,08/13/21 08:00:00 PM,9.2451,47.624,,,,,
1662,08/13/21 08:15:00 PM,9.2480,47.446,,,,,
1663,08/13/21 08:30:00 PM,9.2492,47.266,,,,,
1664,08/13/21 08:45:00 PM,9.2470,47.088,,,,,
1665,08/13/21 09:00:00 PM,9.2499,46.908,,,,,
1666,08/13/21 09:15:00 PM,9.2491,46.548,,,,,
1667,08/13/21 09:30:00 PM,9.2498,46.188,,,,,
1668,08/13/21 09:45:00 PM,9.2509,46.008,,,,,
1669,08/13/21 10:00:00 PM,9.2488,45.828,,,,,
1670,08/13/21 10:15:00 PM,9.2499,45.648,,,,,
1671,08/13/21 10:30:00 PM,9.2546,45.466,,,,,
1672,08/13/21 10:45:00 PM,9.2507,45.286,,,,,
1673,08/13/21 11:00:00 PM,9.2453,45.104,,,,,
1674,08/13/21 11:15:00 PM,9.2447,44.922,,,,,
1675,08/13/21 11:30:00 PM,9.2425,44.742,,,,,
1676,08/13/21 11:45:00 PM,9.2425,44.742,,,,,
1677,08/14/21 12:00:00 AM,9.2425,44.742,,,,,
1678,08/14/21 12:15:00 AM,9.2398,44.922,,,,,
1679,08/14/21 12:30:00 AM,9.2447,44.922,,,,,
1680,08/14/21 12:45:00 AM,9.2380,44.922,,,,,
1681,08/14/21 01:00:00 AM,9.2364,44.922,,,,,
1682,08/14/21 01:15:00 AM,9.2343,44.742,,,,,
1683,08/14/21 01:30:00 AM,9.2327,44.742,,,,,
1684,08/14/21 01:45:00 AM,9.2327,44.742,,,,,
1685,08/14/21 02:00:00 AM,9.2238,44.560,,,,,
1686,08/14/21 02:15:00 AM,9.2221,44.560,,,,,
1687,08/14/21 02:30:00 AM,9.2232,44.379,,,,,
1688,08/14/21 02:45:00 AM,9.2250,44.379,,,,,
1689,08/14/21 03:00:00 AM,9.2245,44.195,,,,,
1690,08/14/21 03:15:00 AM,9.2240,44.013,,,,,
1691,08/14/21 03:30:00 AM,9.2240,44.013,,,,,
1692,08/14/21 03:45:00 AM,9.2218,43.831,,,,,
1693,08/14/21 04:00:00 AM,9.2235,43.831,,,,,
1694,08/14/21 04:15:00 AM,9.2263,43.648,,,,,
1695,08/14/21 04:30:00 AM,9.2214,43.648,,,,,
1696,08/14/21 04:45:00 AM,9.2225,43.466,,,,,
1697,08/14/21 05:00:00 AM,9.2209,43.466,,,,,
1698,08/14/21 05:15:00 AM,9.2203,43.282,,,,,
1699,08/14/21 05:30:00 AM,9.2221,43.282,,,,,
1700,08/14/21 05:45:00 AM,9.2215,43.099,,,,,
1701,08/14/21 06:00:00 AM,9.2232,43.099,,,,,
1702,08/14/21 06:15:00 AM,9.2248,43.099,,,,,
1703,08/14/21 06:30:00 AM,9.2215,43.099,,,,,
1704,08/14/21 06:45:00 AM,9.2199,43.099,,,,,
1705,08/14/21 07:00:00 AM,9.2248,43.099,,,,,
1706,08/14/21 07:15:00 AM,9.2270,43.282,,,,,
1707,08/14/21 07:30:00 AM,9.2288,43.282,,,,,
1708,08/14/21 07:45:00 AM,9.2319,43.282,,,,,
1709,08/14/21 08:00:00 AM,9.2359,43.466,,,,,
1710,08/14/21 08:15:00 AM,9.2380,43.648,,,,,
1711,08/14/21 08:30:00 AM,9.2402,43.831,,,,,
1712,08/14/21 08:45:00 AM,9.2373,44.013,,,,,
1713,08/14/21 09:00:00 AM,9.2428,44.195,,,,,
1714,08/14/21 09:15:00 AM,9.2438,44.560,,,,,
1715,08/14/21 09:30:00 AM,9.2447,44.922,,,,,
1716,08/14/21 09:45:00 AM,9.2453,45.104,,,,,
1717,08/14/21 10:00:00 AM,9.2446,45.466,,,,,
1718,08/14/21 10:15:00 AM,9.2505,45.828,,,,,
1719,08/14/21 10:30:00 AM,9.2485,46.369,,,,,
1720,08/14/21 10:45:00 AM,9.2450,46.908,,,,,
1721,08/14/21 11:00:00 AM,9.2480,47.446,,,,,
1722,08/14/21 11:15:00 AM,9.2464,48.160,,,,,
1723,08/14/21 11:30:00 AM,9.2424,48.517,,,,,
1724,08/14/21 11:45:00 AM,9.2415,48.871,,,,,
1725,08/14/21 12:00:00 PM,9.2453,49.050,,,,,
1726,08/14/21 12:15:00 PM,9.2438,49.759,,,,,
1727,08/14/21 12:30:00 PM,9.2414,50.819,,,,,
1728,08/14/21 12:45:00 PM,9.2414,51.523,,,,,
1729,08/14/21 01:00:00 PM,9.2405,52.576,,,,,
1730,08/14/21 01:15:00 PM,9.2396,52.925,,,,,
1731,08/14/21 01:30:00 PM,9.2356,52.576,,,,,
1732,08/14/21 01:45:00 PM,9.2285,52.401,,,,,
1733,08/14/21 02:00:00 PM,9.2280,52.225,,,,,
1734,08/14/21 02:15:00 PM,9.2296,52.225,,,,,
1735,08/14/21 02:30:00 PM,9.2280,52.925,,,,,
1736,08/14/21 02:45:00 PM,9.2234,53.100,,,,,
1737,08/14/21 03:00:00 PM,9.2176,52.750,,,,,
1738,08/14/21 03:15:00 PM,9.2134,52.401,,,,,
1739,08/14/21 03:30:00 PM,9.2147,52.225,,,,,
1740,08/14/21 03:45:00 PM,9.2147,52.225,,,,,
1741,08/14/21 04:00:00 PM,9.2096,52.225,,,,,
1742,08/14/21 04:15:00 PM,9.2127,52.050,,,,,
1743,08/14/21 04:30:00 PM,9.2105,51.874,,,,,
1744,08/14/21 04:45:00 PM,9.2127,51.346,,,,,
1745,08/14/21 05:00:00 PM,9.2084,50.995,,,,,
1746,08/14/21 05:15:00 PM,9.2125,50.643,,,,,
1747,08/14/21 05:30:00 PM,9.2121,50.466,,,,,
1748,08/14/21 05:45:00 PM,9.2134,50.290,,,,,
1749,08/14/21 06:00:00 PM,9.2158,49.937,,,,,
1750,08/14/21 06:15:00 PM,9.2167,49.582,,,,,
1751,08/14/21 06:30:00 PM,9.2145,49.404,,,,,
1752,08/14/21 06:45:00 PM,9.2174,49.228,,,,,
1753,08/14/21 07:00:00 PM,9.2158,49.228,,,,,
1754,08/14/21 07:15:00 PM,9.2154,49.050,,,,,
1755,08/14/21 07:30:00 PM,9.2148,48.871,,,,,
1756,08/14/21 07:45:00 PM,9.2161,48.695,,,,,
1757,08/14/21 08:00:00 PM,9.2177,48.695,,,,,
1758,08/14/21 08:15:00 PM,9.2228,48.695,,,,,
1759,08/14/21 08:30:00 PM,9.2257,48.517,,,,,
1760,08/14/21 08:45:00 PM,9.2257,48.517,,,,,
1761,08/14/21 09:00:00 PM,9.2273,48.517,,,,,
1762,08/14/21 09:15:00 PM,9.2302,48.339,,,,,
1763,08/14/21 09:30:00 PM,9.2302,48.339,,,,,
1764,08/14/21 09:45:00 PM,9.2298,48.160,,,,,
1765,08/14/21 10:00:00 PM,9.2298,48.160,,,,,
1766,08/14/21 10:15:00 PM,9.2311,47.982,,,,,
1767,08/14/21 10:30:00 PM,9.2277,47.982,,,,,
1768,08/14/21 10:45:00 PM,9.2289,47.802,,,,,
1769,08/14/21 11:00:00 PM,9.2322,47.802,,,,,
1770,08/14/21 11:15:00 PM,9.2272,47.802,,,,,
1771,08/14/21 11:30:00 PM,9.2272,47.802,,,,,
1772,08/14/21 11:45:00 PM,9.2234,47.624,,,,,
1773,08/15/21 12:00:00 AM,9.2200,47.624,,,,,
1774,08/15/21 12:15:00 AM,9.2218,47.624,,,,,
1775,08/15/21 12:30:00 AM,9.2251,47.624,,,,,
1776,08/15/21 12:45:00 AM,9.2214,47.446,,,,,
1777,08/15/21 01:00:00 AM,9.2180,47.446,,,,,
1778,08/15/21 01:15:00 AM,9.2196,47.446,,,,,
1779,08/15/21 01:30:00 AM,9.2147,47.446,,,,,
1780,08/15/21 01:45:00 AM,9.2125,47.266,,,,,
1781,08/15/21 02:00:00 AM,9.2125,47.266,,,,,
1782,08/15/21 02:15:00 AM,9.2092,47.266,,,,,
1783,08/15/21 02:30:00 AM,9.2109,47.266,,,,,
1784,08/15/21 02:45:00 AM,9.2070,47.088,,,,,
1785,08/15/21 03:00:00 AM,9.2070,47.088,,,,,
1786,08/15/21 03:15:00 AM,9.2054,47.088,,,,,
1787,08/15/21 03:30:00 AM,9.2032,46.908,,,,,
1788,08/15/21 03:45:00 AM,9.2032,46.908,,,,,
1789,08/15/21 04:00:00 AM,9.2050,46.908,,,,,
1790,08/15/21 04:15:00 AM,9.2028,46.728,,,,,
1791,08/15/21 04:30:00 AM,9.2045,46.728,,,,,
1792,08/15/21 04:45:00 AM,9.2057,46.548,,,,,
1793,08/15/21 05:00:00 AM,9.2019,46.369,,,,,
1794,08/15/21 05:15:00 AM,9.2035,46.369,,,,,
1795,08/15/21 05:30:00 AM,9.2053,46.369,,,,,
1796,08/15/21 05:45:00 AM,9.2048,46.188,,,,,
1797,08/15/21 06:00:00 AM,9.2031,46.188,,,,,
1798,08/15/21 06:15:00 AM,9.2064,46.188,,,,,
1799,08/15/21 06:30:00 AM,9.2060,46.008,,,,,
1800,08/15/21 06:45:00 AM,9.2060,46.008,,,,,
1801,08/15/21 07:00:00 AM,9.2076,46.008,,,,,
1802,08/15/21 07:15:00 AM,9.2109,46.008,,,,,
1803,08/15/21 07:30:00 AM,9.2098,46.188,,,,,
1804,08/15/21 07:45:00 AM,9.2113,46.188,,,,,
1805,08/15/21 08:00:00 AM,9.2119,46.369,,,,,
1806,08/15/21 08:15:00 AM,9.2135,46.369,,,,,
1807,08/15/21 08:30:00 AM,9.2157,46.548,,,,,
1808,08/15/21 08:45:00 AM,9.2179,46.728,,,,,
1809,08/15/21 09:00:00 AM,9.2166,46.908,,,,,
1810,08/15/21 09:15:00 AM,9.2187,47.088,,,,,
1811,08/15/21 09:30:00 AM,9.2180,47.446,,,,,
1812,08/15/21 09:45:00 AM,9.2211,47.982,,,,,
1813,08/15/21 10:00:00 AM,9.2240,48.517,,,,,
1814,08/15/21 10:15:00 AM,9.2203,49.050,,,,,
1815,08/15/21 10:30:00 AM,9.2200,49.582,,,,,
1816,08/15/21 10:45:00 AM,9.2196,50.113,,,,,
1817,08/15/21 11:00:00 AM,9.2200,50.290,,,,,
1818,08/15/21 11:15:00 AM,9.2147,50.113,,,,,
1819,08/15/21 11:30:00 AM,9.2187,49.759,,,,,
1820,08/15/21 11:45:00 AM,9.2141,49.228,,,,,
1821,08/15/21 12:00:00 PM,9.2103,49.050,,,,,
1822,08/15/21 12:15:00 PM,9.2099,48.871,,,,,
1823,08/15/21 12:30:00 PM,9.2087,49.050,,,,,
1824,08/15/21 12:45:00 PM,9.2045,49.404,,,,,
1825,08/15/21 01:00:00 PM,9.2047,50.113,,,,,
1826,08/15/21 01:15:00 PM,9.2013,50.819,,,,,
1827,08/15/21 01:30:00 PM,9.2038,51.172,,,,,
1828,08/15/21 01:45:00 PM,9.1976,51.346,,,,,
1829,08/15/21 02:00:00 PM,9.1951,51.699,,,,,
1830,08/15/21 02:15:00 PM,9.1929,52.225,,,,,
1831,08/15/21 02:30:00 PM,9.1955,52.576,,,,,
1832,08/15/21 02:45:00 PM,9.1922,52.576,,,,,
1833,08/15/21 03:00:00 PM,9.1918,52.401,,,,,
1834,08/15/21 03:15:00 PM,9.1900,52.401,,,,,
1835,08/15/21 03:30:00 PM,9.1900,52.401,,,,,
1836,08/15/21 03:45:00 PM,9.1863,52.225,,,,,
1837,08/15/21 04:00:00 PM,9.1834,51.699,,,,,
1838,08/15/21 04:15:00 PM,9.1826,51.346,,,,,
1839,08/15/21 04:30:00 PM,9.1838,51.172,,,,,
1840,08/15/21 04:45:00 PM,9.1834,50.995,,,,,
1841,08/15/21 05:00:00 PM,9.1813,50.819,,,,,
1842,08/15/21 05:15:00 PM,9.1842,50.643,,,,,
1843,08/15/21 05:30:00 PM,9.1834,50.290,,,,,
1844,08/15/21 05:45:00 PM,9.1863,50.113,,,,,
1845,08/15/21 06:00:00 PM,9.1858,49.937,,,,,
1846,08/15/21 06:15:00 PM,9.1871,49.759,,,,,
1847,08/15/21 06:30:00 PM,9.1816,49.582,,,,,
1848,08/15/21 06:45:00 PM,9.1841,49.228,,,,,
1849,08/15/21 07:00:00 PM,9.1870,49.050,,,,,
1850,08/15/21 07:15:00 PM,9.1849,48.871,,,,,
1851,08/15/21 07:30:00 PM,9.1845,48.695,,,,,
1852,08/15/21 07:45:00 PM,9.1890,48.517,,,,,
1853,08/15/21 08:00:00 PM,9.1890,48.517,,,,,
1854,08/15/21 08:15:00 PM,9.1906,48.517,,,,,
1855,08/15/21 08:30:00 PM,9.1939,48.517,,,,,
1856,08/15/21 08:45:00 PM,9.1990,48.517,,,,,
1857,08/15/21 09:00:00 PM,9.2002,48.339,,,,,
1858,08/15/21 09:15:00 PM,9.2019,48.339,,,,,
1859,08/15/21 09:30:00 PM,9.2019,48.339,,,,,
1860,08/15/21 09:45:00 PM,9.2015,48.160,,,,,
1861,08/15/21 10:00:00 PM,9.2015,48.160,,,,,
1862,08/15/21 10:15:00 PM,9.2031,48.160,,,,,
1863,08/15/21 10:30:00 PM,9.2031,48.160,,,,,
1864,08/15/21 10:45:00 PM,9.2060,47.982,,,,,
1865,08/15/21 11:00:00 PM,9.2026,47.982,,,,,
1866,08/15/21 11:15:00 PM,9.2010,47.982,,,,,
1867,08/15/21 11:30:00 PM,9.2010,47.982,,,,,
1868,08/15/21 11:45:00 PM,9.1989,47.802,,,,,
1869,08/16/21 12:00:00 AM,9.1989,47.802,,,,,
