"","x_pred","x","ele_arcpro","date","Flux_ave","adjusted_ppm","slope_mid","slope_up","catchment_ha","site"
"311",212.6789133,219,4075.411133,"",NA,NA,NA,NA,85.1787,"GaviDown"
"312",221.7497036,209,4076.225586,"",NA,NA,NA,NA,85.266,"GaviDown"
"313",222.6089979,229,4073.918457,"6/18/2021",0.385,1095.07967,0.105289385,0.105913992,85.3632,"GaviDown"
"314",223.8999089,230.3,4073.918457,"",NA,NA,NA,NA,85.3632,"GaviDown"
"315",225.5880232,232,4073.918457,"",NA,NA,NA,NA,85.3632,"GaviDown"
"316",232.5390824,239,4073.320068,"",NA,NA,NA,NA,85.3992,"GaviDown"
"317",235.5181078,242,4073.059814,"",NA,NA,NA,NA,85.4514,"GaviDown"
"318",240.48315,247,4072.879639,"",NA,NA,NA,NA,85.4577,"GaviDown"
"319",241.6430425,249,4072.648438,"",NA,NA,NA,NA,85.4604,"GaviDown"
"320",251.1600648,259,4072.139404,"",NA,NA,NA,NA,85.5234,"GaviDown"
"321",260.6770871,269,4071.602295,"",NA,NA,0.057553272,0.054961676,85.5297,"GaviDown"
"322",269.8549802,277,4071.205811,"6/18/2021",2.665,859.3492507,0.056240586,0.049938338,85.5495,"GaviDown"
"323",271.0022168,278,4071.205811,"",NA,NA,NA,NA,85.5495,"GaviDown"
"324",272.1494534,279,4070.931396,"",NA,NA,NA,NA,85.5522,"GaviDown"
"325",273.29669,280,4070.931396,"",NA,NA,NA,NA,85.5522,"GaviDown"
"326",275.607942,283,4070.654053,"",NA,NA,NA,NA,85.5558,"GaviDown"
"327",279.4432499,287,4070.546875,"",NA,NA,NA,NA,85.5828,"GaviDown"
"328",280.4020769,288,4070.441895,"",NA,NA,NA,NA,85.5855,"GaviDown"
"329",281.3609039,289,4070.289551,"",NA,NA,NA,NA,85.5855,"GaviDown"
"330",285.1962118,293,4070.192139,"",NA,NA,NA,NA,85.5891,"GaviDown"
"331",287.1138657,295,4069.950928,"",NA,NA,NA,NA,85.9131,"GaviDown"
"332",290.4739656,299,4069.950928,"",NA,NA,NA,NA,85.9131,"GaviDown"
"333",294.1364706,303,4069.703125,"6/18/2021",0.845,1183.100985,0.046083167,0.05132237,85.9158,"GaviDown"
"334",299.6302281,309,4069.415283,"",NA,NA,NA,NA,85.9968,"GaviDown"
"335",310.51984,319,4069.025146,"",NA,NA,NA,NA,86.2533,"GaviDown"
"336",317.4122467,326,4068.70752,"",NA,NA,NA,NA,86.2749,"GaviDown"
"337",320.3661352,329,4068.697266,"",NA,NA,NA,NA,86.2767,"GaviDown"
"338",330.9164456,339,4068.356445,"",NA,NA,NA,NA,86.3685,"GaviDown"
"339",341.304291,349,4068.018799,"",NA,NA,NA,NA,87.9768,"GaviDown"
"340",343.3818601,351,4067.999512,"",NA,NA,NA,NA,87.9786,"GaviDown"
"341",344.4206446,352,4067.999512,"",NA,NA,NA,NA,87.9786,"GaviDown"
"342",351.6921363,359,4067.693115,"",NA,NA,NA,NA,88.38,"GaviDown"
"343",358.1396855,365,4067.560791,"",NA,NA,NA,NA,88.5564,"GaviDown"
"344",362.356207,369,4067.436768,"",NA,NA,NA,NA,88.5834,"GaviDown"
"345",367.6268589,374,4067.313232,"",NA,NA,NA,NA,88.6419,"GaviDown"
"346",370.7892501,377,4067.313232,"",NA,NA,NA,NA,88.6419,"GaviDown"
"347",371.8433805,378,4067.199463,"",NA,NA,NA,NA,88.6653,"GaviDown"
"348",372.8975109,379,4067.199463,"",NA,NA,0.024299162,0.02327957,88.6653,"GaviDown"
"349",373.9516412,380,4067.199463,"",NA,NA,NA,NA,88.6653,"GaviDown"
"350",382.0288192,389,4066.95874,"",NA,NA,NA,NA,88.6914,"GaviDown"
"351",382.0288192,389,4066.95874,"",NA,NA,NA,NA,88.6914,"GaviDown"
"352",385.9633416,393,4066.817871,"6/22/2021",0.025,605.5983241,0.034259333,0.02879719,88.7103,"GaviDown"
"353",391.8651253,399,4066.663086,"",NA,NA,NA,NA,88.7211,"GaviDown"
"354",401.1667942,409,4066.26709,"",NA,NA,NA,NA,88.7364,"GaviDown"
"355",409.7187362,418,4065.610596,"6/22/2021",0.25,605.5399379,0.087311625,0.050821088,88.7472,"GaviDown"
"356",414.009053,419,4065.255859,"",NA,NA,NA,NA,88.7499,"GaviDown"
"357",426.6485557,432,4064.042236,"",NA,NA,NA,NA,88.758,"GaviDown"
"358",433.4544418,439,4063.645996,"",NA,NA,NA,NA,88.7607,"GaviDown"
"359",435.3989807,441,4063.5,"6/22/2021",1.315,583.1253581,0.066675187,0.082088122,88.7643,"GaviDown"
"360",442.5583488,449,4062.832275,"",NA,NA,NA,NA,88.7913,"GaviDown"
"361",444.7956514,451.5,4062.832275,"6/22/2021",0.26,577.62168,0.074666542,0.066675187,88.7913,"GaviDown"
"362",447.0329539,454,4062.539063,"",NA,NA,NA,NA,88.794,"GaviDown"
"363",451.507559,459,4062.268555,"",NA,NA,NA,NA,88.7967,"GaviDown"
"364",455.4229024,460,4062.004883,"",NA,NA,NA,NA,88.7985,"GaviDown"
"365",456.9122205,429,4062.004883,"",NA,NA,NA,NA,88.7985,"GaviDown"
"366",456.9122205,429,4067.053223,"",NA,NA,NA,NA,88.7985,"GaviDown"
"367",461.9950288,464.7,4061.734863,"",NA,NA,NA,NA,88.7994,"GaviDown"
"368",463.1136886,465.5,4061.460449,"",NA,NA,NA,NA,92.2527,"GaviDown"
"369",463.2535211,465.6,4061.460449,"",NA,NA,NA,NA,92.2527,"GaviDown"
"370",464.4643412,469,4061.330811,"",NA,NA,NA,NA,92.2761,"GaviDown"
"371",474.0427532,479,4060.816895,"",NA,NA,NA,NA,92.2815,"GaviDown"
"372",474.9048103,479.9,4060.816895,"",NA,NA,NA,NA,92.2815,"GaviDown"
"373",475.0005944,480,4060.83374,"",NA,NA,NA,NA,92.2815,"GaviDown"
"374",475.9584356,481,4060.816895,"",NA,NA,NA,NA,92.2815,"GaviDown"
"375",485.840095,486,4060.11084,"",NA,NA,NA,NA,110.5641,"GaviDown"
"376",491.2598454,489,4059.512207,"",0.17,567.7224979,NA,NA,110.5902,"GaviDown"
"377",494.9264858,499,4059.212158,"",NA,NA,NA,NA,110.5983,"GaviDown"
"378",499.1202045,505,4058.773682,"",NA,NA,NA,NA,110.6145,"GaviDown"
"379",500.5181108,507,4058.38501,"",NA,NA,NA,NA,110.6226,"GaviDown"
"380",501.9160171,509,4058.38501,"",NA,NA,NA,NA,110.6226,"GaviDown"
"381",508.0896663,519,4057.4375,"",NA,NA,NA,NA,110.6505,"GaviDown"
"382",511.1764909,524,4056.919678,"",NA,NA,NA,NA,110.7972,"GaviDown"
"383",514.2633155,529,4056.919678,"",NA,NA,NA,NA,110.7972,"GaviDown"
"384",517.967505,535,4055.941895,"",NA,NA,NA,NA,110.8404,"GaviDown"
"385",528.2775102,539,4054.985596,"",NA,NA,NA,NA,110.9655,"GaviDown"
"386",541.3705871,553,4052.955322,"",NA,NA,NA,NA,111.0303,"GaviDown"
"387",544.2384615,553,4052.307617,"",NA,NA,NA,NA,111.0276,"GaviDown"
"388",547.6176415,559,4052.186523,"",NA,NA,NA,NA,111.0708,"GaviDown"
"389",555.0895453,569,4052.186523,"",NA,NA,NA,NA,111.1311,"GaviDown"
"390",-20,NA,4151.282227,"",NA,NA,NA,NA,NA,"GaviUp"
"391",-10,NA,4145.250488,"",NA,NA,NA,NA,NA,"GaviUp"
"392",0.602392546,0,4136.464844,"",NA,NA,NA,NA,NA,"GaviUp"
"393",3.128488862,NA,4135.586426,"6/30/2021",0.09,566.4882038,0.460415175,0.678634955,38.7225,"GaviUp"
"394",5.604464229,5.8,4135.586426,"",NA,NA,NA,NA,NA,"GaviUp"
"395",14.22872575,15.8,4134.095215,"",NA,NA,NA,NA,NA,"GaviUp"
"396",19.20530161,NA,4133.97998,"6/29/2021",1.22,1556.697444,0.093135279,0.133573948,38.7549,"GaviUp"
"397",22.85298727,25.8,4133.97998,"",NA,NA,NA,NA,NA,"GaviUp"
"398",31.4772488,35.8,4133.725098,"",NA,NA,NA,NA,NA,"GaviUp"
"399",40.10151032,45.8,4133.332031,"",NA,NA,NA,NA,NA,"GaviUp"
"400",44.62926481,55.8,4132.8125,"",NA,NA,NA,NA,NA,"GaviUp"
"401",49.15701931,65.8,4132.288574,"",NA,NA,NA,NA,NA,"GaviUp"
"402",53.6847738,75.8,4132.006836,"",NA,NA,NA,NA,NA,"GaviUp"
"403",54.23839158,NA,4132.006836,"6/30/2021",0.235,788.703259,0.096988363,0.075491025,39.825,"GaviUp"
"404",58.21252829,85.8,4131.48291,"",NA,NA,NA,NA,NA,"GaviUp"
"405",71.32038436,NA,4130.296387,"6/29/2021",2.605,1111.944302,0.100172266,0.096988363,40.122,"GaviUp"
"406",85.3337777,95.7,4128.766113,"",NA,NA,NA,NA,NA,"GaviUp"
"407",85.37905525,95.8,4128.766113,"",NA,NA,NA,NA,NA,"GaviUp"
"408",86.27371894,96.8,4128.335449,"",NA,NA,NA,NA,NA,"GaviUp"
"409",87.94808651,97.8,4128.335449,"",NA,NA,NA,NA,NA,"GaviUp"
"410",99.67782269,109,4126.986328,"",NA,NA,0.113181936,0.108442061,NA,"GaviUp"
"411",102.3962323,NA,4126.769531,"6/30/2021",0.295,619.022998,0.10016419,0.117016106,40.3992,"GaviUp"
"412",102.9654682,NA,4126.769531,"6/29/2021",0.105,1215.550548,0.10016419,0.113529803,40.4613,"GaviUp"
"413",103.8548204,112.8,4126.473633,"",NA,NA,NA,NA,NA,"GaviUp"
"414",104.9540303,113.8,4126.473633,"",NA,NA,NA,NA,NA,"GaviUp"
"415",106.0532402,114.8,4126.473633,"",NA,NA,NA,NA,NA,"GaviUp"
"416",107.1524502,115.8,4126.301758,"",NA,NA,NA,NA,NA,"GaviUp"
"417",108.2516601,116.8,4126.301758,"",NA,NA,NA,NA,NA,"GaviUp"
"418",116.2994434,125.8,4125.425781,"",NA,NA,NA,NA,NA,"GaviUp"
"419",118.0878397,127.8,4125.425781,"",NA,NA,NA,NA,NA,"GaviUp"
"420",120.7704342,130.8,4124.786621,"",NA,NA,NA,NA,NA,"GaviUp"
"421",125.2414249,135.8,4123.988281,"",NA,NA,NA,NA,NA,"GaviUp"
"422",131.6554363,NA,4122.057129,"6/29/2021",0.54,921.9810527,0.306402853,0.181365134,40.5378,"GaviUp"
"423",134.1834064,145.8,4121.02002,"",NA,NA,NA,NA,NA,"GaviUp"
"424",138.3946556,NA,4118.975098,"6/30/2021",0.015,544.0804486,0.346296387,0.317660978,40.8771,"GaviUp"
"425",143.2847056,155.8,4117.888184,"",NA,NA,NA,NA,NA,"GaviUp"
"426",146.0150953,158.8,4116.794434,"",NA,NA,NA,NA,NA,"GaviUp"
"427",150.1106799,163.3,4115.709961,"",NA,NA,NA,NA,NA,"GaviUp"
"428",152.3860047,165.8,4114.644043,"",NA,NA,NA,NA,NA,"GaviUp"
"429",153.2961346,166.8,4114.644043,"",NA,NA,NA,NA,NA,"GaviUp"
"430",155.1163945,168.8,4113.597656,"",NA,NA,NA,NA,NA,"GaviUp"
"431",161.4873039,175.8,4111.538574,"",NA,NA,NA,NA,NA,"GaviUp"
"432",162.4082781,NA,4111.538574,"6/29/2021",0.16,496.5489676,0.339228539,0.332030535,40.9014,"GaviUp"
"433",170.588603,185.8,4108.74707,"",NA,NA,NA,NA,NA,"GaviUp"
"434",170.679616,185.9,4108.74707,"",NA,NA,NA,NA,NA,"GaviUp"
"435",172.8639278,188.3,4108.03418,"",NA,NA,NA,NA,NA,"GaviUp"
"436",175.5541452,NA,4107.450195,"6/29/2021",1.91,NA,0.260347834,0.300789509,41.0922,"GaviUp"
"437",179.6899022,195.8,4106.95166,"",NA,NA,NA,NA,NA,"GaviUp"
"438",180.0266847,NA,4106.95166,"6/30/2021",0.09,924.8185183,0.168822628,0.260347834,41.1138,"GaviUp"
"439",190,NA,4105.485352,"",NA,NA,NA,NA,NA,"GaviUp"
"440",200,NA,4104.28125,"",NA,NA,NA,NA,NA,"GaviUp"
"441",210.4247343,NA,4103.271973,"6/29/2021",0.61,1407.279904,0.05087913,0.108367579,41.5575,"GaviUp"
"442",219.8367581,NA,4103.271973,"6/30/2021",0.43,789.0074568,0,0.05087913,41.5584,"GaviUp"
"443",230,NA,4103.271973,"",NA,NA,NA,NA,NA,"GaviUp"
"444",240,NA,4103.271973,"",NA,NA,NA,NA,NA,"GaviUp"
"445",248.5905299,NA,4103.271973,"6/30/2021",0.145,811.6096596,0.02392575,0,41.5665,"GaviUp"
"446",260,NA,4103.750488,"",NA,NA,NA,NA,NA,"GaviUp"
"447",NA,NA,NA,"",NA,NA,NA,NA,NA,"GaviUp"
"448",NA,NA,4097.701172,"",1.675,11095.729,NA,NA,0.6183,"GaviTrib1"
"449",NA,NA,4096.243164,"",1.26,5319.166243,NA,NA,0.7173,"GaviTrib1"
"450",37.11868643,0,4092.65918,"6/29/2021",3.005,11098.654,NA,NA,1.017,"GaviTrib1"
"451",53.54342098,NA,4091.663574,"6/29/2021",0.205,7979.266913,NA,NA,1.0314,"GaviTrib1"
"452",68.89782958,NA,4089.491455,"6/29/2021",1.15,11206.38178,NA,NA,1.1151,"GaviTrib1"
"453",70.66258133,22,4089.04834,"",NA,NA,NA,NA,1.1304,"GaviTrib1"
"454",77.97325458,30,4089.04834,"",NA,NA,NA,NA,1.1304,"GaviTrib1"
"455",84.9568641,NA,4088.420654,"6/29/2021",0.345,3489.783353,0.155867668,0.066679026,1.1862,"GaviTrib1"
"456",87.11159614,40,4087.203857,"",NA,NA,NA,NA,1.2033,"GaviTrib1"
"457",96.96190584,50,4086.088623,"",NA,NA,NA,NA,1.2222,"GaviTrib1"
"458",102.6998309,NA,4084.929199,"6/23/2021",0.93,1895.811472,0.160550612,0.196779666,1.224,"GaviTrib1"
"459",103.8637818,58,4084.330811,"",NA,NA,NA,NA,1.2249,"GaviTrib1"
"460",115.1746814,70,4083.164551,"",NA,NA,NA,NA,1.2267,"GaviTrib1"
"461",121.6824023,NA,4082.015869,"6/23/2021",1.015,4538.995188,0.166993078,0.153473943,1.2285,"GaviTrib1"
"462",124.7540931,80,4081.455566,"",NA,NA,NA,NA,1.2294,"GaviTrib1"
"463",134.8997224,90,4079.870605,"",NA,NA,NA,NA,1.2321,"GaviTrib1"
"464",135.0139591,NA,4079.382324,"6/23/2021",0.585,1924.716274,0.154877453,0.19064336,1.233,"GaviTrib1"
"465",146.0079812,100,4078.163818,"",NA,NA,NA,NA,1.2357,"GaviTrib1"
"466",155.6329272,110,4076.872559,"",NA,NA,NA,NA,1.2645,"GaviTrib1"
"467",159.9350599,NA,4076.649414,"6/23/2021",0.82,2613.968845,0.095010753,0.109662498,1.2654,"GaviTrib1"
"468",165.9841329,120,4076.265869,"",NA,NA,NA,NA,1.2672,"GaviTrib1"
"469",176.6465927,130,4075.902832,"",NA,NA,NA,NA,1.269,"GaviTrib1"
"470",182.5512584,NA,4075.523438,"6/23/2021",1.34,2415.416904,0.05194687,0.044813546,1.2708,"GaviTrib1"
"471",186.1204646,140,4075.335938,"",NA,NA,NA,NA,1.2717,"GaviTrib1"
"472",NA,NA,4075.160889,"",NA,NA,NA,NA,1.2726,"GaviTrib1"
"473",194.2849944,150,4074.986572,"",NA,NA,NA,NA,1.2735,"GaviTrib1"
"474",205.2555909,160,4074.504883,"",NA,NA,NA,NA,1.2762,"GaviTrib1"
"475",210.1127871,NA,4074.365967,"6/23/2021",0.68,2334.253294,0.039627437,0.039209856,1.2771,"GaviTrib1"
"476",215.2258892,170,4074.156738,"",NA,NA,NA,NA,1.44,"GaviTrib1"
"477",221.2080682,176,4074.076416,"",NA,NA,NA,NA,1.4904,"GaviTrib1"
"478",225.1961875,180,4073.903564,"",NA,NA,NA,NA,1.4922,"GaviTrib1"
"479",235.1664858,190,4073.573486,"",NA,NA,NA,NA,1.4949,"GaviTrib1"
"480",244.6716424,200,4073.296387,"6/23/2021",1.335,5068.856547,-1.763795027,0.031176562,1.4967,"GaviTrib1"
"481",234.6716424,NA,4072.700684,"",NA,NA,NA,NA,NA,"GaviTrib1"
"482",-18.70699772,NA,4067.976562,"",NA,NA,NA,NA,16.4358,"GaviTrib2"
"483",-8.706997722,NA,4067.133057,"",NA,NA,NA,NA,16.5006,"GaviTrib2"
"484",1.293002278,-7.3,4066.268311,"6/23/2021",0.655,3573.983273,0.080649402,0.08541255,16.542,"GaviTrib2"
"485",8.169560657,0,4065.771973,"",NA,NA,NA,NA,16.569,"GaviTrib2"
"486",17.11182552,10,4065.150879,"6/23/2021",0.5,2019.293163,0.071978296,0.070639394,16.6176,"GaviTrib2"
"487",24.82700717,20,4064.572998,"",NA,NA,NA,NA,16.7508,"GaviTrib2"
"488",33.9979824,30,4063.792236,"",NA,NA,NA,NA,16.7589,"GaviTrib2"
"489",46.12040398,40,4062.723145,"6/23/2021",2.59,1460.886328,0.080923619,0.086874515,16.7697,"GaviTrib2"
"490",57.44251974,50,4061.89502,"",NA,NA,NA,NA,18.1818,"GaviTrib2"
"491",66.35491837,60,4061.333008,"",NA,NA,NA,NA,18.2412,"GaviTrib2"
"492",73.74792231,70,4060.988281,"",NA,NA,NA,NA,18.2457,"GaviTrib2"
"493",74.94101297,73,4060.83374,"6/23/2021",2.28,1404.899821,0.059044777,0.060649767,18.2466,"GaviTrib2"
"494",84.94101297,NA,4060.235596,"",NA,NA,NA,NA,NA,"GaviTrib2"
"495",-10,NA,4110.382324,"",NA,NA,NA,NA,NA,"GaviTrib3"
"496",0,0,4109.095703,"2021-06-29 0:00:00",1.1,5841.547692,0.107810351,0.128662088,0.1107,"GaviTrib3"
"497",0,NA,4109.565918,"2021-06-30 0:00:00",0.155,1644.372308,0.117238895,0.081640603,0.09,"GaviTrib3"
"498",8.920866625,10,4108.164063,"",NA,NA,NA,NA,0.153,"GaviTrib3"
"499",10.57558919,NA,4108.164063,"2021-06-30 0:00:00",0.105,1651.496923,0.145758593,0.107810351,0.153,"GaviTrib3"
"500",11.47562717,NA,4107.713379,"2021-06-29 0:00:00",0.105,1870.216923,0.136534289,0.124277865,0.1764,"GaviTrib3"
"501",17.84173325,20,4106.965332,"",NA,NA,NA,NA,0.2943,"GaviTrib3"
"502",19.04712702,NA,4106.965332,"2021-06-30 0:00:00",0.255,1201.129231,0.137400686,0.136534289,0.2943,"GaviTrib3"
"503",25.87051321,29,4106.109375,"",NA,NA,NA,NA,0.3447,"GaviTrib3"
"504",26.02879747,NA,4106.109375,"2021-06-30 0:00:00",0.465,1814.661538,0.099453009,0.120101462,0.3447,"GaviTrib3"
"505",27.65468654,31,4105.817383,"",NA,NA,NA,NA,0.3789,"GaviTrib3"
"506",35.6834665,40,4105.190918,"",NA,NA,NA,NA,0.4293,"GaviTrib3"
"507",44.60433312,50,4104.736328,"",NA,NA,NA,NA,0.4824,"GaviTrib3"
"508",54.60433312,NA,4104.165039,"",NA,NA,NA,NA,NA,"GaviTrib3"
