"","X","lon_fit","lat_fit","ele_fit","dist","slope50m","Date","EOS_no","VaisalaType","Flux_ave","CO2_ppm_ave","adjusted_ppm","AirTemp_c","WaterTemp_c","Total_hPa","surface_area","flux_umolpers","Totalflux_umolpers","Wetland","air_pressure_atm","VaporPressure_atm","TotalAir_atm","Total_air_MolperL","CO2_air_MolesPerLiter","CO2_air_gCO2asCPerLiter","WaterTemp_K","KH_mol.L.atm","CO2_water_gCO2asCPerLiter","deltaCO2_gCO2asCperM3","Flux_gCO2asCperM2perDay","k_m.d","Sc","K600.effective"
"9048",5974,-78.2038431329403,-0.331605,4053.85749041201,1059.2187417169,-0.232784334268227,"2021-06-22","EOS_1","new",-0.035,400.201,579.989031283619,6.761,8.61025,627.2604,0,0,276.172715629828,"GAVI",0.61905790392732,0.00984908811096406,0.609208815816356,0.0265233661637643,1.08745801271434e-05,0.00013049496152572,281.76025,0.0559013552691685,0.000389066074680078,0.0144544756587861,-0.036288,-2.51050268834501,1123.73821945589,-3.43571903893218
"9053",210001,-78.1995077159309,-0.34009041087091,3948.605975019,1.46350413188725,-0.0282626953053743,"2021-07-09","EOS_2","old",-0.665,468.692307692308,701.908641764632,6.941,7.481,625.8904,19.4838538341244,-12.9567627996927,-12.9567627996927,"COLM",0.61770581900632,0.00997162006640239,0.607734198939918,0.0264421612461127,1.08412861109062e-05,0.000130095433330874,280.631,0.0578506272337515,0.000487270262242494,0.0206627878846451,-0.689472,-33.3678109579957,1203.45096383641,-47.2570155318792
"9096",45101,-78.1995791741571,-0.34052041087091,3946.81042782927,51.0266678562325,-0.0367749761927326,"2021-07-09","EOS_1",NA,0.175,NA,NA,NA,NA,NA,25.3252787696742,4.43192378469298,-8.52483901499975,"COLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18144,NA,NA,NA
"9124",73101,-78.1993468341027,-0.34080041087091,3944.61560077355,94.1568105431368,-0.0506760404593318,"2021-07-09","EOS_2","old",0.16,591,884.877381031648,6.936,7.381,625.7924,30.4345254925975,4.86952407881561,-3.65531493618414,"COLM",0.61760910052292,0.00996819831630896,0.607640902206611,0.0264385739235558,1.08398153086579e-05,0.000130077783703895,280.531,0.058027257435367,0.000616164091054281,0.0282062552924278,0.165888,5.88124861950513,1210.81507558377,8.35473777380977
"9160",109101,-78.199079178923,-0.34116041087091,3940.96085940705,145.25273142557,-0.0723245721067095,"2021-07-09","EOS_1",NA,1.25,NA,NA,NA,NA,NA,38.3500927782036,47.9376159727545,44.2823010365703,"COLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.296,NA,NA,NA
"9189",138101,-78.1987828311388,-0.34145041087091,3936.66195297168,193.670567008241,-0.0879954114760813,"2021-07-09","EOS_2","old",0.075,509.461538461538,762.471083700039,6.933,7.3305,626.0694,16.0422588975846,1.20316941731884,45.4854704538892,"COLM",0.61788247827702,0.00996614576376994,0.60791633251325,0.0264508412646588,1.08448449185101e-05,0.000130138139022121,280.4805,0.0581167085295493,0.000531747716803257,0.0233402267745816,0.07776,3.33158716712571,1214.55322401495,4.740059911781
"9198",147101,-78.1986822172428,-0.34154041087091,3935.44571829645,208.108688941974,-0.089079186306897,"2021-07-07","EOS_2","old",2.47,561,841.966147812762,6.875,8.082,625.6154,10.3877252534246,25.6576813759589,71.1431518298481,"COLM",0.61743441509882,0.00992653633980156,0.607507878759018,0.0264385441045938,1.08398030828834e-05,0.000130077636994601,281.232,0.056802941983935,0.000573913850959747,0.0252112027122315,2.560896,101.577700565533,1160.24786543595,141.253149907939
"9222",171101,-78.1987979132048,-0.34178041087091,3933.00397120093,240.244057452566,-0.0781916728037179,"2021-07-09","EOS_1",NA,0.505,NA,NA,NA,NA,NA,13.0606359128551,6.59562113599185,77.7387729658399,"COLM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.523584,NA,NA,NA
"9238",187101,-78.1987995376998,-0.34194041087091,3931.9370339981,259.5516660086,-0.0665869908739326,"2021-07-07","EOS_1","new",1.73,654.826153846154,947.751897913429,6.875,8.082,625.6154,12.098254097674,20.929979588976,98.6687525548159,"COLM",0.61743441509882,0.00992653633980156,0.607507878759018,0.0264385441045938,1.08398030828834e-05,0.000130077636994601,281.232,0.056802941983935,0.00064602115286809,0.0293071095991492,1.793664,61.2023507105617,1160.24786543595,85.1075065836905
"9258",207101,-78.1986044680827,-0.34214041087091,3930.64016993798,290.942332960156,-0.0456509423719927,"2021-07-07","EOS_2","old",0.625,674.461538461538,1012.61107191185,6.877,8.182,625.5754,35.0424431155469,21.9015269472168,120.570279502033,"COLM",0.61739493816682,0.00992789986528684,0.607467038301533,0.0264365779254063,1.08389969494166e-05,0.000130067963392999,281.332,0.0566308979258602,0.00068814089102443,0.0316041709998815,0.648,20.5036227655656,1153.23258604605,28.4258480660575
"9305",254101,-78.1978438712071,-0.34262041087091,3929.15929878105,391.522542658754,-0.000768146921169807,"2021-07-07","EOS_2","old",2.45,848.538461538462,1274.30563546976,6.881,8.282,625.6254,109.215217127729,267.577281962935,388.147561464968,"COLM",0.61744428433182,0.00993062741224988,0.60751365691957,0.0264382290853488,1.0839673924993e-05,0.000130076087099916,281.432,0.056459496661095,0.000863359857252234,0.04140083257255,2.54016,61.3552878568004,1146.26607584175,84.8045380043638
"9339",288101,-78.1977336821962,-0.34297041087091,3928.95128728179,432.840386283415,-0.00447788972240422,"2021-07-07","EOS_1","new",0.485,949.450769230769,1375.40486204197,6.879,8.232,625.5334,45.7876622526808,22.2070161925502,410.354577657518,"COLM",0.61735348738822,0.00992926355609722,0.607424223832123,0.0264345258671782,1.08381556055431e-05,0.000130057867266517,281.382,0.0565451171204341,0.000933269148146132,0.0454176759497917,0.502848,11.0716365266221,1149.7432502907,15.326275532203
"9383",33211,-78.1979154530342,-0.34341041087091,3927.77923489383,488.855789406069,-0.0232296511211222,"2021-07-07","EOS_2","old",2.31,833.153846153846,1251.52786319382,6.882,8.382,625.6834,23.9063996155101,55.2237831118284,465.578360769346,"COLM",0.61750152588322,0.009931309402335,0.607570216480885,0.0264405960659645,1.08406443870455e-05,0.000130087732644546,281.532,0.0562887353769817,0.000845363048498835,0.0402619429758091,2.395008,59.485653770833,1139.34808690304,81.9718671521993
"9408",35711,-78.1980775103198,-0.34366041087091,3926.42747953286,522.112778839721,-0.0380677207972854,"2021-07-07","EOS_1","new",2.105,917.372307692308,1330.22792394982,6.885,8.4315,625.6554,22.6678716626711,47.7158698499227,513.294230619269,"COLM",0.61747389203082,0.00993335562065106,0.607540536410169,0.02643902118843,1.08399986872563e-05,0.000130079984247076,281.5815,0.0562044444804216,0.00089717665797533,0.0431142424096758,2.182464,50.6204882196934,1135.94155956148,69.6512153327465
"9431",38011,-78.1982653570514,-0.34389041087091,3925.45587478113,555.058120185901,-0.0327051667066919,"2021-07-07","EOS_2","old",1.95,811.615384615385,1219.39665322287,6.885,8.4315,625.6554,23.8244139218666,46.4576071476399,559.751837766909,"COLM",0.61747389203082,0.00993335562065106,0.607540536410169,0.02643902118843,1.08399986872563e-05,0.000130079984247076,281.5815,0.0562044444804216,0.000822426137948121,0.0389129309569239,2.02176,51.9559938118787,1135.94155956148,71.4888030536645
"9452",40111,-78.1982196835843,-0.34410041087091,3924.64962232254,580.532571592312,-0.0305213893056573,"2021-07-07","EOS_1","new",1.185,1181.89076923077,1714.29055591863,6.888,8.481,625.6324,30.8496775315062,36.5568678748348,596.308705641744,"COLM",0.61745119279492,0.00993540221110349,0.607515790583816,0.0264376610713699,1.08394410392616e-05,0.00013007329247114,281.631,0.0561203093709866,0.00115447819619897,0.0574899201183616,1.228608,21.3708420097039,1132.54683032685,29.3612197153703
"9474",42311,-78.1981862154774,-0.34432041087091,3923.85554337258,607.802424799954,-0.0297684745830026,"2021-07-07","EOS_2","old",1.23,892.384615384615,1341.12733114145,6.893,8.531,625.6874,12.7140090096734,15.6382310818982,611.946936723642,"COLM",0.61750547357642,0.00993881402231834,0.607566659554102,0.0264394027014178,1.08401551075813e-05,0.000130081861290975,281.681,0.0560354822238205,0.000901808600688679,0.043244079987167,1.275264,29.489909379005,1129.12975773648,40.4547702797611
"9498",44711,-78.1985227582809,-0.34456041087091,3922.7068443578,654.371105159143,-0.0248671257753549,"2021-07-07","EOS_2","old",4.315,877.769230769231,1319.41320395289,6.897,8.581,625.6534,86.9727677891364,375.287493010123,987.234429733765,"COLM",0.61747191818422,0.00994154421585987,0.60753037396836,0.0264374460462904,1.08393528789791e-05,0.000130072234547749,281.731,0.0559508133358863,0.000885866902647263,0.0422873263950941,4.473792,105.795101780637,1125.7246611323,144.912558983237
"9565",51411,-78.1995495503993,-0.34523041087091,3911.81945975856,795.216719344228,-0.10537229543841,"2021-07-07","EOS_2","old",0.33,828.538461538462,1245.90956798031,6.903,8.7295,625.7264,120.903684666446,39.898215939927,1027.13264567369,"COLM",0.61754396358512,0.00994564074744441,0.607598322837676,0.0264398364537068,1.08403329460198e-05,0.000130083995352237,281.8795,0.0557002763734518,0.000832770087273974,0.0391398095238215,0.342144,8.74158571956674,1115.68182537274,11.9202338273923
"9611",56011,-78.1997381572102,-0.34569041087091,3906.47388607598,853.825304361448,-0.0954116661035785,"2021-07-07","EOS_1","new",0,678.692307692308,985.582858742253,6.90115384615385,8.70665384615385,625.682553846154,63.6480735086108,0,1027.13264567369,"COLM",0.617500690794274,0.0099443801175174,0.607556310676756,0.0264381825657087,1.08396548519406e-05,0.000130075858223287,281.856653846154,0.0557387302186426,0.000659221644858636,0.0294939142475991,0,0,1117.22005143045,0
"9629",57811,-78.1998657343355,-0.34587041087091,3903.08671448263,878.368140777201,-0.120067063350473,"2021-07-07","EOS_1","new",0.785,687.444615384615,998.977676977281,6.907,8.829,625.6614,45.1177066790567,35.4173997430595,1062.55004541675,"COLM",0.61747981357062,0.00994837259621645,0.607531440974403,0.0264365484744087,1.08389848745075e-05,0.000130067818494091,281.979,0.0555331830159183,0.000665716921972755,0.0297462996957933,0.813888,27.3609829902675,1109.01133394018,37.1983831319218
"9656",60511,-78.1999373692874,-0.34614041087091,3899.52703598693,909.643278431956,-0.119573040478212,"2021-07-07","EOS_1","new",1.81,737.144615384615,1071.57591206985,6.914,8.9285,625.8624,26.0528398708607,47.1556401662578,1109.70568558301,"COLM",0.61767818515392,0.00995315492539007,0.60772503022853,0.0264443114795189,1.08421677066028e-05,0.000130106012479233,282.0785,0.0553667082666665,0.000711955570909902,0.0322150947567196,1.876608,58.2524438984792,1102.38753717851,78.9597332485333
"9676",62511,-78.1999652291954,-0.34635041087091,3899.00435911525,933.226875375801,-0.0653272334456884,"2021-07-07","EOS_2","old",0.135,556.384615384615,837.076999109845,6.914,8.9285,625.8624,76.3895561309202,10.3125900776742,1120.01827566068,"COLM",0.61767818515392,0.00995315492539007,0.60772503022853,0.0264443114795189,1.08421677066028e-05,0.000130106012479233,282.0785,0.0553667082666665,0.000556154376077418,0.0235888954548314,0.139968,5.93363942232965,1102.38753717851,8.0429000849587
"9693",64211,-78.199944668192,-0.34652041087091,3899.0038786327,952.534841039885,-0.0219385840063222,"2021-07-07","EOS_2","old",0.08,894.692307692308,1345.33503951147,6.919,8.779,625.9324,64.6333409712752,5.17066727770201,1125.18894293839,"COLM",0.61774726978492,0.00995657211708397,0.607790697667836,0.0264466967525066,1.08431456685277e-05,0.000130117748022332,281.929,0.0556170720346848,0.000897883149639539,0.0427008636474828,0.082944,1.94244314786569,1112.3574877098,2.64481246253996
"9695",64411,-78.19993670115,-0.34654041087091,3899.00381875433,954.954715109171,-0.0174812515629587,"2021-07-07","EOS_2","old",0.44,837,1258.55048836339,6.899,8.68,625.6314,200.037117716566,88.016331795289,1213.20527473367,"COLM",0.61745020587162,0.00994290956086788,0.607507296310752,0.0264362529943936,1.08388637277014e-05,0.000130066364732417,281.83,0.0557836344809739,0.000842478245024575,0.0397409239301211,0.456192,11.4791493222994,1119.01778011776,15.6766251414694
"9733",68211,-78.1997508650193,-0.34692041087091,3899.00263472238,1002.25537570174,-2.50196750109111e-05,"2021-07-06","EOS_1","new",0.22,765.329404761905,1101.32552902489,6.85592857142857,7.22589285714286,626.745257142857,121.647087657397,26.7623592846273,1239.9676340183,"COLM",0.618549497438777,0.00991354245177056,0.608635954987006,0.0264894417071857,1.08606710999461e-05,0.000130328053199354,280.375892857143,0.0583025418871275,0.000770520933448038,0.0373248722165397,0.228096,6.11109928727162,1222.33784513813,8.72246717438239
"9763",71211,-78.1997358016662,-0.34723041087091,3898.86343389416,1036.83904889569,-0.00313410138119805,"2021-07-06","EOS_2","old",1.485,738.846153846154,1104.5080089288,6.855,7.179,626.7694,30.0587709447977,44.6372748530246,1284.60490887133,"COLM",0.61857332458702,0.0099129101740461,0.608660414412974,0.0264905940955022,1.08611435791559e-05,0.000130333722949871,280.329,0.0583860844312034,0.000773854774371087,0.0375726744415359,1.539648,40.9778655069054,1225.84565139997,58.5722089372926
"9793",74211,-78.1997644462745,-0.34753041087091,3898.4801182177,1070.93582289108,-0.0102014580139401,"2021-07-06","EOS_1","new",1.005,830.364615384615,1195.29902132697,6.857,7.28,626.7174,35.8610923397744,36.0403978014732,1320.6453066728,"COLM",0.61852200457542,0.00991427204722619,0.608607732528194,0.0264881120359313,1.08601259347318e-05,0.000130321511216782,280.43,0.0582063298071362,0.000834887628642056,0.0410102078017889,1.041984,25.4079180733765,1218.30434817536,36.205233464037
"9832",78111,-78.199672732881,-0.34792041087091,3897.82460538597,1117.91862956454,-0.013867475338279,"2021-07-06","EOS_2","old",2.15,660.615384615385,988.2229177635,6.859,7.3305,626.5684,56.6518264168794,121.801426796291,1442.44673346909,"COLM",0.61837495300372,0.00991563408555936,0.608459318918161,0.0264814635603964,1.08574000597625e-05,0.00013028880071715,280.4805,0.0581167085295493,0.000689187159286585,0.0324813330026234,2.22912,68.6277253405814,1214.55322401495,97.6410081457529
"9871",82011,-78.1995669193551,-0.34831041087091,3897.52444886698,1164.4141288208,-0.00682641473357966,"2021-07-06","EOS_1","new",1.06,882.292307692308,1270.89921642088,6.86,7.381,626.5954,51.2845998923386,54.3616758858789,1496.80840935497,"COLM",0.61840159993282,0.0099163151666638,0.608485284766156,0.0264824990728619,1.08578246198734e-05,0.000130293895438481,280.531,0.058027257435367,0.000884961552067927,0.043791294389382,1.099008,25.0964949843199,1210.81507558377,35.6513808888031
"9918",86711,-78.1993404955148,-0.34878041087091,3896.44585046931,1223.97134522502,-0.0202330794802438,"2021-07-06","EOS_1","new",2.675,863.667692307692,1244.53886812376,6.862,7.431,626.4884,45.7361777833958,122.344275570584,1619.15268492555,"COLM",0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.000865285948307218,0.0425859820604173,2.77344,65.125655575238,1207.12669082699,92.3746719822024
"9926",87511,-78.199267904201,-0.34886041087091,3896.00797814096,1236.19450148373,-0.0269699012140445,"2021-07-06","EOS_2","old",1.345,684.076923076923,1023.72289374396,6.862,7.431,626.4884,23.4182937816914,31.4976051363749,1650.65029006193,"COLM",0.61829599913972,0.00991767745275899,0.608378321686961,0.0264776547059373,1.08558384294343e-05,0.000130270061153212,280.581,0.0579388592882134,0.000711760040289047,0.0336908660786573,1.394496,41.390921703951,1207.12669082699,58.7091643327311
"9942",110002,-78.201527025092,-0.328625413073492,4101.0863255388,0,NA,"2021-06-29","EOS_1","new",1.675,10000,14516.54812879,7.235,8.83075,626.7744,NA,NA,NA,"GAVItrib1",0.61857825920352,0.0101746508220209,0.608403608381499,0.0264435301755048,1.0841847371957e-05,0.000130102168463484,281.98075,0.0555302497316044,0.00967329051399077,0.529935632062867,1.73664,3.27707724283386,1108.89443230846,4.45508664002437
"9943",210002,-78.201527025092,-0.328625413073492,4101.0863255388,0,NA,"2021-06-29","EOS_1","new",1.26,4793.08923076923,6960.60432295793,7.239,8.90575,626.7964,NA,NA,NA,"GAVItrib1",0.61859997151612,0.0101774381156201,0.6084225334005,0.0264439754763092,1.08420299452868e-05,0.000130104359343441,282.05575,0.0554047171780548,0.00462780376682195,0.249193763623252,1.306368,5.24237838461743,1103.89791842433,7.11077924757942
"11988",204711,-78.2015975945176,-0.328829913073492,4098.72449656352,25.57649901668,-0.0923437165399035,"2021-06-29","EOS_1","new",3.005,10000,14529.0227869375,7.248,8.9875,626.7674,NA,NA,NA,"GAVItrib1",0.61857135074042,0.0101837119902045,0.608387638750215,0.0264416101142241,1.08410601468319e-05,0.000130092721761983,282.1375,0.0552682856606161,0.00963593018109675,0.5253713401459,3.115584,5.93025116127343,1098.48181224633,8.02405500940685
"13482",35413,-78.2015819231551,-0.328979313073492,4094.14759949726,42.334145325223,-0.163903770543447,"2021-06-29","EOS_1","new",0.205,7189.78923076923,10442.152850483,7.248,8.9405,626.8924,NA,NA,NA,"GAVItrib1",0.61869471615292,0.0101837119902045,0.608511004162715,0.0264469717947237,1.08432584358367e-05,0.000130119101230041,282.0905,0.055346672583553,0.00693526097859717,0.376641959371264,0.212544,0.564313122082319,1101.59183100051,0.764636239438034
"14758",48171,-78.2016297830115,-0.329106913073492,4091.65597353674,57.7978224131273,-0.171374414500263,"2021-06-29","EOS_1","new",1.15,10096.7909090909,14660.3594027655,7.25,8.908,626.9794,NA,NA,NA,"GAVItrib1",0.61878057848002,0.0101851066479903,0.60859547183203,0.0264504542463965,1.08446862410226e-05,0.000130136234892271,282.058,0.0554009566192593,0.00974637522354434,0.532748839050743,1.19232,2.23805274193462,1103.74843177123,3.03549653501782
"15787",58461,-78.2017310142527,-0.329209813073492,4088.24406092298,73.894286251188,-0.214118624706755,"2021-06-29","EOS_1","new",0.345,3144.36,4565.27424857156,7.255,8.94075,627.2314,NA,NA,NA,"GAVItrib1",0.61902928315162,0.0101885940299399,0.60884068912168,0.0264606399130638,1.08488623643562e-05,0.000130186348372274,282.09075,0.0553462552687182,0.00303205000719777,0.160607286816373,0.357696,2.22714676955452,1101.57526096979,3.01772944134973
"16863",6922,-78.2018491849747,-0.329317413073492,4082.05860801246,91.6882921046314,-0.243600852286006,"2021-06-23","EOS_1","old",0.93,1264.25,1898.6711211972,6.754,8.904,627.6564,NA,NA,NA,"GAVItrib1",0.61944872555412,0.0098443499487399,0.60960437560538,0.026541251549661,1.0881913135361e-05,0.000130582957624332,282.054,0.0554076422750784,0.0012624106833758,0.0627119057454527,0.964224,15.375453648527,1104.01420226225,20.8564142079107
"18296",8355,-78.2019402654874,-0.329460713073492,4080.11602502202,110.808410434789,-0.217263559418016,"2021-06-23","EOS_1","old",1.015,3024.46153846154,4547.4699216213,6.755,9.226,627.5004,NA,NA,NA,"GAVItrib1",0.61929476551932,0.00984502670583813,0.609449738813482,0.0265344240995651,1.08791138808217e-05,0.00013054936656986,282.376,0.05487262050037,0.00299437909495168,0.157145841863173,1.052352,6.69665826039663,1082.85882255253,8.99639325556509
"19501",9560,-78.2019395812531,-0.329581213073492,4079.74143500209,124.340011488809,-0.167415613562545,"2021-06-23","EOS_1","old",0.585,1282.23076923077,1929.18182169003,6.754,9.3875,627.3444,NA,NA,NA,"GAVItrib1",0.61914080548452,0.0098443499487399,0.60929645553578,0.0265278451760333,1.08764165221737e-05,0.000130516998266084,282.5375,0.0546066820947254,0.00126415462127941,0.0619041892905088,0.606528,9.79785062935948,1072.42910293883,13.0990404907599
"21719",11778,-78.2019227454252,-0.329803013073492,4077.42252078725,149.421176419195,-0.0692122049286256,"2021-06-23","EOS_1","old",0.82,1740.53846153846,2619.99764933257,6.754,9.54925,627.3704,NA,NA,NA,"GAVItrib1",0.61916646549032,0.0098443499487399,0.60932211554158,0.0265289623738357,1.08768745732726e-05,0.000130522494879271,282.69925,0.0543419262153526,0.00170850862733313,0.0857508059786574,0.850176,9.9144957332716,1062.10292098019,13.1910178077021
"23408",13467,-78.2020317253675,-0.329971913073492,4075.91643205278,171.982544602619,-0.0776180628417715,"2021-06-23","EOS_1","old",1.34,1606.46153846154,2421.12265669836,6.756,9.87725,627.1734,NA,NA,NA,"GAVItrib1",0.61897204160022,0.00984570350400594,0.609126338096214,0.0265202490249589,1.08733021002332e-05,0.000130479625202798,283.02725,0.0538099006054597,0.00156336443412678,0.0771033891472726,1.389312,18.0188188270988,1041.5266554457,23.7402827974228
"25437",15496,-78.2021756346818,-0.330174813073492,4075.10570984117,199.871951452321,-0.0455521645692891,"2021-06-23","EOS_1","old",0.68,1551.46153846154,2339.83785837286,6.756,10.06775,627.0804,NA,NA,NA,"GAVItrib1",0.61888025773332,0.00984570350400594,0.609034554229314,0.0265162529229117,1.08716636983938e-05,0.000130459964380726,283.21775,0.0535038581094449,0.00150228423328187,0.0733978910343798,0.705024,9.60550759789222,1029.79677241776,12.5840506560843
"28622",18681,-78.2022746628472,-0.330493313073492,4073.20563910652,238.190171451869,-0.0449794700324035,"2021-06-23","EOS_1","old",1.335,3367.38461538462,5081.82968941816,6.758,10.2605,627.0324,NA,NA,NA,"GAVItrib1",0.61883288541492,0.00984705722355897,0.608985828191361,0.0265139420312498,1.08707162328124e-05,0.000130448594793749,283.4105,0.0531963876153587,0.00324401978344232,0.165630739819362,1.384128,8.35670963922238,1018.09120508104,10.8856165031474
"28814",18873,-78.2031020480166,-0.330560772898483,4069.82171859819,1.29298016585446,-0.0710619243097789,"2021-06-23","EOS_1","old",0.655,2365.38461538462,3583.33356783563,6.775,11.45275,626.9454,NA,NA,NA,"GAVItrib2",0.61874702308782,0.00985857047526499,0.608888452612555,0.0265080925576758,1.08683179486471e-05,0.000130419815383765,284.60275,0.0513423218266068,0.0022077199830228,0.106653413737388,0.679104,6.36739112422744,949.219628692685,8.00883336550922
"30205",20264,-78.2031337966674,-0.330699872898483,4068.70701754915,17.179571044937,-0.0702335759469365,"2021-06-23","EOS_1","old",0.5,1335.5,2023.71082080464,6.778,11.552,626.9834,NA,NA,NA,"GAVItrib2",0.61878452617322,0.00986060345863856,0.608923922714581,0.0265093526514824,1.08688345871078e-05,0.000130426015045293,284.702,0.0511916092666111,0.00124316416328693,0.0569628565008382,0.5184,9.10066720394142,943.752731910717,11.4137069821422
"32839",22898,-78.2031686057487,-0.330963272898483,4066.64685422108,46.7681834022529,-0.0698497525057843,"2021-06-23","EOS_1","old",2.59,964.692307692308,1460.97982978692,6.783,11.4305,627.1874,NA,NA,NA,"GAVItrib2",0.61898585852642,0.00986399258666628,0.609121865939754,0.0265174964124074,1.0872173529087e-05,0.000130466082349044,284.5805,0.0513761840686023,0.000900714823867777,0.0395724411228757,2.685312,67.8581336860641,950.450692455812,85.4065308528937
"35364",25423,-78.2031855419035,-0.331215772898483,4063.57356062353,74.9406076776919,-0.0921945218019751,"2021-06-23","EOS_1","old",2.28,927.384615384615,1403.41586652515,6.786,11.2285,627.3194,NA,NA,NA,"GAVItrib2",0.61911613240202,0.00986602655702023,0.609250105845,0.0265227949644876,1.08743459354399e-05,0.000130492151225279,284.3785,0.0516848751065236,0.000870424485406392,0.0382433102794293,2.363904,61.8122223920433,961.719645571741,78.2569607214946
"39557",29616,-78.2009587422541,-0.327111639022899,4109.03934969347,10.5727483347959,-0.127979954024007,"2021-06-30","EOS_1","new",0.105,1651.49692307692,2391.98311639531,6.768,8.31275,626.1864,NA,NA,NA,"GAVItrib3",0.61799794830312,0.00985382828622769,0.608144120016892,0.0264763499606868,1.08553034838816e-05,0.000130263641806579,281.46275,0.0564069195564332,0.00161909279072228,0.083980266036161,0.108864,1.2963045384153,1144.13363959745,1.79006909118725
"39623",29682,-78.2009540721612,-0.327118239022899,4108.997299055,11.4726519340721,-0.121260086575557,"2021-06-29","EOS_1","new",0.105,1870.21692307692,2705.48178531117,7.202,8.2265,626.9704,NA,NA,NA,"GAVItrib3",0.61877169617032,0.0101516813432977,0.608620014827022,0.0264560497740818,1.08469804073736e-05,0.000130163764888483,281.3765,0.0565545451537218,0.00183608750147943,0.0964777409898386,0.108864,1.12838462927388,1150.12648136656,1.56226368610609
"40194",30253,-78.2009172874779,-0.327175439022899,4108.93329200349,19.0436786217909,-0.0749748957522816,"2021-06-30","EOS_1","new",0.255,1201.12923076923,1737.56028597747,6.721,8.12925,626.4174,NA,NA,NA,"GAVItrib3",0.61822592758542,0.00982203999054798,0.608403887594872,0.0264921074742277,1.08617640644334e-05,0.0001303411687732,281.27925,0.0567215708813513,0.00118268578706031,0.0596906398577806,0.264384,4.42923715728167,1156.92705248553,6.15044157800165
"40719",30778,-78.2008829972131,-0.327227939022899,4108.93310186604,26.0259219208937,-0.0544001945895047,"2021-06-30","EOS_1","new",0.465,1814.66153846154,2626.38847979183,6.739,8.19325,626.2684,NA,NA,NA,"GAVItrib3",0.61807887601372,0.00983420351916409,0.608244672494556,0.0264834713788512,1.0858223265329e-05,0.000130298679183948,281.34325,0.0566115832463195,0.00178420812073092,0.0936304320320099,0.482112,5.1490951129562,1152.44642358855,7.1361777846815
"41829",31888,-78.2007707147242,-0.327339039022899,4106.81737690228,43.7060748455472,-0.0811643423579859,"2021-06-29","EOS_1","new",0.905,4475.56615384615,6481.68085628276,7.21,8.42425,626.9254,NA,NA,NA,"GAVItrib3",0.61872728462182,0.0101572454952909,0.608570039126529,0.0264531225302216,1.08457802373909e-05,0.00013014936284869,281.57425,0.0562167803710289,0.004372550749593,0.238494147004353,0.938304,3.93428522999717,1136.43975720904,5.41456319165903
