"","name","notes","catchment_ha","lat_fit","lon_fit","x_pred","ele_fit","ele_arcpro","dist_diff","slope_mid","slope_up","x","d","w","date","VaisalaType","EOS_no","DOC","TDN","Flux_ave","adjusted_ppm","Q_m3s","WaterTemp_c","AirTemp_c","Total_hPa","v_ms","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_w_atm","KH_mol.l.atm","KH_mol.m3.atm","CO2_sat_mol.L","CO2_mol.L","CO2_umol.L","CO2_sat_percent","Flux_mol_m2_d_chamber","k_m.d_chamber","Sc_co2","k600_chamber","k600_eq1","k600_eq1_dummySlope","eD","k600_eq1_ulsethcorrection","k600_eq1_final","k.m.d_eq1","F_mol_m2_d_eq1","F_CO2_molpers_eq1","flux_sum"
"12582","Colm","",166.300662857143,-0.342840411,-78.19775714,420.7,3929.030204,3928.985352,10,0.015148678,0.024077966,430,80,170,NA,"","",NA,NA,1.20082142857143,1134.63576632143,0.08249643,8.00103214285714,6.87236428571429,625.710528571429,0.0606591397058823,418.53,0.6166084507,0.6175762917,0.000258069134871471,0.000700724148994976,0.0576972218088042,57.6972218088042,1.48898721166855e-05,4.04298366513487e-05,40.4298366513487,271.525748069007,0.103750971428571,4.06229896238733,1162.20507775425,5.92156972351109,8.85424871129235,6.11812299274033,0.00901446565433359,28.9032967733924,8.85424871129235,8.56633671313606,0.218783935845478,3.71932690937313,257.636696447948
"12583","Colm","",166.364622857143,-0.342920411,-78.19774444,429.7,3928.986154,3928.959473,10,0.001436285,0.015148678,440,69,90,NA,"","",NA,NA,0.775071428571429,1087.3521197381,0.08249643,7.99030714285714,6.87214761904762,625.758628571429,0.132844492753623,418.53,0.6166559254,0.6176237664,0.000258089004457662,0.000671574511595666,0.0577160137377781,57.7160137377781,1.48958685268479e-05,3.87606037371971e-05,38.7606037371971,260.210431283923,0.0669661714285714,2.80607225843138,1162.95643886083,4.09188860866465,2.01776404901938,11.348180206654,0.0018717730378142,13.0726511981184,2.01776404901938,1.95208970013971,0.0465861038006841,0.419274934206157,258.055971382154
"12587","Colm","",168.175205871886,-0.342999411,-78.19772783,438.7,3928.935206,3928.959473,10,0.001,0.001436285,450,85,130,NA,"","",NA,NA,2.09186832740214,1377.8748183452,0.08249643,7.98860707964602,6.875,625.6154,0.0746574027149321,418.53,0.6165145588,0.6174823998,0.000258029838294564,0.000850813449455781,0.0577189932162042,57.7189932162042,1.48932224861022e-05,4.91080957173935e-05,49.1080957173935,329.734520270676,0.180737423487545,5.28242271323836,1163.07559490883,7.70341804180719,0.97969982683778,7.60489165744455,0.000732389120633484,8.68880196755185,0.97969982683778,0.947807621585453,0.032429117620198,0.421578529062574,258.477549911216
"12588","Colm","",168.468211921708,-0.343086411,-78.19772039,448.4,3928.85519,3928.959473,10,0.003785021,0.001,460,25,50,NA,"","",NA,NA,2.13197508896797,1354.44091082206,0.08249643,8.00577876106195,6.875,625.6154,0.65997144,418.53,0.6165145588,0.6174823998,0.000258029838294564,0.000836343424001706,0.0576889073793287,57.6889073793287,1.48854594424783e-05,4.82477383245451e-05,48.2477383245451,324.126631838193,0.184202647686833,5.52128493194292,1161.87273429896,8.0470060263789,11.5058236437112,27.3172471520918,0.0245054365036404,34.9415881354494,34.9415881354494,33.8058822776509,1.12784127240131,5.63920636200655,264.116756273223
"45571","Colm","",168.76121797153,-0.343170411,-78.1977415,458.1,3928.732243,3928.885986,10,0.011556195,0.003785021,470,23,54,NA,"","",NA,NA,2.17208185053381,1331.00700329893,0.08249643,8.02295044247788,6.875,625.6154,0.664222463768116,418.53,0.6165145588,0.6174823998,0.000258029838294564,0.000821873398547631,0.057658840896505,57.658840896505,1.48777013927772e-05,4.73882675239277e-05,47.3882675239277,318.51874340571,0.187667871886121,5.77251934429724,1160.67140095171,8.40820856589046,29.8723422765831,26.26419232786,0.0753004251270577,58.2638928709603,58.2638928709603,56.3730583453518,1.83272004135177,9.89668822329955,274.013444496523
"12589","Colm","Wetland drains and becomes turbulent",169.054224021352,-0.343244411,-78.19778552,467.9,3928.550072,3928.735107,10,0.036931913,0.011556195,480,32,23,NA,"","",NA,NA,2.21218861209964,1307.5730957758,0.08249643,8.04012212389381,6.875,625.6154,1.1208754076087,418.53,0.6165145588,0.6174823998,0.000258029838294564,0.000807403373093557,0.0576287937531452,57.6287937531452,1.48699483332348e-05,4.65296824636023e-05,46.5296824636023,312.910854973228,0.191133096085409,6.03710363764797,1159.47159294858,8.78841755625419,159.972958929564,50.010243872975,0.406095476499286,139.615780706469,139.615780706469,135.091824156732,4.2769712359885,9.83703384277356,283.850478339296
"47521","Colm","",169.347230071174,-0.343313411,-78.19783968,477.6,3928.279901,3928.168945,10,0.076391327,0.036931913,490,16,40,NA,"","",NA,NA,2.25229537366548,1284.13918825267,0.08249643,8.05729380530973,6.875,625.6154,1.28900671875,418.53,0.6165145588,0.6174823998,0.000258029838294564,0.000792933347639482,0.0575987659346742,57.5987659346742,1.48622002600904e-05,4.56719822924841e-05,45.6719822924841,307.302966540745,0.194598320284698,6.31612129161105,1158.27330837253,9.18917550580978,237.921155784314,38.9514700318177,0.965980240158409,177.242462915785,177.242462915785,171.50815946646,5.28412900993865,21.1365160397546,304.986994379051
"48491","Colm","syn 10",169.637246263345,-0.343381411,-78.19789407,487.3,3927.929547,3927.251953,10,0.076910205,0.076391327,500,14,75,NA,"","",NA,NA,2.29199288256228,1260.94440223488,0.08249643,8.07429026548673,6.875,625.6154,0.785680285714286,418.53,0.6165145588,0.6174823998,0.000258029838294564,0.000778610975506368,0.0575690635383277,57.5690635383277,1.48545361555642e-05,4.48239047205654e-05,44.8239047205654,301.752301459614,0.198028185053381,6.60768626552386,1157.08874949883,9.60776128673097,143.342717731858,23.3265172686132,0.592787220338081,136.423984925951,136.423984925951,132.017030570337,3.95646704601945,29.6735028451458,334.660497224197
"12591","Colm","",169.770100909091,-0.343451411,-78.19794362,496.9,3927.536654,3926.683594,10,0.062679724,0.076910205,510,90,80,NA,"","",NA,NA,2.27707575757576,1213.38117162424,0.08249643,8.09806060606061,6.87532121212121,625.608975757576,0.114578375,418.53,0.616508218072727,0.617476059072727,0.000258027184509979,0.000749233824007586,0.057527555058312,57.527555058312,1.4843673063439e-05,4.3101590062146e-05,43.101590062146,290.370111750226,0.196739345454545,6.96227345644577,1155.43458538258,10.1150892997784,58.8176094447418,11.4832355163404,0.070452878438625,78.7594259231479,78.7594259231479,76.2206830326535,2.15383773472148,17.2307018777718,351.891199101968
"12592","Colm","",169.772481818182,-0.343525411,-78.19798824,506.5,3927.12514,3926.047852,10,0.07890887,0.062679724,520,40,31,NA,"","",NA,NA,2.21681818181818,1145.58753418182,0.08249643,8.12745454545455,6.87590909090909,625.597218181818,0.665293790322581,418.53,0.616496613345455,0.617464454345455,0.000258022327583473,0.000707359581698531,0.0574762775556372,57.4762775556372,1.48301629157392e-05,4.06563956493442e-05,40.6563956493442,274.146655571771,0.191533090909091,7.41622260144311,1153.39309750638,10.7637507513073,222.9504318443,35.4622538554058,0.515001271693367,164.789955182103,164.789955182103,159.492193424365,4.11908250657079,12.7691557703694,364.660354872338
"51371","Colm","",169.774862727273,-0.343599411,-78.19803355,516.1,3926.729032,3925.167725,10,0.070177963,0.07890887,530,82,90,NA,"","",NA,NA,2.15656060606061,1077.79389673939,0.08249643,8.15684848484849,6.87649696969697,625.585460606061,0.111783780487805,418.53,0.616485008618182,0.617452849618182,0.000258017470656968,0.000665486912842823,0.0574250564611634,57.4250564611634,1.48166678204429e-05,3.82156235441644e-05,38.2156235441644,257.923198436273,0.186326836363636,7.9630406828259,1151.35604500005,11.5457518675116,60.5072244708249,10.6828850938405,0.076957076088629,80.2642163547933,80.2642163547933,77.6907027982137,1.81788131492021,16.3609318342819,381.02128670662
"12593","Colm","",169.830932432432,-0.343668411,-78.19808396,525.7,3926.388273,3924.699707,10,0.051238891,0.070177963,540,56,73,NA,"","",NA,NA,2.09848348348348,1028.14050180781,0.08249643,8.182,6.877,625.5754,0.201801443248532,418.53,0.6164750788,0.6174429198,0.000258013314730164,0.00063481807340085,0.0573812728306668,57.3812728306668,1.48051324064762e-05,3.64266690676524e-05,36.4266690676524,246.040819275066,0.181308972972973,8.3855729504431,1149.61651417291,12.1479147405282,62.9679908024193,14.7087607504028,0.101436205933234,83.3068149740066,83.3068149740066,80.6418427810714,1.74360056011574,12.7282840888449,393.749570795465
"53291","Colm","",170.201440540541,-0.343733411,-78.19814063,535.3,3926.102649,3924.357666,10,0.051238891,0.042167787,550,37,72,NA,"","",NA,NA,2.0537987987988,1085.4360022042,0.08249643,8.182,6.877,625.5754,0.309671283783784,418.53,0.6164750788,0.6174429198,0.000258013314730164,0.000670194774457003,0.0573812728306668,57.3812728306668,1.48051324064762e-05,3.84566292028045e-05,38.4566292028045,259.752011309148,0.177448216216216,7.50262098607492,1149.61651417291,10.8688101108845,73.6964326088707,17.2148290200871,0.155657361056704,92.1359325293951,92.1359325293951,89.1885182243637,2.1094419530528,15.1879820619802,408.937552857445
"12594","Colm","",170.375116216216,-0.343762411,-78.19816773,539.7,3925.97816,3923.982178,10,0.072796809,0.051238891,560,55,41,NA,"","",NA,NA,2.03285285285285,1112.29326801501,0.08249643,8.182,6.877,625.5754,0.365837827050998,418.53,0.6164750788,0.6174429198,0.000258013314730164,0.000686777603077075,0.0573812728306668,57.3812728306668,1.48051324064762e-05,3.9408173016157e-05,39.408173016157,266.179132575124,0.175638486486487,7.13889349178152,1149.61651417291,10.3418895753916,144.735361458793,24.7340175745498,0.261258217188112,129.442012453386,129.442012453386,125.301182391722,3.08279007882456,12.6394393231807,421.576992180626
"54171","Colm","",170.544932432432,-0.343791411,-78.19819422,544.1,3925.856374,3923.717285,10,0.062528107,0.072796809,570,96,67,NA,"","",NA,NA,2.01237237237237,1138.5537056967,0.08249643,8.182,6.877,625.5754,0.128259375,418.53,0.6164750788,0.6174429198,0.000258013314730164,0.000702991924394478,0.0573812728306668,57.3812728306668,1.48051324064762e-05,4.0338571411435e-05,40.338571411435,272.463428924078,0.173868972972973,6.80946162164862,1149.61651417291,9.8646520276608,67.1900141973821,13.146124255881,0.0786743942120181,84.2776856732085,84.2776856732085,81.5816554759898,2.08306022401975,13.9565035009323,435.533495681558
"54614","Colm","",170.714748648649,-0.343821411,-78.19822009,548.5,3925.732377,3923.432129,10,0.068661569,0.062528107,580,50,40,NA,"","",NA,NA,1.99189189189189,1164.81414337838,0.08249643,8.182,6.877,625.5754,0.41248215,418.53,0.6164750788,0.6174429198,0.000258013314730164,0.000719206245711882,0.0573812728306668,57.3812728306668,1.48051324064762e-05,4.12689698067131e-05,41.2689698067131,278.747725273032,0.172099459459459,6.50319365467078,1149.61651417291,9.4209712949799,145.211682971555,26.1412496735517,0.27783559843027,130.188482124513,130.188482124513,126.023772612926,3.33507262699289,13.3402905079716,448.873786189529
"5505","Colm","syn 11",170.884564864865,-0.343852411,-78.19824346,552.9,3925.607449,3923.113281,10,0.077875686,0.068661569,590,100,100,NA,"","",NA,NA,1.97141141141141,1191.07458106006,0.08249643,8.182,6.877,625.5754,0.08249643,418.53,0.6164750788,0.6174429198,0.000258013314730164,0.000735420567029285,0.0573812728306668,57.3812728306668,1.48051324064762e-05,4.21993682019911e-05,42.1993682019911,285.032021621987,0.170329945945946,6.21772942371451,1149.61651417291,9.00742827775005,56.3828360177627,9.07400969278817,0.0630240122330376,76.67391539396,76.67391539396,74.2211286380131,2.03323109891897,20.3323109891897,469.206097178719
"5549","Colm","",171.054381081081,-0.343886411,-78.1982639,557.3,3925.473951,3922.74707,10,0.039792336,0.077875686,600,116,80,NA,"","",NA,NA,1.95093093093093,1217.33501874174,0.08249643,8.182,6.877,625.5754,0.0888970150862069,418.53,0.6164750788,0.6174429198,0.000258013314730164,0.000751634888346689,0.0573812728306668,57.3812728306668,1.48051324064762e-05,4.31297665972691e-05,43.1297665972691,291.316317970941,0.168560432432432,5.95101886566373,1149.61651417291,8.62105311427022,35.9178515685524,10.5072448853667,0.0347020891572697,59.9957613961714,59.9957613961714,58.0765062204135,1.64499579377252,13.1599663501802,482.366063528899
"5646","Colm","",171.539014448669,-0.343969411,-78.19828117,567,3925.171964,3922.553711,10,0.019339048,0.039792336,610,26,95,NA,"","",NA,NA,1.67366920152091,1252.98122870722,0.08249643,8.2000608365019,6.87772243346008,625.560228897338,0.333993643724696,418.53,0.616460104921673,0.617427945921673,0.000258007047712868,0.000773625626319116,0.0573498580361322,57.3498580361322,1.47966675586546e-05,4.43673198425152e-05,44.3673198425152,299.846703094743,0.144605019011407,4.89015317022043,1148.36938491054,7.07982894708373,27.3723314138702,15.2189453787313,0.0633639584464075,55.334351024177,55.334351024177,53.5671206867346,1.58401469967503,15.0481396469127,497.414203175812
"5742","Colm","",172.02094904943,-0.344050411,-78.1982526,576.6,3924.860575,3922.373291,10,0.022635926,0.019339048,620,16,120,NA,"","",NA,NA,1.39442965779468,1287.79644087452,0.08249643,8.21831178707224,6.87845247148289,625.544898098859,0.42966890625,418.53,0.616444973423574,0.617412814423574,0.000258000714726968,0.000795102024965002,0.0573181341243365,57.3181341243365,1.47881195708951e-05,4.55737645094756e-05,45.5737645094756,308.178225710121,0.12047872243346,3.91347079698423,1147.11081995944,5.66227488472692,30.3149176082368,14.6516297674429,0.0954116044861479,59.6296024529035,59.6296024529035,57.7283583795094,1.7772047439587,21.3264569275044,518.740660103316
"5839","Colm","slower moving wetland",172.453938461538,-0.344122411,-78.19820485,586.3,3924.551611,3922.116211,10,0.028269658,NA,630,45,130,NA,"","",NA,NA,1.18912087912088,1316.31118507326,0.08249643,8.23657875457875,6.87918315018315,625.541824908425,0.141019538461538,418.53,0.616441940184615,0.617409781184615,0.000257999445225467,0.000812703400746943,0.0572864040607293,57.2864040607293,1.47798604666301e-05,4.65568553967182e-05,46.5568553967182,315.001995464261,0.102740043956044,3.23315795537244,1145.85285130523,4.6750273308583,23.9574488171674,9.5009115604508,0.0391082921527665,50.3679953270175,50.3679953270175,48.7647257465842,1.54959644281634,20.1447537566125,538.885413859929
"5935","Colm","",172.728646153846,-0.344197411,-78.19816312,595.9,3924.252769,3921.826904,10,0.006367714,0.028269658,640,13,71,NA,"","",NA,NA,1.20494505494505,1325.53999175458,0.08249643,8.25416117216117,6.87988644688645,625.574176556777,0.893785807150596,418.53,0.616473871261539,0.617441712261539,0.000258012809339092,0.000818443682180093,0.057255883550877,57.255883550877,1.47727513661537e-05,4.68607161598544e-05,46.8607161598544,317.210484346325,0.104107252747253,3.24443302704229,1144.64362967042,4.68850808745675,16.8207166085455,25.1361717515669,0.0558323632164746,43.9890766012739,43.9890766012739,42.5911035853631,1.36666183237199,9.70329900984115,548.58871286977
"6032","Colm","underground",173.006215384615,-0.344281411,-78.19816314,605.6,3923.976473,3921.699951,10,0.006367714,0.021536984,650,13,20,NA,"","",NA,NA,1.22093406593407,1334.86493183883,0.08249643,8.27192673992674,6.88059706959707,625.606865201465,3.17293961538461,418.53,0.616506134953846,0.617473975953846,0.000258026312662233,0.000824244356823881,0.0572250655047402,57.2250655047402,1.47655726440429e-05,4.7167437311159e-05,47.167437311159,319.441977959376,0.105488703296703,3.25563680919145,1143.42340887622,4.70183920039866,51.945475754452,77.6251351632316,0.198204889418485,80.0257693165756,80.0257693165756,77.4866823106799,2.51071299373447,5.02142598746894,553.610138857239
"6135","Colm","syn 13, mostly underground but turbulent when apears",173.288123281596,-0.344354411,-78.19821808,615.9,3923.743901,3921.699951,10,0.001,0.006367714,660,38,40,NA,"","",NA,NA,1.55833702882483,1337.85283538581,0.08249643,8.29264301552106,6.88110643015521,625.631572949002,0.542739671052631,418.53,0.616530521500665,0.617498362500665,0.000258036519163673,0.000826121935117609,0.0571891547044211,57.1891547044211,1.47568904138416e-05,4.72452151521567e-05,47.2452151521567,320.156983125942,0.134640319290466,4.14426783698323,1142.00254434626,5.98097288326284,3.70716219614553,28.7767396563286,0.00532427617302631,18.6787140143665,3.70716219614553,3.58976316323792,0.116625391380915,0.466501565523658,554.076640422763
"6238","Colm","mostly underground but turbulent when apears",173.555329490022,-0.344410411,-78.19829095,626.2,3923.540769,3921.699951,10,0.001,0.001,670,70,60,NA,"","",NA,NA,2.26289356984479,1332.91863408869,0.08249643,8.31548115299335,6.88133481152993,625.644819068736,0.196420071428571,418.53,0.616543595420843,0.617511436420843,0.000258041990991485,0.000823092500368215,0.0571495979801139,57.1495979801139,1.47469960471515e-05,4.70394054964902e-05,47.0394054964902,318.976185699705,0.19551400443459,6.05448796694214,1140.43867011338,8.73096426330979,2.08670142196786,16.1979596206754,0.00192688090071429,13.3068998409907,2.08670142196786,2.02075786486207,0.0652551403700975,0.391530842220585,554.468171264983
"6340","Colm","",173.819941463415,-0.344460411,-78.19836905,636.4,3923.317001,3921.699951,10,0.001,0.001,680,45,140,NA,"","",NA,NA,2.96060975609756,1328.03233765854,0.08249643,8.33809756097561,6.88156097560976,625.657936585366,0.130946714285714,418.53,0.616556542409756,0.617524383409756,0.000258047409694755,0.000820092350460805,0.0571104585843157,57.1104585843157,1.47372059041623e-05,4.68358502163059e-05,46.8358502163059,317.806852403941,0.255796682926829,7.96908057671631,1138.8925815283,11.4830480174963,1.14583189580474,8.89448705259614,0.00128458726714286,9.75213666134148,1.14583189580474,1.10969679465025,0.0356197627058042,0.498676677881258,554.966847942865
"6443","Colm","",174.08714767184,-0.344508411,-78.19844623,646.7,3923.03363,3921.699951,10,0.001,0.001,690,60,60,NA,"","",NA,NA,3.66516629711752,1323.09813636142,0.08249643,8.36093569844789,6.88178935698448,625.6711827051,0.22915675,418.53,0.616569616329933,0.617537457329933,0.000258052881522567,0.000817062658926604,0.0570709690443781,57.0709690443781,1.4727328013187e-05,4.66305577149175e-05,46.6305577149175,316.626055134808,0.316670368070953,9.92596583579676,1137.33395871385,14.2916616898649,2.2023771288414,17.0958889599211,0.0022480277175,13.7978002385328,2.2023771288414,2.13306873686404,0.0680517818817535,0.408310691290521,555.375158634155
"6546","Colm","",174.340645934379,-0.344560411,-78.19852286,657,3922.723752,3921.699951,10,0.012053589,0.001,700,35,90,NA,"","",NA,NA,4.29226105563481,1318.12850613124,0.08249643,8.38285021398003,6.88206276747503,625.683422824536,0.261893428571429,418.53,0.616581697327817,0.617549538327817,0.000258057937782611,0.000814009650418084,0.0570331082327215,57.0331082327215,1.47178462958686e-05,4.64255004947744e-05,46.4255004947744,315.436780365116,0.370851355206847,11.6959568462698,1135.84084427773,16.827535252656,16.9939042584909,14.3912855311623,0.0309677739055464,42.407420649391,42.407420649391,41.0755650602543,1.3024098129552,11.7216883165968,567.096846950752
"7038","Colm","syn 14",174.773970898716,-0.344894411,-78.19880065,706.1,3920.809175,3921.527832,10,0.018759683,0.068949273,710,62,80,NA,"","",NA,NA,2.89381597717546,1292.38043220257,0.08249643,8.43513837375178,6.88592296718973,625.684826533524,0.166323447580645,418.53,0.616583082788588,0.617550923788588,0.000258058517639508,0.00079811072979299,0.0569428973071963,56.9428973071963,1.46945996691938e-05,4.54467373263737e-05,45.4467373263737,309.275096630565,0.25002570042796,8.13035188692272,1132.28803043946,11.6766583198936,22.9024925225035,13.0831421201672,0.030608918241905,48.5126403625076,48.5126403625076,46.9964040526899,1.44523988682077,11.5619190945662,578.658766045318
"6779","Colm","",174.545858773181,-0.344713411,-78.19866212,680.3,3921.977448,3921.295166,10,0.012053589,0.017366059,720,20,40,NA,"","",NA,NA,3.62998930099857,1305.93480445364,0.08249643,8.40761269614836,6.88389087018545,625.684087589158,1.031205375,418.53,0.616582353450499,0.617550194450499,0.000258058212389637,0.000806480292430019,0.0569903644145476,56.9903644145476,1.47068315642522e-05,4.59616057587377e-05,45.9616057587377,312.518747208994,0.313631075606277,10.0346613817998,1134.15659889673,14.4251431895396,42.5401410272009,36.0251126960702,0.121935609753089,70.6936344731428,70.6936344731428,68.478497262942,2.14027996913095,8.5611198765238,587.219885921842
"7035","Colm","",174.771328673324,-0.344893411,-78.19879927,705.9,3920.821138,3921.01416,10,0.027255166,0.04167822,730,45,144,NA,"","",NA,NA,2.90234308131241,1292.53743265335,0.08249643,8.43481954350927,6.88589942938659,625.684817974322,0.127309305555556,418.53,0.616583074340656,0.617550915340656,0.000258058514103795,0.00079820767464714,0.0569434468397693,56.9434468397693,1.46947412794193e-05,4.54526962883652e-05,45.4526962883652,309.312667872717,0.250762442225392,8.15276705335117,1132.30965230923,11.7089780051893,21.1729660465583,8.67425611754896,0.0340390936739242,47.1656559519586,47.1656559519586,45.6914752854215,1.40537634112136,20.2374193121476,607.457305233989
"7036","Colm","",174.772209415121,-0.344894411,-78.19880065,706,3920.809175,3920.751953,10,0.068949273,0.027255166,740,55,65,NA,"","",NA,NA,2.89950071326676,1292.48509916976,0.08249643,8.43492582025678,6.88590727532097,625.684820827389,0.230759244755245,418.53,0.616583077156633,0.617550918156633,0.000258058515282366,0.000798175359696051,0.0569432636615174,56.9432636615174,1.46946940758235e-05,4.54507099552988e-05,45.4507099552988,309.300144125333,0.250516861626248,8.1452962766035,1132.30244496263,11.6982060564423,91.5104804293658,16.41267652383,0.15608379202789,101.597675528195,101.597675528195,98.4222325369475,3.02707574679976,19.6759923541985,627.133297588188
"7033","Colm","",174.769567189729,-0.344892411,-78.19879791,705.7,3920.832835,3920.541748,10,0.04167822,0.016110971,750,10,43,NA,"","",NA,NA,2.90802781740371,1292.64209962054,0.08249643,8.43460699001426,6.88588373751783,625.684812268188,1.91852162790698,418.53,0.616583068708702,0.617550909708702,0.000258058511746653,0.000798272304548432,0.0569438131984555,56.9438131984555,1.46948356871728e-05,4.54566689917065e-05,45.4566689917065,309.337715367486,0.25125360342368,8.1677057715104,1132.3240671725,11.7305180647776,153.366839597505,43.0538817210311,0.784413157194945,143.397429971026,143.397429971026,138.915399876548,4.27329237443499,18.3751572100705,645.508454798258
"6851","Colm","estimate x",174.609272182596,-0.344770411,-78.1986922,687.5,3921.645672,3920.249023,10,0.047109253,0.047490579,760,22,92,NA,"","",NA,NA,3.42533880171184,1302.16679363481,0.08249643,8.41526462196862,6.88445577746077,625.684293009986,0.407591057312253,418.53,0.616582556200856,0.617550397200856,0.000258058297246744,0.00080415362063094,0.0569771640241892,56.9771640241892,1.47034299300307e-05,4.58183927433347e-05,45.8183927433347,311.617037394478,0.295949272467903,9.51147762070801,1133.63676927434,13.66947749138,65.954535800892,16.6027540430749,0.188364853449107,88.8096743348075,88.8096743348075,86.0288552252111,2.67678463120356,24.6264186070727,670.134873405331
"7010","Colm","estimate x",174.749310128388,-0.344879411,-78.1987816,703.4,3920.967518,3920.207764,10,0.016110971,0.047109253,770,57,130,NA,"","",NA,NA,2.97340228245364,1293.84576974322,0.08249643,8.43216262482168,6.8857032810271,625.684746647646,0.111331214574899,418.53,0.616583003941227,0.617550844941227,0.000258058484639522,0.00079901554832856,0.0569480265325213,56.9480265325213,1.46959214301937e-05,4.55023586461119e-05,45.5023586461119,309.625761557383,0.256901957203994,8.33922973316918,1132.4898543972,11.9778615223199,13.3712430465493,8.74648298863583,0.0175957454399216,36.5536226687674,13.3712430465493,12.9532166521927,0.39904245553996,5.18755192201948,675.322425327351
"7095","Colm","",174.82417318117,-0.344923411,-78.19884387,711.8,3920.413776,3919.793213,10,0.053757363,0.018759683,780,54,109,NA,"","",NA,NA,2.73180099857347,1289.39742363766,0.08249643,8.44119614835949,6.88637018544936,625.684989158345,0.140157033639144,418.53,0.616583243299287,0.617551084299287,0.000258058584818051,0.000796268777060144,0.0569324574322657,56.9324574322657,1.46919093951844e-05,4.53335382546189e-05,45.3335382546189,308.561243029977,0.236027606276748,7.70284136523881,1131.87731182369,11.060388281715,46.5845196077093,10.426819122013,0.0739131755619015,71.1284259313317,71.1284259313317,68.9065954390759,2.11141032341137,23.0143725251839,698.336797852534
"7172","Colm","",174.891990299572,-0.344956411,-78.19890284,719.5,3919.832317,3919.342529,10,0.04566357,0.053757363,790,9,135,NA,"","",NA,NA,2.51293865905849,1285.36774540086,0.08249643,8.44937945791726,6.88697432239658,625.685208844508,0.678982962962963,418.53,0.616583460129529,0.617551301129529,0.000258058675568012,0.000793780523602228,0.0569183581954886,56.9183581954886,1.46882761314335e-05,4.51806841709941e-05,45.1806841709941,307.59691448274,0.217117900142653,7.12039206155729,1131.32277368135,10.2212030644405,62.3497165714214,16.1367959202481,0.304156951229634,89.5223298352427,89.5223298352427,86.7280560927501,2.64454727485804,35.7013882105835,734.038186063118
"7248","Colm","",174.958926676177,-0.344986411,-78.19896506,727.1,3919.173709,3919.095703,10,0.043582438,0.04566357,800,24,85,NA,"","",NA,NA,2.29691868758916,1281.39040064765,0.08249643,8.45745649072753,6.88757061340942,625.685425677603,0.404394264705882,418.53,0.616583674143795,0.617551515143795,0.000258058765139402,0.000791324583410668,0.0569044462928538,56.9044462928538,1.46846911412753e-05,4.50298872569072e-05,45.0298872569072,306.645109683911,0.198453774607703,6.53987451099294,1130.77576652711,9.38529230151966,64.0515603592661,17.2799491586152,0.172896226976868,87.1240411637066,87.1240411637066,84.4066666077337,2.56133685167844,21.7713632392668,755.809549302385
"7338","Colm","",175.038193437946,-0.345018411,-78.19903949,736.1,3918.340136,3918.617188,10,0.065064576,0.043582438,810,29,115,NA,"","",NA,NA,2.04110556348074,1276.68038712411,0.08249643,8.46702139800285,6.88827674750357,625.685682453638,0.247365607196402,418.53,0.61658392758174,0.61755176858174,0.000258058871210786,0.000788416230982114,0.0568879771004604,56.8879771004604,1.46804471560098e-05,4.48514044937418e-05,44.8514044937418,305.517972423481,0.176351520684736,5.84507540515428,1130.12841758557,8.38545724562014,65.4358215281817,12.3577345367312,0.157889383205813,87.4141287405874,87.4141287405874,84.6901312728307,2.55518233755949,29.3845968819342,785.194146184319
"7428","Colm","",175.117460199715,-0.345048411,-78.19911465,745.1,3917.467148,3917.923828,10,0.055386242,0.065064576,820,24,120,NA,"","",NA,NA,1.78529243937233,1271.97037360057,0.08249643,8.47658630527817,6.88898288159772,625.685939229672,0.2864459375,418.53,0.616584181019686,0.617552022019686,0.000258058977282169,0.000785507876166168,0.0568715137927575,56.8715137927575,1.46762046858478e-05,4.46730220137039e-05,44.6730220137039,304.390835164502,0.154249266761769,5.14218775531655,1129.48152667285,7.37467392456514,58.3286178171393,12.7131741234517,0.155637258980203,82.9139731861113,82.9139731861113,80.3325092437329,2.40971960527257,28.9166352632708,814.11078144759
"7518","Colm","",175.196726961484,-0.345077411,-78.19918994,754.1,3916.501066,3917.619629,10,0.016889667,0.055386242,830,24,130,NA,"","",NA,NA,1.52947931526391,1267.26036007703,0.08249643,8.4861512125535,6.88968901569187,625.686196005706,0.264411634615385,418.53,0.616584434457632,0.617552275457632,0.000258059083353553,0.00078259951896283,0.0568550563672807,56.8550563672807,1.4671963730155e-05,4.44947397636384e-05,44.4947397636384,303.263697906976,0.132147012838802,4.43107686187343,1128.83509346412,6.35276012520175,18.8755010212562,11.8390190857055,0.0438097379484751,45.5697674885732,45.5697674885732,44.1522510107122,1.31674269326661,17.1176550124659,831.228436460056
"7608","Colm","",175.275993723252,-0.345106411,-78.19926629,763.1,3915.369003,3917.619629,10,0.001,0.016889667,840,35,124,NA,"","",NA,NA,1.27366619115549,1262.5503465535,0.08249643,8.49571611982882,6.89039514978602,625.68645278174,0.190083940092166,418.53,0.616584687895578,0.617552528895578,0.000258059189424936,0.000779691159372099,0.0568386048215671,56.8386048215671,1.46677242882979e-05,4.43165576904202e-05,44.3165576904202,302.136560650902,0.110044758915835,3.71160502078835,1128.18911763473,5.31952957013173,1.39389520308511,10.8200713227738,0.00186472345230415,10.9902511298773,1.39389520308511,1.35057464031033,0.0400429625076923,0.496532735095384,831.724969195151
