"","X","x_pred","site","x","depth","width","ele_arcpro","slope_mid","slope_up20","dist_diff","catchment_ha","Q_m3s","Flux_ave","adjusted_ppm","WaterTemp_c","Total_hPa","AirTemp_c","v_ms","eD","k600_eq1","k600_eq1_ulsethcorrection","k600_eq1_final","pCO2_air_ppm","air_pressure_atm","water_pressure_atm","pCO2_air_atm","pCO2_w_atm","KH_mol.l.atm","KH_mol.m3.atm","Sc_co2","k.m.d_eq1","F_mol_m2_d_eq1","F_CO2_molperd_eq1","CO2_sat_mol.L","CO2_mol.L","CO2_umol.L","CO2_sat_precent","k_m_d","K600_chamber","k_m_d_chamber"
"49",12963,94.1,"Colm",90,24,40,3942.849854,0.00025,0.00025,10,75.636,0.0131964661620777,0.160912162162162,878.748302394984,7.18184952978056,626.27774169279,6.92714106583072,0.13746318918831,0.000337128471484329,16.7797595810314,0.0495806399270467,16.7797595810314,418.53,0.618849,0.619816841,0.00025900687197,0.000878748302394984,0.0591545678882679,59.1545678882679,1221.34530509651,16.1938970187839,0.593676953046054,0.712412343655265,1.53214395914773e-05,5.19819761107243e-05,51.9819761107243,339.27605692901,0.37923096961529,0.568663704778889,0.37923096961529
"50",123810,102.9,"Colm",100,24,70,3942.849854,0.00025,0.00025,10,75.6378,0.0131968218705634,0.32688995215311,874.45108742769,7.17513059250302,626.285173881499,6.92684522370012,0.0785525111343062,0.000192650033556886,16.4543151844654,0.0256177535708755,16.4543151844654,418.53,0.618849,0.619816841,0.00025900687197,0.00087445108742769,0.0591667076510024,59.1667076510024,1221.84533408262,15.8794904634981,0.578232716422857,1.214288704488,1.53245838734496e-05,5.17383918449353e-05,51.7383918449353,337.616944591715,0.775620387962307,1.16332820435102,0.775620387962307
"51",13291,111.9,"Colm",110,31,30,3942.849854,0.00025,0.00025,10,75.6396,0.0131971775801719,0.564186602870813,861.01821815925,7.16962877871826,626.286274244256,6.92662515114873,0.141905135270666,0.000348022344251309,16.7984473829665,0.0514766089463864,16.7984473829665,418.53,0.618849,0.619816841,0.00025900687197,0.00086101821815925,0.0591766506061154,59.1766506061154,1222.25496861085,16.2113288390929,0.577528834592294,0.519775951133064,1.53271591671516e-05,5.095217426151e-05,50.95217426151,332.430646187248,1.36830040236973,2.05266215104134,1.36830040236973
"52",12964,120.8,"Colm",120,26,60,3942.849854,0.00025,0.00025,10,75.6414,0.0131975332909032,0.798875598086125,847.732962838815,7.16418742442564,626.287362515115,6.92640749697703,0.0845995723775848,0.000207480451256027,16.4970805654755,0.0279606070190919,16.4970805654755,418.53,0.618849,0.619816841,0.00025900687197,0.000847732962838815,0.0591864863254476,59.1864863254476,1222.66026548063,15.9202311076568,0.554734542188628,0.99852217593953,1.53297066860494e-05,5.01743354126907e-05,50.1743354126907,327.30134007294,1.98087493530583,2.97218028572005,1.98087493530583
"53",12965,129.7,"Colm",130,18,75,3942.849854,0.00025,0.00025,10,75.6432,0.0131978890027573,1.03617224880383,834.300093570375,7.15868561064087,626.288462877872,6.92618742442563,0.0977621407611649,0.000239761650216757,16.5807886707645,0.0331629829135136,16.5807886707645,418.53,0.618849,0.619816841,0.00025900687197,0.000834300093570375,0.0591964333810358,59.1964333810358,1223.07023135392,16.0007439967959,0.544910246911641,1.22604805555119,1.53322830418026e-05,4.93875899088306e-05,49.3875899088306,322.115041668473,2.62882030827707,3.94513604458542,2.62882030827707
"54",12966,138.7,"Colm",140,47,58,3942.849854,0.00025,0.00025,10,75.645,0.013198244715734,1.21839853300734,820.571996405925,7.15306287787183,626.289587424426,6.92596251511487,0.0484161581648351,0.000118740627899258,16.1779642299172,0.0144724061243204,16.1779642299172,418.53,0.618849,0.619816841,0.00025900687197,0.000820571996405925,0.0592066011840337,59.2066011840337,1223.48937968781,15.6117440726246,0.519064924019127,0.90317296779328,1.53349165726519e-05,4.85832789339919e-05,48.5832789339919,316.814758683688,3.16615994820358,4.75246310834347,3.16615994820358
"55",12968,147.6,"Colm",150,22,80,3942.849854,0.00025,0.00025,10,78.12,0.0136884022533536,0.951222493887531,806.843899241475,7.14744014510278,626.290711970979,6.92573760580411,0.0777750128031454,0.000190743218899714,16.4485876217696,0.0253188202355464,16.4485876217696,418.53,0.618849,0.619816841,0.00025900687197,0.000806843899241475,0.0592167711415268,59.2167711415268,1223.90870218471,15.8726238351258,0.514926009888249,1.2358224237318,1.53375506615302e-05,4.77786905283195e-05,47.7786905283195,311.514475698903,2.53337656473711,3.8033866604466,2.53337656473711
"56",17821,157,"Colm",160,31,96,3942.849854,0.027687849,0.00025,10,79.2963,0.0139220879696496,0.675427872860636,792.672960233011,7.14163603385732,626.291872793229,6.92550544135429,0.0467812095754353,0.0127066091649353,19.0525860783427,3.59143930674125,19.0525860783427,418.53,0.618849,0.619816841,0.00025900687197,0.000792672960233011,0.0592272714225977,59.2272714225977,1224.3417339688,18.3851154872953,0.581109123638812,1.67359427607978,1.53402703064852e-05,4.69478565650745e-05,46.9478565650746,306.043215843641,1.84629625741512,2.77242425130946,1.84629625741512
"57",18761,166.3,"Colm",170,25,100,3942.331299,0.15980468,0.027687849,10,79.2981,0.0139224459148545,0.405378973105134,778.797249120556,7.13595284159613,626.293009431681,6.92527811366385,0.0556897836594181,0.0873039778388025,20.3821073680345,34.9087000285292,34.9087000285292,418.53,0.618849,0.619816841,0.00025900687197,0.000778797249120556,0.0592375551734246,59.2375551734246,1224.76592422511,33.6851576412062,1.03720343286963,3.11161029860888,1.5342933868619e-05,4.61340450136902e-05,46.1340450136902,300.685940568697,1.13749526969864,1.70841608067879,1.13749526969864
"58",12969,175.7,"Colm",180,24,65,3939.856934,0.295284762,0.15980468,10,79.2999,0.0139228038611372,0.132457212713936,764.773924060097,7.13020918984281,626.294158162031,6.92504836759371,0.0892487426995974,0.258530716656597,21.1714605275738,125.683381174543,125.683381174543,418.53,0.618849,0.619816841,0.00025900687197,0.000764773924060097,0.0592479505638733,59.2479505638733,1225.1948081429,121.276082795241,3.63411802072017,7.08653014040433,1.5345626346182e-05,4.5311287645252e-05,45.311287645252,295.271673003594,0.381913920212375,0.573715006287762,0.381913920212375
"59",12971,185.1,"Colm",190,30,60,3936.801025,0.293172966,0.295284762,10,79.3206,0.0139269203208414,0.642811550151976,780.580546402736,7.29566869300912,626.238922796353,6.91243465045593,0.0773717795602303,0.222523311305018,21.0606144100494,105.297152049939,105.297152049939,418.53,0.618849,0.619816841,0.00025900687197,0.000780580546402736,0.0589493857957174,58.9493857957174,1212.91240256786,101.655929504916,3.12555872551143,5.62600570592057,1.52682960195015e-05,4.60147437745268e-05,46.0147437745268,301.374454069755,1.806352342737,2.69798190758528,1.806352342737
"60",21591,194.4,"Colm",200,35,44,3934.366211,0.128317651,0.293172966,10,79.4538,0.0139534122512553,1.34165653495441,803.668424929179,7.50079939209726,626.170643161094,6.89696960486322,0.0906065730600993,0.114055205904474,20.5736772643489,47.8530200633056,47.8530200633056,418.53,0.618849,0.619816841,0.00025900687197,0.000803668424929179,0.0585818085501513,58.5818085501513,1197.89219020653,46.2270338272475,1.4749779328107,1.94697087131013,1.51730909869201e-05,4.70803498070028e-05,47.0803498070028,310.28845637048,3.6330016713031,5.38787477164381,3.6330016713031
"61",22561,204,"Colm",210,42,32,3934.366211,0.00025,0.128317651,10,79.5384,0.013970241266859,2.0477811550152,826.996802190274,7.70806686930091,626.101652279635,6.88134346504559,0.103945247521272,0.00025492571954592,16.6164165872232,0.0356518138389168,16.6164165872232,418.53,0.618849,0.619816841,0.00025900687197,0.000826996802190274,0.0582132705073551,58.2132705073551,1182.94514394822,16.0618920970342,0.53107925768081,0.509836087373577,1.50776371012535e-05,4.814218855462e-05,48.14218855462,319.295312861839,5.35099627898624,7.8791299178685,5.35099627898624
"62",12972,213.6,"Colm",220,27,48,3934.366211,0.003848619,0.00025,10,79.8822,0.0140386559298545,2.23396396396396,832.347759171212,7.832,626.0604,6.872,0.108322962421717,0.00408972828897567,18.3114274166014,0.942568617973621,18.3114274166014,418.53,0.618849,0.619816841,0.00025900687197,0.000832347759171212,0.0579942740569908,57.9942740569908,1174.11658687172,17.7069679494625,0.588765334889283,0.847822082240567,1.50209155156721e-05,4.82714040560974e-05,48.2714040560974,321.361264602902,5.8048616714856,8.5110091945869,5.8048616714856
"63",12973,223.2,"Colm",230,27,30,3934.292236,0.020970411,0.003848619,10,80.2377,0.0141094399222243,1.65567567567568,811.282733580682,7.832,626.0604,6.872,0.174190616323757,0.0358344468913609,19.7566551151427,12.2064211793899,12.2064211793899,418.53,0.618849,0.619816841,0.00025900687197,0.000811282733580682,0.0579942740569908,57.9942740569908,1174.11658687172,11.8034877174645,0.378051992081587,0.340246792873428,1.50209155156721e-05,4.70497531889827e-05,47.0497531889827,313.228265879621,4.46629939673339,6.54842740148319,4.46629939673339
"64",25471,232.9,"Colm",240,20,77,3933.963135,0.037482563,0.020970411,10,80.2476,0.0141114117182709,1.07148648648649,790.002758749432,7.832,626.0604,6.872,0.0916325436251357,0.0336936476008309,19.7141054353045,11.3506359103029,11.3506359103029,418.53,0.618849,0.619816841,0.00025900687197,0.000790002758749432,0.0579942740569908,57.9942740569908,1174.11658687172,10.9759518849708,0.33800137579879,0.780783178095205,1.50209155156721e-05,4.58156364966933e-05,45.8156364966933,305.01227737345,3.00624358601877,4.40771343914308,3.00624358601877
"65",26461,242.5,"Colm",250,38,60,3933.571777,0.032895729,0.037482563,10,80.2764,0.0141171480356744,0.523846153846154,768.722783918182,7.832,626.0604,6.872,0.0619173159459405,0.019981157560955,19.3568469609811,6.12697176647005,19.3568469609811,418.53,0.618849,0.619816841,0.00025900687197,0.000768722783918182,0.0579942740569908,57.9942740569908,1174.11658687172,18.7178782376082,0.553311791706601,0.995961225071882,1.50209155156721e-05,4.45815198044039e-05,44.5815198044039,296.796288867278,1.5311022484598,2.24488128261617,1.5311022484598
"66",27471,252.5,"Colm",260,53,44,3933.318359,0.039455915,0.032895729,10,80.2917,0.0141201955653299,1.15833333333333,747.012910605492,7.832,626.0604,6.872,0.0605497236935243,0.0234365290105,19.4652129436468,7.39584164284022,7.39584164284022,418.53,0.618849,0.619816841,0.00025900687197,0.000747012910605492,0.0579942740569908,57.9942740569908,1174.11658687172,7.15170521388978,0.202404385220868,0.267173788491546,1.50209155156721e-05,4.33224714617653e-05,43.3224714617653,288.414320795325,3.53620133785666,5.18473028362553,3.53620133785666
"67",12974,262.4,"Colm",270,17,15,3932.783447,0.044294699,0.039455915,10,80.442,0.0141501371555599,1.69177672955975,737.27155241478,7.83372955974843,626.055868553459,6.872,0.554907339433723,0.241124439552186,21.119874685691,115.759907605317,115.759907605317,418.53,0.618849,0.619816841,0.00025900687197,0.00073727155241478,0.0579912250330184,57.9912250330184,1173.99395090232,111.939262437851,3.10465276172714,1.39709374277721,1.50201257975104e-05,4.27552805065283e-05,42.7552805065283,284.653278427368,5.27018907835537,7.7266194622626,5.27018907835537
"68",12975,272.4,"Colm",280,35,60,3932.43335,0.050709807,0.044294699,10,80.6544,0.014192462473353,1.3373427672956,828.320672133648,7.84976729559748,626.013849685535,6.872,0.0675831546350145,0.0336201328216088,19.7125983794005,11.3214183810184,11.3214183810184,418.53,0.618849,0.619816841,0.00025900687197,0.000828320672133648,0.0579629616857418,57.9629616857418,1172.85752801388,10.9482861417137,0.361283742342296,0.650310736216132,1.50128053963409e-05,4.80119193823905e-05,48.0119193823905,319.806445996379,3.50150052947444,5.13071370593676,3.50150052947444
"69",12977,282.4,"Colm",290,100,40,3931.770264,0.046530882,0.050709807,10,104.8662,0.0191067659793191,0.975959119496855,921.155068709748,7.86611949685535,625.971006918239,6.872,0.0477669149482977,0.0218040658598697,19.4160868460626,6.79184476574477,6.79184476574477,418.53,0.618849,0.619816841,0.00025900687197,0.000921155068709748,0.0579341616567672,57.9341616567672,1171.7002096813,6.5683228035983,0.25196743547393,0.302360922568715,1.50053459909236e-05,5.33663466615811e-05,53.3663466615811,355.64889136086,2.198140466889,3.21910126071303,2.198140466889
"70",12978,292.4,"Colm",300,29,46,3931.503662,0.016998834,0.046530882,10,105.3261,0.0192017024626488,0.626756496631376,1011.56377093648,7.88214485081809,625.929053512993,6.87200096246391,0.14394079807083,0.0240033604332113,19.481501018556,7.60736989427225,7.60736989427225,418.53,0.618849,0.619816841,0.00025900687197,0.00101156377093648,0.0579059544149319,57.9059544149319,1170.56738130187,7.35736454528795,0.320615740983515,0.442449722557251,1.49980401214489e-05,5.85755656076444e-05,58.5755656076444,390.554800049339,1.24265342524107,1.81882019129233,1.24265342524107
"71",32571,303.1,"Colm",310,72,62,3931.418945,0.01011798,0.016998834,10,105.4584,0.0192290231537182,0.819971126082772,1039.30807394899,7.89807844080847,625.890939942252,6.87210683349374,0.0430757687135263,0.00427558810767852,18.3399331797332,0.993318751388361,18.3399331797332,418.53,0.618849,0.619816841,0.00025900687197,0.00103930807394899,0.0578779254954825,57.8779254954825,1169.4423704179,17.7380702395391,0.801090538866281,1.49002840229128,1.49907804386976e-05,6.01529952708731e-05,60.1529952708731,401.2666019415,1.56868978983463,2.29476801151134,1.56868978983463
"72",33651,313.8,"Colm",320,96,64,3931.287598,0.02801026,0.01011798,10,105.5313,0.0192440793552172,1.00967276227142,1066.54793508855,7.91372232916266,625.853519345525,6.87221077959576,0.0313217437422156,0.00860660912341247,18.7945536728922,2.26785546433218,18.7945536728922,418.53,0.618849,0.619816841,0.00025900687197,0.00106654793508855,0.0578504224817679,57.8504224817679,1168.33910371677,18.1786293003557,0.849243602195622,1.63054771621559,1.49836569691457e-05,6.17002486419298e-05,61.7002486419298,411.78364379926,1.86733928004153,2.73018012169387,1.86733928004153
"73",12979,324.4,"Colm",330,51,30,3930.820801,0.057907011,0.02801026,10,105.5628,0.0192505855482026,1.19761790182868,1093.53557529163,7.92922136669875,625.816445235804,6.87231376323388,0.125820820576488,0.0714747539596981,20.2398941687982,27.5685337257506,27.5685337257506,418.53,0.618849,0.619816841,0.00025900687197,0.00109353557529163,0.0578231900307254,57.8231900307254,1167.24731092612,26.6663200071997,1.28678625319563,1.15810762787607,1.49766035771851e-05,6.32317153754465e-05,63.2317153754465,422.203305639818,2.14431555252818,3.1334684449342,2.14431555252818
"74",35801,335.1,"Colm",340,42,80,3930.051025,0.048051927,0.057907011,10,105.6339,0.0192652719017446,1.39083253128008,1121.27987830414,7.94515495668912,625.778331665063,6.87241963426372,0.0573371187551922,0.0270281102296334,19.5625940464821,8.75096652927627,8.75096652927627,418.53,0.618849,0.619816841,0.00025900687197,0.00112127987830414,0.057795210544823,57.795210544823,1166.1262114251,8.464987232481,0.421854754539004,1.01245141089361,1.49693566980622e-05,6.48046066462613e-05,64.8046066462613,432.915107531979,2.41130386277798,3.52168653449396,2.41130386277798
"75",36881,345.8,"Colm",350,107,50,3929.794678,0.018756303,0.048051927,10,106.1244,0.0193666248348822,1.58053416746872,1148.5197394437,7.96079884504331,625.740911068335,6.87252358036574,0.0361992987567892,0.00666064680568334,18.6267020655296,1.67595701811258,18.6267020655296,418.53,0.618849,0.619816841,0.00025900687197,0.0011485197394437,0.0577677560322075,57.7677560322075,1165.02678056691,18.0188361090691,0.925900818205047,1.38885122730757,1.49622457906282e-05,6.63474081063582e-05,66.3474081063582,443.432149389739,2.65754054118253,3.87922664098947,2.65754054118253
"76",12980,355.4,"Colm",360,80,30,3929.671143,0.018756303,0.018756303,10,106.2558,0.0193937868286298,1.75091434071222,1172.985170282,7.97484937439846,625.707301828681,6.87261693936477,0.0808074451192908,0.0148685159573234,19.157651148983,4.32304059866082,19.157651148983,418.53,0.618849,0.619816841,0.00025900687197,0.001172985170282,0.0577431115324712,57.7431115324712,1164.04041288192,18.5332430109455,0.978109521637922,0.88029856947413,1.49558626958402e-05,6.77318135135283e-05,67.7318135135283,452.878011058279,2.86643815400165,4.18213604605988,2.86643815400165
"77",39781,374.5,"Colm",380,70,400,3929.471191,0.006564777,0.010439902,10,107.8443,0.0197225004200485,2.09343118383061,1222.16825289509,8.00309528392685,625.639736862368,6.87280461982676,0.00704375015001734,0.000453620766479873,16.9549747123703,0.0703738277652012,16.9549747123703,418.53,0.618849,0.619816841,0.00025900687197,0.00122216825289509,0.0576936077192119,57.6936077192119,1162.06060868785,16.4037548375285,0.911528029823561,10.9383363578827,1.49430408680173e-05,7.05112957494039e-05,70.5112957494039,471.867114412567,3.2549601327061,4.74438435806063,3.2549601327061
"78",40751,384.1,"Colm",390,30,70,3929.425537,0.002383689,0.006564777,10,165.915,0.0321266812329221,2.26381135707411,1246.6336837334,8.017145813282,625.606127622714,6.87289797882579,0.152984196347248,0.00357738077832646,18.2258450958505,0.804860136968301,18.2258450958505,418.53,0.618849,0.619816841,0.00025900687197,0.0012466336837334,0.057669002255298,57.669002255298,1161.07732290375,17.6340545609365,1.00435556283481,2.10914668195311,1.49366678837756e-05,7.1892120718752e-05,71.892120718752,481.312976081111,3.43414531033435,5.00314749679488,3.43414531033435
"79",12982,393.7,"Colm",400,71,140,3929.425537,0.00034156,0.002383689,10,166.0851,0.0321639895780348,2.43770452358037,1271.60355644466,8.03148604427334,625.571825409047,6.87299326275265,0.0323581384084857,0.000108422530854611,16.1265726652326,0.013000335985891,16.1265726652326,418.53,0.618849,0.619816841,0.00025900687197,0.00127160355644466,0.057643902816829,57.643902816829,1160.07481666727,15.6036191065146,0.91078363534828,3.82529126846278,1.49301669567296e-05,7.33001918292302e-05,73.3001918292302,490.953597784057,3.6083190181502,5.25431050656681,3.6083190181502
"80",12983,402.7,"Colm",410,55,170,3929.419189,0.010717888,0.00034156,10,166.0932,0.0321657662923595,2.03201711491443,1226.94806949144,8.0219706601467,625.616622493887,6.87278728606357,0.0344018890827374,0.00361709997887835,18.2328900000503,0.815415427744287,18.2328900000503,418.53,0.618849,0.619816841,0.00025900687197,0.00122694806949144,0.057660555910422,57.660555910422,1160.73990561535,17.6411270853335,0.984587070682452,5.02139406048051,1.49344802224097e-05,7.07465077600955e-05,70.7465077600955,473.712554481394,3.14567104035165,4.58211509026276,3.14567104035165
"81",12984,411.7,"Colm",420,22,140,3929.232422,0.024077966,0.00034156,10,166.1481,0.0321778087701304,1.59001222493888,1177.85916049389,8.01083618581907,625.666558924205,6.87256234718826,0.104473405097826,0.0246771246102854,19.5003857850688,7.85997369341202,7.85997369341202,418.53,0.618849,0.619816841,0.00025900687197,0.00117785916049389,0.0576800501517578,57.6800501517578,1161.518757542,7.60461695732833,0.403040486420271,1.69277004296514,1.49395293648795e-05,6.79389754489949e-05,67.9389754489949,454.759810631711,2.5920470190705,3.77712721545284,2.5920470190705
"82",12985,420.7,"Colm",430,80,170,3928.985352,0.015148678,0.024077966,10,166.2813,0.032207028778544,1.14800733496333,1128.77025149633,7.99970171149144,625.716495354523,6.87233740831296,0.023681638807753,0.00351929355915546,18.2154051869216,0.789461585303508,18.2154051869216,418.53,0.618849,0.619816841,0.00025900687197,0.00112877025149633,0.057699552528687,57.699552528687,1162.29825136772,17.6230275239108,0.884410892675146,4.51049555264324,1.49445806145239e-05,6.51295384190318e-05,65.1295384190318,435.807066782024,1.97644549442905,2.88117509764619,1.97644549442905
"83",12986,429.7,"Colm",440,69,90,3928.959473,0.001436285,0.015148678,10,166.4073,0.0322346721847109,0.706002444987775,1079.68134249878,7.98856723716381,625.766431784841,6.87211246943765,0.0519076846774733,0.00073137698538132,17.2408168779627,0.123651742521896,17.2408168779627,418.53,0.618849,0.619816841,0.00025900687197,0.00107968134249878,0.0577190630451883,57.7190630451883,1163.07838761576,16.6795739162174,0.790087422911308,2.13323604186053,1.49496339723734e-05,6.23181954764006e-05,62.3181954764006,416.854322932341,1.28774464138536,1.87793545107116,1.28774464138536
"84",12989,438.7,"Colm",450,85,130,3928.959473,0.00025,0.001436285,10,166.4622,0.0322467176802038,2.09253075571177,1377.48776930053,7.99384182776801,625.6154,6.875,0.029182549936836,7.15702037200904e-05,15.893828509274,0.00796338252284364,15.893828509274,418.53,0.618849,0.619816841,0.00025900687197,0.00137748776930053,0.0577098195655024,57.7098195655024,1162.70874364056,15.3766786509219,0.992523563062046,3.87084189594198,1.49472398476139e-05,7.949457062002e-05,79.49457062002,531.834448570183,2.80096256700341,4.08394163656087,2.80096256700341
"85",12990,448.4,"Colm",460,25,50,3928.959473,0.003785021,0.00025,10,169.614,0.0329391263942187,2.13254833040422,1354.10597261511,8.02846572934974,625.6154,6.875,0.26351301115375,0.00978451637651364,18.8791210739666,2.63845668413689,18.8791210739666,418.53,0.618849,0.619816841,0.00025900687197,0.00135410597261511,0.0576491880965612,57.6491880965612,1160.28587440227,18.2667415412215,1.15320814603286,1.72981221904929,1.49315358805005e-05,7.80631099179654e-05,78.0631099179654,522.806967365697,2.91854240221512,4.25032214229281,2.91854240221512
"86",4818,458.1,"Colm",470,23,54,3928.885986,0.011556195,0.003785021,10,169.6221,0.0329409080701564,2.17256590509666,1330.7241759297,8.06308963093146,625.6154,6.875,0.265224702658264,0.0300675360346394,19.6356968398373,9.92359359184507,9.92359359184507,418.53,0.618849,0.619816841,0.00025900687197,0.0013307241759297,0.0575886352354305,57.5886352354305,1157.86920412512,9.60270433728031,0.592666782456122,0.960120187578918,1.49158522733502e-05,7.66345891665843e-05,76.6345891665843,513.779486161214,3.04137290633582,4.42394151428663,3.04137290633582
"87",12991,467.9,"Colm",480,32,23,3928.735107,0.036931913,0.011556195,10,169.7517,0.0329694164196225,2.2125834797891,1307.34237924429,8.09771353251318,625.6154,6.875,0.447954027440524,0.162294669852138,20.8292456990661,72.5558679361426,72.5558679361426,418.53,0.618849,0.619816841,0.00025900687197,0.00130734237924429,0.0575281608627116,57.5281608627116,1155.45871710394,70.2170181191421,4.23470506435672,2.92194649440614,1.49001889952379e-05,7.52090026958056e-05,75.2090026958056,504.752004956732,3.16980555450685,4.60528419974582,3.16980555450685
"88",5014,477.6,"Colm",490,16,40,3928.168945,0.076391327,0.036931913,10,169.7688,0.0329731781535949,2.25260105448155,1283.96058255888,8.1323374340949,625.6154,6.875,0.51520590864992,0.38609475042248,21.4707482764936,201.749430183333,201.749430183333,418.53,0.618849,0.619816841,0.00025900687197,0.00128396058255888,0.0574677648592125,57.4677648592125,1153.05439765779,195.266341526791,11.5015387672129,13.8018465206554,1.48845460152921e-05,7.37863448469913e-05,73.7863448469913,495.724523752249,3.30422389413453,4.79487885204655,3.30422389413453
"89",5112,487.3,"Colm",500,14,75,3927.251953,0.076910205,0.076391327,10,169.8075,0.0329816917371037,2.2922144112478,1260.81496563796,8.16661159929701,625.6154,6.875,0.314111349877178,0.236993593139548,21.1071052183039,113.423413447479,113.423413447479,418.53,0.618849,0.619816841,0.00025900687197,0.00126081496563796,0.0574080559853648,57.4080559853648,1150.68042333978,109.789937896669,6.31422300281239,14.2070017563279,1.4869081006648e-05,7.23809361345298e-05,72.3809361345298,486.788229226596,3.44359132028409,4.99125300544874,3.44359132028409
"90",5209,496.9,"Colm",510,90,80,3926.683594,0.062679724,0.076910205,10,169.8219,0.0329848596478311,2.27603915662651,1212.21492907229,8.182,625.608773493976,6.8753313253012,0.045812305066432,0.0281694408725777,19.5909335630629,9.18865247537641,9.18865247537641,418.53,0.618849,0.619816841,0.00025900687197,0.00121221492907229,0.0573812728306668,57.3812728306668,1149.61651417291,8.89470889650998,0.486507591402571,1.16761821936617,1.48621439855282e-05,6.95584355745045e-05,69.5584355745045,468.0242342036,3.59530376593509,5.20840303614215,3.59530376593509
"91",5306,506.5,"Colm",520,40,31,3926.047852,0.07890887,0.062679724,10,169.8237,0.0329852556391773,2.21614457831325,1144.82968703614,8.182,625.597086746988,6.8759156626506,0.266010126122398,0.205917378501192,21.0035231078827,96.088465836468,96.088465836468,418.53,0.618849,0.619816841,0.00025900687197,0.00114482968703614,0.0573812728306668,57.3812728306668,1149.61651417291,93.0146105991037,4.72789923017924,4.39694628406669,1.48621439855282e-05,6.56917846164676e-05,65.6917846164676,442.007456531401,3.76699282523977,5.45712355489984,3.76699282523977
"92",5403,516.1,"Colm",530,82,90,3925.167725,0.070177963,0.07890887,10,170.6256,0.0331617250786352,2.15625,1077.444445,8.182,625.5854,6.8765,0.044934586827419,0.0309350283413079,19.6552540708532,10.2623100150398,10.2623100150398,418.53,0.618849,0.619816841,0.00025900687197,0.001077444445,0.0573812728306668,57.3812728306668,1149.61651417291,9.93402029667887,0.466531292603341,1.25963449002902,1.48621439855282e-05,6.18251336584314e-05,61.8251336584314,415.990678859207,3.96695357977799,5.74680038580185,3.96695357977799
"93",5501,525.7,"Colm",540,56,73,3924.699707,0.051238891,0.070177963,10,170.6283,0.0331623194379629,2.09810089020772,1028.6310697359,8.182,625.5754,6.877,0.0811211336545081,0.0407758234354249,19.8461829163783,14.2163711077254,14.2163711077254,418.53,0.618849,0.619816841,0.00025900687197,0.0010286310697359,0.0573812728306668,57.3812728306668,1149.61651417291,13.7615915834049,0.607739628642557,1.3309497867272,1.48621439855282e-05,5.90241600546163e-05,59.0241600546163,397.144315867821,4.10479260345258,5.94648342683104,4.10479260345258
"94",12993,535.3,"Colm",550,37,72,3924.357666,0.051238891,0.042167787,10,170.6301,0.0331627156782077,2.05348664688427,1085.83624896142,8.182,625.5754,6.877,0.124484668461741,0.0625726568767111,20.1458851967419,23.5639092600151,23.5639092600151,418.53,0.618849,0.619816841,0.00025900687197,0.00108583624896142,0.0573812728306668,57.3812728306668,1149.61651417291,22.8101034284708,1.08221445542968,2.33758322372811,1.48621439855282e-05,6.23066660510831e-05,62.3066660510831,419.230671643025,3.73955176628516,5.41737055930366,3.73955176628516
"95",5642,539.7,"Colm",560,55,41,3923.982178,0.072796809,0.051238891,10,171.063,0.033258027546346,2.0323293768546,1112.96447828487,8.182,625.5754,6.877,0.147485709739894,0.105324957503634,20.5164156555421,43.5612610764407,43.5612610764407,418.53,0.618849,0.619816841,0.00025900687197,0.00111296447828487,0.0573812728306668,57.3812728306668,1149.61651417291,42.1677430372008,2.06626893035783,2.54151078434013,1.48621439855282e-05,6.38633183793049e-05,63.8633183793049,429.704613557042,3.58344999548701,5.1912308532027,3.58344999548701
"96",5687,544.1,"Colm",570,96,67,3923.717285,0.062528107,0.072796809,10,171.0639,0.0332582257332738,2.01163204747774,1139.50296349258,8.182,625.5754,6.877,0.0517074405057118,0.0317173817355717,19.6724432168015,10.5692547812978,10.5692547812978,418.53,0.618849,0.619816841,0.00025900687197,0.00113950296349258,0.0573812728306668,57.3812728306668,1149.61651417291,10.2311459470927,0.516918279239735,1.03900574127187,1.48621439855282e-05,6.53861304395211e-05,65.3861304395211,439.950861081618,3.44004939238798,4.98349092768034,3.44004939238798
"97",5732,548.5,"Colm",580,50,40,3923.432129,0.068661569,0.062528107,10,171.0648,0.0332584239203398,1.99093471810089,1166.0414487003,8.182,625.5754,6.877,0.166292119601699,0.112009381651487,20.5606479953581,46.8418145446055,46.8418145446055,418.53,0.618849,0.619816841,0.00025900687197,0.0011660414487003,0.0573812728306668,57.3812728306668,1149.61651417291,45.3433521046845,2.35997631095137,2.83197157314165,1.48621439855282e-05,6.69089424997379e-05,66.9089424997379,450.197108606199,3.30504016682127,4.78790732581299,3.30504016682127
"98",5777,552.9,"Colm",590,100,100,3923.113281,0.077875686,0.068661569,10,171.0657,0.0332586221075442,1.97023738872404,1192.57993390801,8.182,625.5754,6.877,0.0332586221075442,0.0254082728981101,19.5203240961439,8.13549888921192,8.13549888921192,418.53,0.618849,0.619816841,0.00025900687197,0.00119257993390801,0.0573812728306668,57.3812728306668,1149.61651417291,7.8752455315224,0.421873836301644,1.26562150890493,1.48621439855282e-05,6.84317545599541e-05,68.4317545599541,460.443356130776,3.17770669901087,4.60344335182839,3.17770669901087
