Date,Time,ms,LEVEL,TEMPERATURE,Baro,Corrected WL,Q
6/14/2021,10:15:00 AM,0,64.1528,8.495,62.6144,1.5384,0.005104
6/14/2021,10:30:00 AM,0,64.153,8.618,62.6052,1.5478,
6/14/2021,10:45:00 AM,0,64.1596,8.776,62.597,1.5626,
6/14/2021,11:00:00 AM,0,64.0597,10.125,62.5626,1.4971,
6/14/2021,11:15:00 AM,0,64.0474,10.387,62.6056,1.4418,
6/14/2021,11:30:00 AM,0,64.051,10.749,62.5973,1.4537,
6/14/2021,11:45:00 AM,0,64.0504,11.16,62.5906,1.4598,
6/14/2021,12:00:00 PM,0,64.0402,11.499,62.5775,1.4627,
6/14/2021,12:15:00 PM,0,64.0279,11.829,62.5662,1.4617,
6/14/2021,12:30:00 PM,0,64.02,11.96,62.5505,1.4695,
6/14/2021,12:45:00 PM,0,63.9983,11.858,62.546,1.4523,
6/14/2021,1:00:00 PM,0,63.9812,11.67,62.5288,1.4524,
6/14/2021,1:15:00 PM,0,63.9644,11.502,62.5189,1.4455,
6/14/2021,1:30:00 PM,0,63.9558,11.267,62.5138,1.442,
6/14/2021,1:45:00 PM,0,63.9305,11.146,62.4933,1.4372,
6/14/2021,2:00:00 PM,0,63.9106,11.243,62.481,1.4296,
6/14/2021,2:15:00 PM,0,63.9225,11.327,62.4569,1.4656,
6/14/2021,2:30:00 PM,0,63.8789,11.31,62.447,1.4319,
6/14/2021,2:45:00 PM,0,63.8749,11.314,62.45,1.4249,
6/14/2021,3:00:00 PM,0,63.855,11.222,62.4329,1.4221,
6/14/2021,3:15:00 PM,0,63.8527,11.193,62.4296,1.4231,
6/14/2021,3:30:00 PM,0,63.8463,11.193,62.4272,1.4191,
6/14/2021,3:45:00 PM,0,63.8473,11.132,62.4279,1.4194,
6/14/2021,4:00:00 PM,0,63.8353,11.051,62.4195,1.4158,
6/14/2021,4:15:00 PM,0,63.8311,10.97,62.4232,1.4079,
6/14/2021,4:30:00 PM,0,63.8329,10.933,62.4229,1.41,
6/14/2021,4:45:00 PM,0,63.8335,10.872,62.4276,1.4059,
6/14/2021,5:00:00 PM,0,63.8567,10.809,62.4241,1.4326,
6/14/2021,5:15:00 PM,0,63.8344,10.76,62.4352,1.3992,
6/14/2021,5:30:00 PM,0,63.8388,10.697,62.438,1.4008,
6/14/2021,5:45:00 PM,0,63.8425,10.634,62.44,1.4025,
6/14/2021,6:00:00 PM,0,63.8433,10.57,62.4464,1.3969,
6/14/2021,6:15:00 PM,0,63.8605,10.501,62.4693,1.3912,
6/14/2021,6:30:00 PM,0,63.8798,10.445,62.4917,1.3881,
6/14/2021,6:45:00 PM,0,63.8884,10.403,62.4979,1.3905,
6/14/2021,7:00:00 PM,0,63.8932,10.366,62.5052,1.388,
6/14/2021,7:15:00 PM,0,63.9116,10.318,62.525,1.3866,
6/14/2021,7:30:00 PM,0,63.9233,10.28,62.5398,1.3835,
6/14/2021,7:45:00 PM,0,63.9339,10.257,62.5473,1.3866,
6/14/2021,8:00:00 PM,0,63.9362,10.238,62.5528,1.3834,
6/14/2021,8:15:00 PM,0,63.9448,10.218,62.5645,1.3803,
6/14/2021,8:30:00 PM,0,63.9635,10.196,62.5816,1.3819,
6/14/2021,8:45:00 PM,0,63.9739,10.167,62.5941,1.3798,
6/14/2021,9:00:00 PM,0,63.9739,10.14,62.5966,1.3773,
6/14/2021,9:15:00 PM,0,63.9676,10.118,62.5914,1.3762,
6/14/2021,9:30:00 PM,0,63.9641,10.099,62.5855,1.3786,
6/14/2021,9:45:00 PM,0,63.9746,10.079,62.5978,1.3768,
6/14/2021,10:00:00 PM,0,63.9629,10.062,62.5889,1.374,
6/14/2021,10:15:00 PM,0,63.9669,10.042,62.5956,1.3713,
6/14/2021,10:30:00 PM,0,63.9726,10.023,62.6039,1.3687,
6/14/2021,10:45:00 PM,0,63.9829,10.002,62.6134,1.3695,
6/14/2021,11:00:00 PM,0,63.9915,9.97,62.6091,1.3824,
6/14/2021,11:15:00 PM,0,63.9912,9.911,62.5992,1.392,
6/14/2021,11:30:00 PM,0,63.9938,9.843,62.5923,1.4015,
6/14/2021,11:45:00 PM,0,63.9853,9.787,62.5827,1.4026,
6/15/2021,12:00:00 AM,0,63.9748,9.745,62.5748,1.4,
6/15/2021,12:15:00 AM,0,63.9709,9.714,62.5745,1.3964,
6/15/2021,12:30:00 AM,0,63.9667,9.685,62.5713,1.3954,
6/15/2021,12:45:00 AM,0,63.9434,9.655,62.5478,1.3956,
6/15/2021,1:00:00 AM,0,63.9372,9.626,62.5402,1.397,
6/15/2021,1:15:00 AM,0,63.9137,9.594,62.5162,1.3975,
6/15/2021,1:30:00 AM,0,63.8975,9.566,62.5023,1.3952,
6/15/2021,1:45:00 AM,0,63.8911,9.54,62.4979,1.3932,
6/15/2021,2:00:00 AM,0,63.884,9.504,62.4926,1.3914,
6/15/2021,2:15:00 AM,0,63.8725,9.474,62.482,1.3905,
6/15/2021,2:30:00 AM,0,63.8622,9.451,62.47,1.3922,
6/15/2021,2:45:00 AM,0,63.8508,9.425,62.4601,1.3907,
6/15/2021,3:00:00 AM,0,63.8502,9.399,62.4601,1.3901,
6/15/2021,3:15:00 AM,0,63.854,9.381,62.4646,1.3894,
6/15/2021,3:30:00 AM,0,63.8526,9.371,62.4604,1.3922,
6/15/2021,3:45:00 AM,0,63.8577,9.356,62.4644,1.3933,
6/15/2021,4:00:00 AM,0,63.8551,9.339,62.4661,1.389,
6/15/2021,4:15:00 AM,0,63.8498,9.32,62.4593,1.3905,
6/15/2021,4:30:00 AM,0,63.8595,9.298,62.4665,1.393,
6/15/2021,4:45:00 AM,0,63.8738,9.271,62.4711,1.4027,
6/15/2021,5:00:00 AM,0,63.877,9.237,62.4765,1.4005,
6/15/2021,5:15:00 AM,0,63.8906,9.204,62.4901,1.4005,
6/15/2021,5:30:00 AM,0,63.9158,9.177,62.5118,1.404,
6/15/2021,5:45:00 AM,0,63.9328,9.147,62.5145,1.4183,
6/15/2021,6:00:00 AM,0,63.9651,9.097,62.5317,1.4334,
6/15/2021,6:15:00 AM,0,63.9772,9.046,62.5378,1.4394,
6/15/2021,6:30:00 AM,0,63.9833,8.991,62.5363,1.447,
6/15/2021,6:45:00 AM,0,64.002,8.922,62.5488,1.4532,
6/15/2021,7:00:00 AM,0,64.0123,8.853,62.5618,1.4505,
6/15/2021,7:15:00 AM,0,64.0298,8.799,62.5782,1.4516,
6/15/2021,7:30:00 AM,0,64.0404,8.765,62.5876,1.4528,
6/15/2021,7:45:00 AM,0,64.056,8.746,62.6015,1.4545,
6/15/2021,8:00:00 AM,0,64.0608,8.733,62.605,1.4558,
6/15/2021,8:15:00 AM,0,64.062,8.731,62.6066,1.4554,
6/15/2021,8:30:00 AM,0,64.0682,8.738,62.6107,1.4575,
6/15/2021,8:45:00 AM,0,64.07,8.749,62.6155,1.4545,
6/15/2021,9:00:00 AM,0,64.0774,8.759,62.6189,1.4585,
6/15/2021,9:15:00 AM,0,64.0874,8.765,62.629,1.4584,
6/15/2021,9:30:00 AM,0,64.0981,8.764,62.6318,1.4663,
6/15/2021,9:45:00 AM,0,64.1043,8.755,62.6347,1.4696,
6/15/2021,10:00:00 AM,0,64.1094,8.749,62.6362,1.4732,
6/15/2021,10:15:00 AM,0,64.112,8.758,62.6428,1.4692,
6/15/2021,10:30:00 AM,0,64.1196,8.774,62.6462,1.4734,
6/15/2021,10:45:00 AM,0,64.1252,8.789,62.6469,1.4783,
6/15/2021,11:00:00 AM,0,64.1335,8.805,62.6451,1.4884,
6/15/2021,11:15:00 AM,0,64.1416,8.82,62.6406,1.501,
6/15/2021,11:30:00 AM,0,64.1474,8.848,62.6378,1.5096,
6/15/2021,11:45:00 AM,0,64.153,8.898,62.6367,1.5163,
6/15/2021,12:00:00 PM,0,64.166,8.938,62.6362,1.5298,
6/15/2021,12:15:00 PM,0,64.1679,8.963,62.6325,1.5354,
6/15/2021,12:30:00 PM,0,64.19,8.975,62.6339,1.5561,
6/15/2021,12:45:00 PM,0,64.2004,8.971,62.6206,1.5798,
6/15/2021,1:00:00 PM,0,64.1943,8.961,62.5999,1.5944,
6/15/2021,1:15:00 PM,0,64.1864,8.967,62.5936,1.5928,
6/15/2021,1:30:00 PM,0,64.1719,8.98,62.5713,1.6006,
6/15/2021,1:45:00 PM,0,64.1683,8.996,62.5666,1.6017,
6/15/2021,2:00:00 PM,0,64.1412,9.039,62.5421,1.5991,
6/15/2021,2:15:00 PM,0,64.1264,9.116,62.5263,1.6001,
6/15/2021,2:30:00 PM,0,64.1188,9.196,62.5161,1.6027,
6/15/2021,2:45:00 PM,0,64.1065,9.262,62.5082,1.5983,
6/15/2021,3:00:00 PM,0,64.1004,9.308,62.5032,1.5972,
6/15/2021,3:15:00 PM,0,64.0926,9.339,62.4937,1.5989,
6/15/2021,3:30:00 PM,0,64.0899,9.356,62.4871,1.6028,
6/15/2021,3:45:00 PM,0,64.091,9.346,62.4794,1.6116,
6/15/2021,4:00:00 PM,0,64.0911,9.323,62.4804,1.6107,
6/15/2021,4:15:00 PM,0,64.1042,9.296,62.4816,1.6226,
6/15/2021,4:30:00 PM,0,64.0996,9.274,62.4701,1.6295,
6/15/2021,4:45:00 PM,0,64.1011,9.255,62.4725,1.6286,
6/15/2021,5:00:00 PM,0,64.1031,9.239,62.4761,1.627,
6/15/2021,5:15:00 PM,0,64.0994,9.227,62.4741,1.6253,
6/15/2021,5:30:00 PM,0,64.1054,9.205,62.4816,1.6238,
6/15/2021,5:45:00 PM,0,64.1048,9.16,62.4816,1.6232,
6/15/2021,6:00:00 PM,0,64.1135,9.08,62.4931,1.6204,
6/15/2021,6:15:00 PM,0,64.116,8.988,62.503,1.613,
6/15/2021,6:30:00 PM,0,64.122,8.895,62.5104,1.6116,
6/15/2021,6:45:00 PM,0,64.1248,8.803,62.5217,1.6031,
6/15/2021,7:00:00 PM,0,64.1379,8.71,62.5402,1.5977,
6/15/2021,7:15:00 PM,0,64.1504,8.62,62.552,1.5984,
6/15/2021,7:30:00 PM,0,64.1611,8.548,62.5687,1.5924,
6/15/2021,7:45:00 PM,0,64.1628,8.489,62.5721,1.5907,
6/15/2021,8:00:00 PM,0,64.1636,8.441,62.5765,1.5871,
6/15/2021,8:15:00 PM,0,64.1662,8.396,62.5851,1.5811,
6/15/2021,8:30:00 PM,0,64.1685,8.357,62.5889,1.5796,
6/15/2021,8:45:00 PM,0,64.1801,8.315,62.6059,1.5742,
6/15/2021,9:00:00 PM,0,64.1852,8.277,62.6154,1.5698,
6/15/2021,9:15:00 PM,0,64.1783,8.24,62.614,1.5643,
6/15/2021,9:30:00 PM,0,64.1788,8.199,62.6152,1.5636,
6/15/2021,9:45:00 PM,0,64.1839,8.154,62.6266,1.5573,
6/15/2021,10:00:00 PM,0,64.178,8.118,62.6285,1.5495,
6/15/2021,10:15:00 PM,0,64.1683,8.086,62.6182,1.5501,
6/15/2021,10:30:00 PM,0,64.1568,8.058,62.6061,1.5507,
6/15/2021,10:45:00 PM,0,64.1571,8.029,62.6114,1.5457,
6/15/2021,11:00:00 PM,0,64.1482,8.002,62.6076,1.5406,
6/15/2021,11:15:00 PM,0,64.1384,7.972,62.6034,1.535,
6/15/2021,11:30:00 PM,0,64.1343,7.944,62.6008,1.5335,
6/15/2021,11:45:00 PM,0,64.1311,7.922,62.6005,1.5306,
6/16/2021,12:00:00 AM,0,64.1254,7.903,62.5978,1.5276,
6/16/2021,12:15:00 AM,0,64.1026,7.887,62.5781,1.5245,
6/16/2021,12:30:00 AM,0,64.0945,7.872,62.5721,1.5224,
6/16/2021,12:45:00 AM,0,64.0829,7.859,62.5629,1.52,
6/16/2021,1:00:00 AM,0,64.0705,7.847,62.5548,1.5157,
6/16/2021,1:15:00 AM,0,64.061,7.835,62.5475,1.5135,
6/16/2021,1:30:00 AM,0,64.0467,7.824,62.5362,1.5105,
6/16/2021,1:45:00 AM,0,64.0266,7.808,62.5194,1.5072,
6/16/2021,2:00:00 AM,0,64.0117,7.794,62.5084,1.5033,
6/16/2021,2:15:00 AM,0,63.999,7.779,62.4935,1.5055,
6/16/2021,2:30:00 AM,0,63.9827,7.763,62.482,1.5007,
6/16/2021,2:45:00 AM,0,63.9796,7.748,62.4824,1.4972,
6/16/2021,3:00:00 AM,0,63.9705,7.733,62.4753,1.4952,
6/16/2021,3:15:00 AM,0,63.9626,7.719,62.4711,1.4915,
6/16/2021,3:30:00 AM,0,63.9543,7.706,62.4661,1.4882,
6/16/2021,3:45:00 AM,0,63.9561,7.696,62.4692,1.4869,
6/16/2021,4:00:00 AM,0,63.9583,7.683,62.4755,1.4828,
6/16/2021,4:15:00 AM,0,63.9516,7.671,62.4712,1.4804,
6/16/2021,4:30:00 AM,0,63.9532,7.66,62.4719,1.4813,
6/16/2021,4:45:00 AM,0,63.948,7.648,62.4718,1.4762,
6/16/2021,5:00:00 AM,0,63.9471,7.632,62.4717,1.4754,
6/16/2021,5:15:00 AM,0,63.9394,7.613,62.4669,1.4725,
6/16/2021,5:30:00 AM,0,63.9411,7.595,62.4714,1.4697,
6/16/2021,5:45:00 AM,0,63.9428,7.579,62.4718,1.471,
6/16/2021,6:00:00 AM,0,63.932,7.564,62.468,1.464,
6/16/2021,6:15:00 AM,0,63.9385,7.55,62.4748,1.4637,
6/16/2021,6:30:00 AM,0,63.949,7.537,62.4871,1.4619,
6/16/2021,6:45:00 AM,0,63.9637,7.518,62.5046,1.4591,
6/16/2021,7:00:00 AM,0,63.9745,7.5,62.5181,1.4564,
6/16/2021,7:15:00 AM,0,63.9888,7.486,62.5297,1.4591,
6/16/2021,7:30:00 AM,0,63.9975,7.479,62.5455,1.452,
6/16/2021,7:45:00 AM,0,64.0058,7.482,62.5596,1.4462,
6/16/2021,8:00:00 AM,0,64.0128,7.504,62.5583,1.4545,
6/16/2021,8:15:00 AM,0,64.0212,7.545,62.572,1.4492,
6/16/2021,8:30:00 AM,0,64.0357,7.593,62.5904,1.4453,
6/16/2021,8:45:00 AM,0,64.0427,7.643,62.5955,1.4472,
6/16/2021,9:00:00 AM,0,64.0571,7.701,62.6083,1.4488,
6/16/2021,9:15:00 AM,0,64.0555,7.761,62.6127,1.4428,
6/16/2021,9:30:00 AM,0,64.0483,7.812,62.608,1.4403,
6/16/2021,9:45:00 AM,0,64.0441,7.869,62.6033,1.4408,
6/16/2021,10:00:00 AM,0,64.0416,7.948,62.5971,1.4445,
6/16/2021,10:15:00 AM,0,64.0451,8.035,62.6006,1.4445,
6/16/2021,10:30:00 AM,0,64.0295,8.132,62.5858,1.4437,
6/16/2021,10:45:00 AM,0,64.0361,8.254,62.5913,1.4448,
6/16/2021,11:00:00 AM,0,64.032,8.34,62.5828,1.4492,
6/16/2021,11:15:00 AM,0,64.0347,8.408,62.5902,1.4445,
6/16/2021,11:30:00 AM,0,64.0295,8.471,62.5862,1.4433,
6/16/2021,11:45:00 AM,0,64.0146,8.502,62.5748,1.4398,
6/16/2021,12:00:00 PM,0,64.0156,8.537,62.5746,1.441,
6/16/2021,12:15:00 PM,0,63.9975,8.573,62.5559,1.4416,
6/16/2021,12:30:00 PM,0,63.9859,8.637,62.5471,1.4388,
6/16/2021,12:45:00 PM,0,63.9782,8.712,62.5358,1.4424,
6/16/2021,1:00:00 PM,0,63.9663,8.789,62.5288,1.4375,
6/16/2021,1:15:00 PM,0,63.9469,8.876,62.5137,1.4332,
6/16/2021,1:30:00 PM,0,63.9389,8.951,62.5012,1.4377,
6/16/2021,1:45:00 PM,0,63.9192,9.034,62.4859,1.4333,
6/16/2021,2:00:00 PM,0,63.9004,9.137,62.4626,1.4378,
6/16/2021,2:15:00 PM,0,63.891,9.273,62.4528,1.4382,
6/16/2021,2:30:00 PM,0,63.8649,9.385,62.4321,1.4328,
6/16/2021,2:45:00 PM,0,63.8546,9.451,62.421,1.4336,
6/16/2021,3:00:00 PM,0,63.8511,9.484,62.4183,1.4328,
6/16/2021,3:15:00 PM,0,63.8452,9.478,62.4084,1.4368,
6/16/2021,3:30:00 PM,0,63.8283,9.465,62.3962,1.4321,
6/16/2021,3:45:00 PM,0,63.8236,9.461,62.3894,1.4342,
6/16/2021,4:00:00 PM,0,63.8146,9.464,62.3868,1.4278,
6/16/2021,4:15:00 PM,0,63.8162,9.472,62.3857,1.4305,
6/16/2021,4:30:00 PM,0,63.8083,9.496,62.3805,1.4278,
6/16/2021,4:45:00 PM,0,63.8101,9.523,62.3847,1.4254,
6/16/2021,5:00:00 PM,0,63.8044,9.513,62.3783,1.4261,
6/16/2021,5:15:00 PM,0,63.8015,9.444,62.3763,1.4252,
6/16/2021,5:30:00 PM,0,63.8197,9.337,62.3986,1.4211,
6/16/2021,5:45:00 PM,0,63.8216,9.24,62.4047,1.4169,
6/16/2021,6:00:00 PM,0,63.8269,9.16,62.411,1.4159,
6/16/2021,6:15:00 PM,0,63.8317,9.101,62.4183,1.4134,
6/16/2021,6:30:00 PM,0,63.8403,9.041,62.4259,1.4144,
6/16/2021,6:45:00 PM,0,63.8467,8.979,62.436,1.4107,
6/16/2021,7:00:00 PM,0,63.8443,8.927,62.4396,1.4047,
6/16/2021,7:15:00 PM,0,63.8503,8.892,62.4445,1.4058,
6/16/2021,7:30:00 PM,0,63.8631,8.866,62.4582,1.4049,
6/16/2021,7:45:00 PM,0,63.8833,8.844,62.4806,1.4027,
6/16/2021,8:00:00 PM,0,63.8933,8.823,62.4889,1.4044,
6/16/2021,8:15:00 PM,0,63.9097,8.804,62.5067,1.403,
6/16/2021,8:30:00 PM,0,63.9204,8.785,62.521,1.3994,
6/16/2021,8:45:00 PM,0,63.9199,8.768,62.524,1.3959,
6/16/2021,9:00:00 PM,0,63.9245,8.749,62.5271,1.3974,
6/16/2021,9:15:00 PM,0,63.9217,8.733,62.5261,1.3956,
6/16/2021,9:30:00 PM,0,63.9203,8.718,62.5266,1.3937,
6/16/2021,9:45:00 PM,0,63.92,8.702,62.5285,1.3915,
6/16/2021,10:00:00 PM,0,63.9252,8.687,62.5318,1.3934,
6/16/2021,10:15:00 PM,0,63.9261,8.671,62.5339,1.3922,
6/16/2021,10:30:00 PM,0,63.9281,8.655,62.5355,1.3926,
6/16/2021,10:45:00 PM,0,63.9407,8.641,62.5502,1.3905,
6/16/2021,11:00:00 PM,0,63.9315,8.625,62.5408,1.3907,
6/16/2021,11:15:00 PM,0,63.9267,8.611,62.541,1.3857,
6/16/2021,11:30:00 PM,0,63.9252,8.595,62.5392,1.386,
6/16/2021,11:45:00 PM,0,63.9141,8.579,62.5293,1.3848,
6/17/2021,12:00:00 AM,0,63.9027,8.563,62.5135,1.3892,
6/17/2021,12:15:00 AM,0,63.8986,8.546,62.5111,1.3875,
6/17/2021,12:30:00 AM,0,63.8859,8.527,62.4995,1.3864,
6/17/2021,12:45:00 AM,0,63.8816,8.507,62.4931,1.3885,
6/17/2021,1:00:00 AM,0,63.8689,8.484,62.4841,1.3848,
6/17/2021,1:15:00 AM,0,63.86,8.459,62.473,1.387,
6/17/2021,1:30:00 AM,0,63.8558,8.422,62.4664,1.3894,
6/17/2021,1:45:00 AM,0,63.8372,8.383,62.4504,1.3868,
6/17/2021,2:00:00 AM,0,63.8152,8.349,62.4322,1.383,
6/17/2021,2:15:00 AM,0,63.8065,8.321,62.4246,1.3819,
6/17/2021,2:30:00 AM,0,63.792,8.295,62.4111,1.3809,
6/17/2021,2:45:00 AM,0,63.7887,8.274,62.4111,1.3776,
6/17/2021,3:00:00 AM,0,63.7793,8.256,62.3988,1.3805,
6/17/2021,3:15:00 AM,0,63.7756,8.239,62.3971,1.3785,
6/17/2021,3:30:00 AM,0,63.7715,8.223,62.3946,1.3769,
6/17/2021,3:45:00 AM,0,63.762,8.209,62.3854,1.3766,
6/17/2021,4:00:00 AM,0,63.7631,8.194,62.3864,1.3767,
6/17/2021,4:15:00 AM,0,63.7498,8.178,62.3764,1.3734,
6/17/2021,4:30:00 AM,0,63.7494,8.159,62.3769,1.3725,
6/17/2021,4:45:00 AM,0,63.7654,8.135,62.3886,1.3768,
6/17/2021,5:00:00 AM,0,63.7588,8.11,62.3892,1.3696,
6/17/2021,5:15:00 AM,0,63.7605,8.088,62.3844,1.3761,
6/17/2021,5:30:00 AM,0,63.772,8.067,62.4008,1.3712,
6/17/2021,5:45:00 AM,0,63.7722,8.047,62.4027,1.3695,
6/17/2021,6:00:00 AM,0,63.7685,8.03,62.4017,1.3668,
6/17/2021,6:15:00 AM,0,63.7705,8.011,62.4025,1.368,
6/17/2021,6:30:00 AM,0,63.7743,7.994,62.4091,1.3652,
6/17/2021,6:45:00 AM,0,63.7899,7.974,62.4202,1.3697,
6/17/2021,7:00:00 AM,0,63.7891,7.95,62.4253,1.3638,
6/17/2021,7:15:00 AM,0,63.7943,7.929,62.4263,1.368,
6/17/2021,7:30:00 AM,0,63.8064,7.91,62.4424,1.364,
6/17/2021,7:45:00 AM,0,63.8273,7.893,62.4659,1.3614,
6/17/2021,8:00:00 AM,0,63.831,7.878,62.4665,1.3645,
6/17/2021,8:15:00 AM,0,63.8502,7.87,62.4863,1.3639,
6/17/2021,8:30:00 AM,0,63.8537,7.866,62.4911,1.3626,
6/17/2021,8:45:00 AM,0,63.8736,7.866,62.5097,1.3639,
6/17/2021,9:00:00 AM,0,63.8771,7.871,62.5133,1.3638,
6/17/2021,9:15:00 AM,0,63.8817,7.877,62.5219,1.3598,
6/17/2021,9:30:00 AM,0,63.8864,7.888,62.5249,1.3615,
6/17/2021,9:45:00 AM,0,63.8883,7.904,62.5264,1.3619,
6/17/2021,10:00:00 AM,0,63.8869,7.932,62.5246,1.3623,
6/17/2021,10:15:00 AM,0,63.8825,7.967,62.5208,1.3617,
6/17/2021,10:30:00 AM,0,63.8775,8.006,62.5138,1.3637,
6/17/2021,10:45:00 AM,0,63.8731,8.05,62.5116,1.3615,
6/17/2021,11:00:00 AM,0,63.8664,8.1,62.5034,1.363,
6/17/2021,11:15:00 AM,0,63.8424,8.158,62.4908,1.3516,
6/17/2021,11:30:00 AM,0,63.853,8.225,62.4872,1.3658,
6/17/2021,11:45:00 AM,0,63.846,8.304,62.484,1.362,
6/17/2021,12:00:00 PM,0,63.8432,8.387,62.4808,1.3624,
6/17/2021,12:15:00 PM,0,63.8307,8.467,62.4626,1.3681,
6/17/2021,12:30:00 PM,0,63.8203,8.539,62.4579,1.3624,
6/17/2021,12:45:00 PM,0,63.8109,8.61,62.4454,1.3655,
6/17/2021,1:00:00 PM,0,63.7845,8.683,62.4229,1.3616,
6/17/2021,1:15:00 PM,0,63.7848,8.762,62.4209,1.3639,
6/17/2021,1:30:00 PM,0,63.7759,8.842,62.4115,1.3644,
6/17/2021,1:45:00 PM,0,63.7748,8.927,62.407,1.3678,
6/17/2021,2:00:00 PM,0,63.7617,9.011,62.3944,1.3673,
6/17/2021,2:15:00 PM,0,63.7445,9.087,62.3798,1.3647,
6/17/2021,2:30:00 PM,0,63.7357,9.148,62.3659,1.3698,
6/17/2021,2:45:00 PM,0,63.717,9.2,62.3524,1.3646,
6/17/2021,3:00:00 PM,0,63.7037,9.244,62.3365,1.3672,
6/17/2021,3:15:00 PM,0,63.7002,9.286,62.3342,1.366,
6/17/2021,3:30:00 PM,0,63.6933,9.322,62.3296,1.3637,
6/17/2021,3:45:00 PM,0,63.6897,9.356,62.3204,1.3693,
6/17/2021,4:00:00 PM,0,63.6845,9.375,62.3167,1.3678,
6/17/2021,4:15:00 PM,0,63.6927,9.386,62.3283,1.3644,
6/17/2021,4:30:00 PM,0,63.7044,9.388,62.3339,1.3705,
6/17/2021,4:45:00 PM,0,63.7033,9.383,62.3378,1.3655,
6/17/2021,5:00:00 PM,0,63.7122,9.371,62.3475,1.3647,
6/17/2021,5:15:00 PM,0,63.7182,9.351,62.3539,1.3643,
6/17/2021,5:30:00 PM,0,63.7294,9.327,62.3674,1.362,
6/17/2021,5:45:00 PM,0,63.729,9.297,62.367,1.362,
6/17/2021,6:00:00 PM,0,63.7291,9.262,62.3656,1.3635,
6/17/2021,6:15:00 PM,0,63.7447,9.221,62.3816,1.3631,
6/17/2021,6:30:00 PM,0,63.7479,9.175,62.3844,1.3635,
6/17/2021,6:45:00 PM,0,63.761,9.126,62.3968,1.3642,
6/17/2021,7:00:00 PM,0,63.7605,9.075,62.3993,1.3612,
6/17/2021,7:15:00 PM,0,63.7652,9.022,62.4054,1.3598,
6/17/2021,7:30:00 PM,0,63.7845,8.97,62.425,1.3595,
6/17/2021,7:45:00 PM,0,63.7853,8.924,62.4284,1.3569,
6/17/2021,8:00:00 PM,0,63.7926,8.877,62.4363,1.3563,
6/17/2021,8:15:00 PM,0,63.792,8.832,62.4361,1.3559,
6/17/2021,8:30:00 PM,0,63.8036,8.788,62.4476,1.356,
6/17/2021,8:45:00 PM,0,63.814,8.747,62.4591,1.3549,
6/17/2021,9:00:00 PM,0,63.8089,8.704,62.4622,1.3467,
6/17/2021,9:15:00 PM,0,63.8062,8.663,62.4512,1.355,
6/17/2021,9:30:00 PM,0,63.8231,8.623,62.473,1.3501,
6/17/2021,9:45:00 PM,0,63.8431,8.585,62.4906,1.3525,
6/17/2021,10:00:00 PM,0,63.8412,8.549,62.4927,1.3485,
6/17/2021,10:15:00 PM,0,63.8358,8.519,62.4884,1.3474,
6/17/2021,10:30:00 PM,0,63.8315,8.493,62.4834,1.3481,
6/17/2021,10:45:00 PM,0,63.8273,8.473,62.483,1.3443,
6/17/2021,11:00:00 PM,0,63.8217,8.457,62.4742,1.3475,
6/17/2021,11:15:00 PM,0,63.804,8.443,62.4565,1.3475,
6/17/2021,11:30:00 PM,0,63.8095,8.43,62.461,1.3485,
6/17/2021,11:45:00 PM,0,63.7968,8.422,62.4467,1.3501,
6/18/2021,12:00:00 AM,0,63.7793,8.415,62.4351,1.3442,
6/18/2021,12:15:00 AM,0,63.7723,8.407,62.4319,1.3404,
6/18/2021,12:30:00 AM,0,63.7658,8.398,62.4157,1.3501,
6/18/2021,12:45:00 AM,0,63.7643,8.388,62.415,1.3493,
6/18/2021,1:00:00 AM,0,63.7592,8.376,62.4104,1.3488,
6/18/2021,1:15:00 AM,0,63.7529,8.366,62.4009,1.352,
6/18/2021,1:30:00 AM,0,63.7457,8.355,62.3938,1.3519,
6/18/2021,1:45:00 AM,0,63.7469,8.345,62.393,1.3539,
6/18/2021,2:00:00 AM,0,63.7355,8.331,62.3771,1.3584,
6/18/2021,2:15:00 AM,0,63.7372,8.321,62.3712,1.366,
6/18/2021,2:30:00 AM,0,63.734,8.297,62.3721,1.3619,
6/18/2021,2:45:00 AM,0,63.72,8.277,62.3573,1.3627,
6/18/2021,3:00:00 AM,0,63.7053,8.264,62.3421,1.3632,
6/18/2021,3:15:00 AM,0,63.7109,8.251,62.3479,1.363,
6/18/2021,3:30:00 AM,0,63.7093,8.235,62.3477,1.3616,
6/18/2021,3:45:00 AM,0,63.7214,8.215,62.348,1.3734,
6/18/2021,4:00:00 AM,0,63.7172,8.195,62.3424,1.3748,
6/18/2021,4:15:00 AM,0,63.7243,8.175,62.3425,1.3818,
6/18/2021,4:30:00 AM,0,63.7216,8.153,62.3488,1.3728,
6/18/2021,4:45:00 AM,0,63.7312,8.133,62.3599,1.3713,
6/18/2021,5:00:00 AM,0,63.737,8.112,62.3585,1.3785,
6/18/2021,5:15:00 AM,0,63.7394,8.091,62.3633,1.3761,
6/18/2021,5:30:00 AM,0,63.7467,8.077,62.3685,1.3782,
6/18/2021,5:45:00 AM,0,63.7874,8.059,62.3994,1.388,
6/18/2021,6:00:00 AM,0,63.7852,8.034,62.3946,1.3906,
6/18/2021,6:15:00 AM,0,63.802,8.007,62.4122,1.3898,
6/18/2021,6:30:00 AM,0,63.8067,7.98,62.4101,1.3966,
